TimeStamp;Давление топливного газа перед дозаторами (поз. Pтг1.1);0 - Bad, 1 - Good
12:10:02.487;2915.057;1
12:10:02.508;2915.057;1
12:10:02.529;2916.293;1
12:10:02.553;2916.293;1
12:10:02.576;2917.406;1
12:10:02.598;2915.675;1
12:10:02.621;2916.17;1
12:10:02.644;2917.653;1
12:10:02.670;2917.653;1
12:10:02.690;2914.687;1
12:10:02.713;2914.687;1
12:10:02.737;2915.675;1
12:10:02.763;2917.9;1
12:10:02.785;2915.799;1
12:10:02.807;2915.799;1
12:10:02.831;2915.057;1
12:10:02.854;2915.057;1
12:10:02.875;2917.776;1
12:10:02.899;2915.799;1
12:10:02.923;2915.181;1
12:10:02.945;2915.181;1
12:10:02.967;2918.024;1
12:10:02.990;2916.046;1
12:10:03.014;2916.046;1
12:10:03.037;2914.439;1
12:10:03.060;2917.158;1
12:10:03.083;2916.293;1
12:10:03.108;2916.293;1
12:10:03.128;2915.181;1
12:10:03.152;2916.788;1
12:10:03.174;2916.788;1
12:10:03.197;2916.911;1
12:10:03.220;2914.934;1
12:10:03.243;2914.934;1
12:10:03.266;2916.417;1
12:10:03.291;2917.282;1
12:10:03.312;2915.181;1
12:10:03.335;2916.293;1
12:10:03.358;2916.293;1
12:10:03.383;2916.293;1
12:10:03.405;2916.293;1
12:10:03.430;2917.653;1
12:10:03.452;2914.934;1
12:10:03.473;2915.799;1
12:10:03.497;2918.024;1
12:10:03.519;2918.024;1
12:10:03.542;2914.934;1
12:10:03.565;2915.799;1
12:10:03.588;2915.799;1
12:10:03.611;2917.653;1
12:10:03.634;2915.799;1
12:10:03.657;2915.799;1
12:10:03.683;2916.293;1
12:10:03.704;2916.293;1
12:10:03.728;2917.158;1
12:10:03.749;2915.799;1
12:10:03.772;2915.304;1
12:10:03.795;2915.304;1
12:10:03.818;2917.282;1
12:10:03.842;2916.17;1
12:10:03.863;2916.17;1
12:10:03.887;2914.934;1
12:10:03.912;2917.406;1
12:10:03.934;2917.406;1
12:10:03.955;2916.911;1
12:10:03.981;2914.934;1
12:10:04.004;2917.035;1
12:10:04.025;2917.282;1
12:10:04.050;2917.282;1
12:10:04.071;2917.282;1
12:10:04.095;2915.057;1
12:10:04.117;2916.046;1
12:10:04.140;2917.158;1
12:10:04.162;2915.057;1
12:10:04.186;2915.057;1
12:10:04.209;2915.057;1
12:10:04.231;2916.541;1
12:10:04.254;2917.158;1
12:10:04.278;2915.181;1
12:10:04.300;2915.799;1
12:10:04.324;2915.799;1
12:10:04.346;2917.158;1
12:10:04.369;2915.675;1
12:10:04.393;2915.675;1
12:10:04.415;2915.675;1
12:10:04.441;2917.158;1
12:10:04.461;2916.293;1
12:10:04.484;2916.293;1
12:10:04.507;2914.934;1
12:10:04.530;2917.529;1
12:10:04.553;2916.417;1
12:10:04.576;2916.417;1
12:10:04.600;2914.687;1
12:10:04.622;2914.687;1
12:10:04.646;2914.687;1
12:10:04.668;2917.158;1
12:10:04.692;2916.417;1
12:10:04.715;2914.934;1
12:10:04.738;2916.911;1
12:10:04.761;2916.911;1
12:10:04.786;2916.911;1
