TimeStamp;Вибрация корпуса силовой турбины (гориз.) (поз. В2);0 - Bad, 1 - Good
12:11:06.193;1.219;1
12:11:06.216;1.219;1
12:11:06.239;1.227;1
12:11:06.262;1.222;1
12:11:06.286;1.219;1
12:11:06.308;1.219;1
12:11:06.331;1.222;1
12:11:06.354;1.222;1
12:11:06.377;1.222;1
12:11:06.400;1.224;1
12:11:06.424;1.224;1
12:11:06.447;1.222;1
12:11:06.470;1.227;1
12:11:06.492;1.227;1
12:11:06.515;1.229;1
12:11:06.538;1.229;1
12:11:06.563;1.231;1
12:11:06.585;1.231;1
12:11:06.608;1.229;1
12:11:06.630;1.231;1
12:11:06.656;1.231;1
12:11:06.679;1.236;1
12:11:06.701;1.236;1
12:11:06.723;1.227;1
12:11:06.746;1.229;1
12:11:06.769;1.229;1
12:11:06.791;1.229;1
12:11:06.814;1.231;1
12:11:06.837;1.227;1
12:11:06.863;1.231;1
12:11:06.884;1.231;1
12:11:06.907;1.236;1
12:11:06.929;1.236;1
12:11:06.955;1.234;1
12:11:06.977;1.234;1
12:11:07.001;1.231;1
12:11:07.021;1.231;1
12:11:07.046;1.234;1
12:11:07.069;1.234;1
12:11:07.090;1.239;1
12:11:07.113;1.231;1
12:11:07.136;1.236;1
12:11:07.160;1.236;1
12:11:07.183;1.236;1
12:11:07.205;1.236;1
12:11:07.228;1.239;1
12:11:07.254;1.234;1
12:11:07.276;1.231;1
12:11:07.297;1.234;1
12:11:07.320;1.234;1
12:11:07.345;1.234;1
12:11:07.366;1.234;1
12:11:07.392;1.234;1
12:11:07.412;1.234;1
12:11:07.438;1.234;1
12:11:07.459;1.236;1
12:11:07.483;1.236;1
12:11:07.506;1.236;1
12:11:07.527;1.236;1
12:11:07.553;1.244;1
12:11:07.575;1.248;1
12:11:07.596;1.246;1
12:11:07.619;1.246;1
12:11:07.642;1.248;1
12:11:07.665;1.248;1
12:11:07.688;1.246;1
12:11:07.711;1.253;1
12:11:07.734;1.253;1
12:11:07.757;1.246;1
12:11:07.780;1.244;1
12:11:07.803;1.251;1
12:11:07.828;1.251;1
12:11:07.851;1.246;1
12:11:07.873;1.248;1
12:11:07.895;1.248;1
12:11:07.918;1.244;1
12:11:07.941;1.246;1
12:11:07.964;1.248;1
12:11:07.988;1.248;1
12:11:08.010;1.248;1
12:11:08.033;1.248;1
12:11:08.056;1.248;1
12:11:08.083;1.248;1
12:11:08.103;1.248;1
12:11:08.126;1.251;1
12:11:08.148;1.251;1
12:11:08.171;1.251;1
12:11:08.194;1.251;1
12:11:08.217;1.251;1
12:11:08.240;1.256;1
12:11:08.264;1.253;1
12:11:08.287;1.251;1
12:11:08.309;1.251;1
12:11:08.333;1.248;1
12:11:08.356;1.248;1
12:11:08.384;1.251;1
12:11:08.402;1.251;1
12:11:08.425;1.248;1
12:11:08.449;1.251;1
12:11:08.472;1.251;1
12:11:08.494;1.251;1
12:11:08.517;1.251;1
12:11:08.541;1.251;1
12:11:08.564;1.246;1
12:11:08.587;1.248;1
12:11:08.609;1.248;1
12:11:08.633;1.251;1
12:11:08.658;1.251;1
12:11:08.679;1.251;1
12:11:08.704;1.248;1
12:11:08.725;1.248;1
12:11:08.747;1.248;1
12:11:08.772;1.248;1
12:11:08.796;1.246;1
12:11:08.817;1.246;1
12:11:08.839;1.246;1
12:11:08.864;1.246;1
12:11:08.886;1.246;1
12:11:08.909;1.248;1
12:11:08.934;1.244;1
12:11:08.956;1.246;1
12:11:08.977;1.241;1
12:11:09.002;1.241;1
12:11:09.024;1.241;1
12:11:09.047;1.244;1
12:11:09.070;1.246;1
12:11:09.093;1.244;1
12:11:09.117;1.246;1
12:11:09.139;1.246;1
12:11:09.163;1.246;1
12:11:09.184;1.246;1
12:11:09.207;1.244;1
12:11:09.232;1.244;1
12:11:09.254;1.241;1
12:11:09.276;1.241;1
12:11:09.300;1.244;1
12:11:09.324;1.239;1
12:11:09.345;1.239;1
12:11:09.369;1.239;1
12:11:09.391;1.239;1
12:11:09.414;1.236;1
12:11:09.437;1.236;1
12:11:09.460;1.234;1
12:11:09.484;1.239;1
12:11:09.506;1.239;1
12:11:09.530;1.241;1
12:11:09.552;1.236;1
12:11:09.574;1.236;1
12:11:09.597;1.231;1
12:11:09.620;1.231;1
12:11:09.644;1.231;1
12:11:09.667;1.231;1
12:11:09.689;1.231;1
12:11:09.712;1.231;1
12:11:09.735;1.227;1
12:11:09.758;1.227;1
12:11:09.781;1.231;1
12:11:09.806;1.227;1
12:11:09.828;1.227;1
12:11:09.851;1.227;1
12:11:09.873;1.227;1
12:11:09.898;1.224;1
12:11:09.922;1.224;1
12:11:09.943;1.227;1
12:11:09.967;1.227;1
12:11:09.988;1.227;1
12:11:10.011;1.219;1
12:11:10.034;1.222;1
12:11:10.057;1.222;1
12:11:10.084;1.224;1
12:11:10.103;1.224;1
12:11:10.127;1.224;1
12:11:10.151;1.222;1
12:11:10.173;1.224;1
12:11:10.195;1.229;1
12:11:10.218;1.224;1
12:11:10.241;1.224;1
12:11:10.264;1.227;1
12:11:10.287;1.227;1
12:11:10.310;1.229;1
12:11:10.336;1.229;1
12:11:10.358;1.229;1
12:11:10.383;1.229;1
12:11:10.403;1.227;1
12:11:10.425;1.227;1
12:11:10.450;1.231;1
12:11:10.473;1.227;1
12:11:10.494;1.227;1
12:11:10.517;1.227;1
12:11:10.540;1.229;1
12:11:10.563;1.231;1
12:11:10.586;1.231;1
12:11:10.609;1.234;1
12:11:10.632;1.234;1
12:11:10.655;1.229;1
12:11:10.681;1.229;1
12:11:10.704;1.229;1
12:11:10.725;1.236;1
12:11:10.749;1.231;1
12:11:10.770;1.236;1
12:11:10.794;1.234;1
12:11:10.817;1.234;1
12:11:10.839;1.234;1
12:11:10.865;1.236;1
12:11:10.886;1.239;1
12:11:10.908;1.239;1
12:11:10.934;1.241;1
12:11:10.955;1.241;1
12:11:10.979;1.241;1
12:11:11.000;1.239;1
12:11:11.023;1.241;1
12:11:11.046;1.241;1
12:11:11.069;1.241;1
12:11:11.095;1.241;1
12:11:11.115;1.244;1
12:11:11.141;1.239;1
12:11:11.162;1.241;1
12:11:11.184;1.241;1
12:11:11.208;1.246;1
12:11:11.230;1.246;1
12:11:11.256;1.248;1
12:11:11.278;1.248;1
12:11:11.300;1.246;1
12:11:11.322;1.248;1
12:11:11.347;1.248;1
12:11:11.370;1.248;1
12:11:11.393;1.246;1
12:11:11.417;1.246;1
12:11:11.439;1.246;1
12:11:11.461;1.244;1
12:11:11.483;1.246;1
12:11:11.507;1.246;1
12:11:11.531;1.246;1
12:11:11.553;1.246;1
12:11:11.575;1.246;1
12:11:11.599;1.248;1
12:11:11.623;1.248;1
12:11:11.645;1.244;1
12:11:11.669;1.244;1
12:11:11.692;1.248;1
12:11:11.713;1.244;1
12:11:11.739;1.246;1
12:11:11.761;1.248;1
12:11:11.786;1.248;1
12:11:11.806;1.248;1
12:11:11.828;1.246;1
12:11:11.851;1.246;1
12:11:11.877;1.244;1
12:11:11.900;1.248;1
12:11:11.920;1.248;1
12:11:11.946;1.246;1
12:11:11.967;1.246;1
12:11:11.989;1.244;1
12:11:12.012;1.251;1
12:11:12.036;1.251;1
12:11:12.058;1.251;1
12:11:12.083;1.251;1
12:11:12.105;1.246;1
12:11:12.128;1.246;1
12:11:12.152;1.251;1
12:11:12.175;1.253;1
12:11:12.197;1.253;1
12:11:12.221;1.253;1
12:11:12.242;1.248;1
12:11:12.265;1.251;1
12:11:12.289;1.248;1
12:11:12.311;1.253;1
12:11:12.336;1.253;1
12:11:12.358;1.253;1
12:11:12.384;1.251;1
12:11:12.406;1.248;1
12:11:12.427;1.253;1
12:11:12.449;1.244;1
12:11:12.472;1.244;1
12:11:12.496;1.244;1
12:11:12.521;1.244;1
12:11:12.541;1.246;1
12:11:12.564;1.246;1
12:11:12.589;1.248;1
12:11:12.612;1.244;1
12:11:12.633;1.244;1
12:11:12.657;1.248;1
12:11:12.683;1.248;1
12:11:12.702;1.248;1
12:11:12.726;1.248;1
12:11:12.750;1.246;1
12:11:12.771;1.246;1
12:11:12.796;1.244;1
12:11:12.820;1.244;1
12:11:12.843;1.246;1
12:11:12.865;1.244;1
12:11:12.889;1.244;1
12:11:12.909;1.244;1
12:11:12.935;1.246;1
12:11:12.956;1.246;1
12:11:12.981;1.246;1
12:11:13.003;1.246;1
12:11:13.024;1.244;1
12:11:13.048;1.244;1
12:11:13.071;1.244;1
12:11:13.095;1.244;1
12:11:13.118;1.244;1
12:11:13.141;1.239;1
12:11:13.164;1.239;1
12:11:13.186;1.239;1
12:11:13.210;1.244;1
12:11:13.231;1.244;1
12:11:13.256;1.244;1
12:11:13.280;1.244;1
12:11:13.303;1.239;1
12:11:13.326;1.239;1
12:11:13.346;1.244;1
12:11:13.370;1.244;1
12:11:13.394;1.241;1
12:11:13.415;1.244;1
12:11:13.440;1.244;1
12:11:13.462;1.244;1
12:11:13.485;1.241;1
12:11:13.508;1.244;1
12:11:13.531;1.244;1
12:11:13.555;1.244;1
12:11:13.578;1.244;1
12:11:13.600;1.244;1
12:11:13.625;1.244;1
12:11:13.645;1.244;1
12:11:13.668;1.246;1
12:11:13.691;1.246;1
12:11:13.714;1.253;1
12:11:13.738;1.253;1
12:11:13.763;1.253;1
12:11:13.786;1.246;1
12:11:13.806;1.244;1
12:11:13.831;1.248;1
12:11:13.852;1.246;1
12:11:13.878;1.246;1
12:11:13.900;1.244;1
12:11:13.922;1.244;1
12:11:13.945;1.244;1
12:11:13.968;1.248;1
12:11:13.990;1.248;1
12:11:14.015;1.248;1
12:11:14.037;1.244;1
12:11:14.059;1.246;1
12:11:14.085;1.248;1
12:11:14.105;1.248;1
12:11:14.130;1.248;1
12:11:14.152;1.248;1
12:11:14.177;1.251;1
12:11:14.200;1.246;1
12:11:14.220;1.251;1
12:11:14.246;1.248;1
12:11:14.266;1.248;1
12:11:14.289;1.248;1
12:11:14.312;1.253;1
12:11:14.335;1.248;1
12:11:14.361;1.248;1
12:11:14.382;1.253;1
12:11:14.407;1.253;1
12:11:14.427;1.253;1
12:11:14.451;1.251;1
12:11:14.475;1.251;1
12:11:14.498;1.253;1
12:11:14.522;1.253;1
12:11:14.544;1.253;1
12:11:14.566;1.253;1
12:11:14.588;1.253;1
12:11:14.611;1.251;1
12:11:14.634;1.253;1
12:11:14.660;1.256;1
12:11:14.683;1.256;1
12:11:14.703;1.251;1
12:11:14.726;1.253;1
12:11:14.749;1.251;1
12:11:14.774;1.251;1
12:11:14.795;1.253;1
12:11:14.818;1.253;1
12:11:14.841;1.253;1
12:11:14.864;1.246;1
12:11:14.887;1.246;1
12:11:14.910;1.248;1
12:11:14.933;1.248;1
12:11:14.956;1.248;1
12:11:14.982;1.248;1
12:11:15.003;1.248;1
12:11:15.025;1.246;1
12:11:15.049;1.248;1
12:11:15.071;1.246;1
12:11:15.096;1.246;1
12:11:15.118;1.246;1
12:11:15.143;1.246;1
12:11:15.165;1.248;1
12:11:15.188;1.253;1
12:11:15.210;1.248;1
12:11:15.234;1.253;1
12:11:15.258;1.253;1
12:11:15.282;1.253;1
12:11:15.305;1.251;1
12:11:15.327;1.26;1
12:11:15.348;1.258;1
12:11:15.371;1.256;1
12:11:15.395;1.256;1
12:11:15.417;1.253;1
12:11:15.440;1.256;1
12:11:15.463;1.26;1
12:11:15.486;1.26;1
12:11:15.509;1.256;1
12:11:15.532;1.258;1
12:11:15.555;1.258;1
12:11:15.578;1.26;1
12:11:15.601;1.263;1
12:11:15.624;1.26;1
12:11:15.647;1.26;1
12:11:15.671;1.258;1
12:11:15.693;1.258;1
12:11:15.716;1.268;1
12:11:15.739;1.265;1
12:11:15.765;1.26;1
12:11:15.787;1.26;1
12:11:15.809;1.26;1
12:11:15.831;1.263;1
12:11:15.855;1.263;1
12:11:15.880;1.265;1
12:11:15.900;1.258;1
12:11:15.924;1.258;1
12:11:15.947;1.258;1
12:11:15.971;1.258;1
12:11:15.992;1.265;1
12:11:16.016;1.263;1
12:11:16.039;1.26;1
12:11:16.061;1.26;1
12:11:16.084;1.26;1
12:11:16.110;1.265;1
12:11:16.130;1.265;1
12:11:16.152;1.268;1
12:11:16.175;1.263;1
12:11:16.198;1.258;1
12:11:16.223;1.258;1
12:11:16.244;1.26;1
12:11:16.267;1.26;1
12:11:16.290;1.26;1
12:11:16.314;1.258;1
12:11:16.339;1.26;1
12:11:16.360;1.26;1
12:11:16.386;1.263;1
12:11:16.406;1.263;1
12:11:16.428;1.258;1
12:11:16.452;1.26;1
12:11:16.476;1.258;1
12:11:16.497;1.258;1
12:11:16.521;1.258;1
12:11:16.546;1.263;1
12:11:16.569;1.263;1
12:11:16.590;1.263;1
12:11:16.612;1.265;1
12:11:16.635;1.265;1
12:11:16.660;1.265;1
12:11:16.683;1.268;1
12:11:16.704;1.268;1
12:11:16.729;1.268;1
12:11:16.751;1.268;1
12:11:16.775;1.268;1
12:11:16.798;1.275;1
12:11:16.821;1.268;1
12:11:16.843;1.27;1
12:11:16.866;1.277;1
12:11:16.888;1.277;1
12:11:16.912;1.277;1
12:11:16.935;1.277;1
12:11:16.958;1.28;1
12:11:16.982;1.277;1
12:11:17.005;1.28;1
12:11:17.027;1.28;1
12:11:17.050;1.284;1
12:11:17.073;1.284;1
12:11:17.098;1.277;1
12:11:17.120;1.277;1
12:11:17.143;1.277;1
12:11:17.164;1.28;1
12:11:17.190;1.282;1
12:11:17.211;1.282;1
12:11:17.234;1.282;1
12:11:17.257;1.277;1
12:11:17.281;1.277;1
12:11:17.302;1.282;1
12:11:17.325;1.28;1
12:11:17.349;1.28;1
12:11:17.371;1.28;1
12:11:17.396;1.28;1
12:11:17.418;1.277;1
12:11:17.441;1.277;1
12:11:17.463;1.28;1
12:11:17.486;1.28;1
12:11:17.509;1.275;1
12:11:17.532;1.275;1
12:11:17.555;1.277;1
12:11:17.580;1.277;1
12:11:17.601;1.277;1
12:11:17.624;1.272;1
12:11:17.647;1.272;1
12:11:17.672;1.272;1
12:11:17.693;1.277;1
12:11:17.716;1.28;1
12:11:17.739;1.275;1
12:11:17.762;1.275;1
12:11:17.786;1.275;1
12:11:17.808;1.275;1
12:11:17.831;1.275;1
12:11:17.855;1.275;1
12:11:17.879;1.277;1
12:11:17.901;1.277;1
12:11:17.925;1.277;1
12:11:17.948;1.282;1
12:11:17.970;1.282;1
12:11:17.993;1.275;1
12:11:18.017;1.275;1
12:11:18.039;1.275;1
12:11:18.062;1.277;1
12:11:18.084;1.28;1
12:11:18.107;1.28;1
12:11:18.132;1.28;1
12:11:18.154;1.28;1
12:11:18.179;1.28;1
12:11:18.200;1.28;1
12:11:18.223;1.282;1
12:11:18.246;1.282;1
12:11:18.268;1.282;1
12:11:18.294;1.28;1
12:11:18.314;1.28;1
12:11:18.340;1.282;1
12:11:18.361;1.287;1
12:11:18.386;1.282;1
12:11:18.408;1.282;1
12:11:18.430;1.28;1
12:11:18.454;1.28;1
12:11:18.475;1.28;1
12:11:18.498;1.282;1
12:11:18.521;1.28;1
12:11:18.546;1.277;1
12:11:18.569;1.277;1
12:11:18.591;1.277;1
12:11:18.615;1.28;1
12:11:18.638;1.282;1
12:11:18.659;1.28;1
12:11:18.684;1.282;1
12:11:18.707;1.282;1
12:11:18.728;1.282;1
12:11:18.752;1.282;1
12:11:18.777;1.282;1
12:11:18.800;1.282;1
12:11:18.820;1.282;1
12:11:18.844;1.289;1
12:11:18.867;1.289;1
12:11:18.889;1.289;1
12:11:18.913;1.282;1
12:11:18.936;1.284;1
12:11:18.961;1.282;1
12:11:18.986;1.282;1
12:11:19.005;1.282;1
12:11:19.028;1.282;1
12:11:19.050;1.287;1
12:11:19.075;1.282;1
12:11:19.099;1.282;1
12:11:19.122;1.287;1
12:11:19.143;1.287;1
12:11:19.165;1.287;1
12:11:19.188;1.284;1
12:11:19.212;1.282;1
12:11:19.235;1.28;1
12:11:19.258;1.282;1
12:11:19.286;1.282;1
12:11:19.304;1.282;1
12:11:19.328;1.28;1
12:11:19.349;1.282;1
12:11:19.373;1.282;1
12:11:19.395;1.282;1
12:11:19.418;1.282;1
12:11:19.443;1.282;1
12:11:19.467;1.282;1
12:11:19.487;1.277;1
12:11:19.511;1.28;1
12:11:19.534;1.282;1
12:11:19.557;1.282;1
12:11:19.581;1.28;1
12:11:19.603;1.28;1
12:11:19.626;1.275;1
12:11:19.650;1.275;1
12:11:19.673;1.282;1
12:11:19.696;1.282;1
12:11:19.720;1.282;1
12:11:19.742;1.28;1
12:11:19.764;1.28;1
12:11:19.788;1.284;1
12:11:19.809;1.282;1
12:11:19.834;1.282;1
12:11:19.855;1.287;1
12:11:19.882;1.287;1
12:11:19.902;1.282;1
12:11:19.925;1.284;1
12:11:19.947;1.287;1
12:11:19.971;1.282;1
12:11:19.995;1.282;1
12:11:20.017;1.284;1
12:11:20.040;1.284;1
12:11:20.063;1.282;1
12:11:20.086;1.287;1
12:11:20.109;1.282;1
12:11:20.133;1.282;1
12:11:20.156;1.282;1
12:11:20.178;1.282;1
12:11:20.202;1.287;1
12:11:20.226;1.284;1
12:11:20.247;1.287;1
12:11:20.270;1.287;1
12:11:20.294;1.282;1
12:11:20.315;1.282;1
12:11:20.339;1.287;1
12:11:20.363;1.287;1
12:11:20.388;1.277;1
12:11:20.407;1.277;1
12:11:20.430;1.28;1
12:11:20.455;1.28;1
12:11:20.479;1.275;1
12:11:20.502;1.275;1
12:11:20.523;1.275;1
12:11:20.545;1.275;1
12:11:20.568;1.277;1
12:11:20.592;1.277;1
12:11:20.614;1.277;1
12:11:20.638;1.275;1
12:11:20.661;1.272;1
12:11:20.686;1.272;1
12:11:20.707;1.272;1
12:11:20.730;1.272;1
12:11:20.752;1.275;1
12:11:20.776;1.272;1
12:11:20.798;1.272;1
12:11:20.821;1.275;1
12:11:20.844;1.272;1
12:11:20.867;1.275;1
12:11:20.890;1.275;1
12:11:20.915;1.272;1
12:11:20.938;1.272;1
12:11:20.960;1.27;1
12:11:20.986;1.27;1
12:11:21.007;1.275;1
12:11:21.029;1.275;1
12:11:21.052;1.272;1
12:11:21.075;1.272;1
12:11:21.099;1.277;1
12:11:21.122;1.275;1
12:11:21.145;1.272;1
12:11:21.167;1.277;1
12:11:21.190;1.277;1
12:11:21.212;1.277;1
12:11:21.237;1.277;1
12:11:21.259;1.28;1
12:11:21.282;1.275;1
12:11:21.305;1.28;1
12:11:21.327;1.28;1
12:11:21.351;1.282;1
12:11:21.374;1.282;1
12:11:21.396;1.28;1
12:11:21.419;1.28;1
12:11:21.444;1.28;1
12:11:21.467;1.277;1
12:11:21.490;1.28;1
12:11:21.512;1.28;1
12:11:21.534;1.275;1
12:11:21.560;1.272;1
12:11:21.583;1.275;1
12:11:21.603;1.275;1
12:11:21.626;1.275;1
12:11:21.651;1.275;1
12:11:21.675;1.272;1
12:11:21.698;1.27;1
12:11:21.720;1.272;1
12:11:21.745;1.275;1
12:11:21.767;1.275;1
12:11:21.788;1.275;1
12:11:21.813;1.272;1
12:11:21.834;1.275;1
12:11:21.859;1.275;1
12:11:21.884;1.277;1
12:11:21.903;1.277;1
12:11:21.929;1.277;1
12:11:21.949;1.28;1
12:11:21.974;1.275;1
12:11:21.998;1.28;1
12:11:22.018;1.275;1
12:11:22.044;1.275;1
12:11:22.065;1.272;1
12:11:22.087;1.272;1
12:11:22.112;1.275;1
12:11:22.135;1.275;1
12:11:22.157;1.282;1
12:11:22.182;1.282;1
12:11:22.205;1.282;1
12:11:22.225;1.275;1
12:11:22.248;1.277;1
12:11:22.273;1.28;1
12:11:22.294;1.28;1
12:11:22.317;1.28;1
12:11:22.341;1.28;1
12:11:22.363;1.277;1
12:11:22.387;1.277;1
12:11:22.409;1.28;1
12:11:22.432;1.28;1
12:11:22.455;1.28;1
12:11:22.478;1.28;1
12:11:22.501;1.28;1
12:11:22.524;1.277;1
12:11:22.547;1.28;1
12:11:22.571;1.28;1
12:11:22.593;1.275;1
12:11:22.616;1.275;1
12:11:22.639;1.282;1
12:11:22.661;1.282;1
12:11:22.684;1.28;1
12:11:22.709;1.282;1
12:11:22.730;1.282;1
12:11:22.754;1.282;1
12:11:22.779;1.282;1
12:11:22.802;1.284;1
12:11:22.822;1.287;1
12:11:22.846;1.284;1
12:11:22.868;1.284;1
12:11:22.891;1.284;1
12:11:22.914;1.292;1
12:11:22.937;1.287;1
12:11:22.962;1.284;1
12:11:22.985;1.284;1
12:11:23.007;1.284;1
12:11:23.030;1.284;1
12:11:23.052;1.292;1
12:11:23.077;1.287;1
12:11:23.098;1.289;1
12:11:23.122;1.297;1
12:11:23.145;1.297;1
12:11:23.169;1.297;1
12:11:23.190;1.297;1
12:11:23.215;1.294;1
12:11:23.237;1.297;1
12:11:23.259;1.294;1
12:11:23.284;1.299;1
12:11:23.307;1.299;1
12:11:23.328;1.299;1
12:11:23.352;1.294;1
12:11:23.374;1.294;1
12:11:23.400;1.292;1
12:11:23.423;1.294;1
12:11:23.447;1.294;1
12:11:23.467;1.294;1
12:11:23.489;1.297;1
12:11:23.513;1.292;1
12:11:23.535;1.297;1
12:11:23.559;1.299;1
12:11:23.584;1.299;1
12:11:23.605;1.299;1
12:11:23.629;1.299;1
12:11:23.651;1.297;1
12:11:23.674;1.294;1
12:11:23.699;1.301;1
12:11:23.719;1.301;1
12:11:23.743;1.297;1
12:11:23.765;1.297;1
12:11:23.789;1.297;1
12:11:23.813;1.304;1
12:11:23.837;1.301;1
12:11:23.860;1.301;1
12:11:23.885;1.301;1
12:11:23.906;1.301;1
12:11:23.926;1.294;1
12:11:23.950;1.299;1
12:11:23.973;1.301;1
12:11:23.995;1.301;1
12:11:24.019;1.297;1
12:11:24.041;1.299;1
12:11:24.067;1.297;1
12:11:24.087;1.297;1
12:11:24.110;1.297;1
12:11:24.133;1.297;1
12:11:24.159;1.297;1
12:11:24.182;1.301;1
12:11:24.203;1.301;1
12:11:24.227;1.301;1
12:11:24.249;1.301;1
12:11:24.271;1.301;1
12:11:24.294;1.299;1
12:11:24.319;1.299;1
12:11:24.342;1.299;1
12:11:24.364;1.297;1
12:11:24.388;1.301;1
12:11:24.409;1.301;1
12:11:24.433;1.299;1
12:11:24.455;1.299;1
12:11:24.481;1.299;1
12:11:24.501;1.297;1
12:11:24.525;1.294;1
12:11:24.547;1.294;1
12:11:24.570;1.292;1
12:11:24.594;1.297;1
12:11:24.616;1.297;1
12:11:24.642;1.297;1
12:11:24.662;1.294;1
12:11:24.690;1.294;1
12:11:24.709;1.294;1
12:11:24.731;1.297;1
12:11:24.756;1.299;1
12:11:24.778;1.299;1
12:11:24.800;1.299;1
12:11:24.824;1.294;1
12:11:24.846;1.294;1
12:11:24.869;1.301;1
12:11:24.892;1.301;1
12:11:24.915;1.294;1
12:11:24.938;1.294;1
12:11:24.962;1.299;1
12:11:24.986;1.299;1
12:11:25.009;1.299;1
12:11:25.031;1.301;1
12:11:25.054;1.301;1
12:11:25.076;1.299;1
12:11:25.100;1.299;1
12:11:25.122;1.299;1
12:11:25.145;1.299;1
12:11:25.168;1.301;1
12:11:25.191;1.301;1
12:11:25.214;1.299;1
12:11:25.237;1.299;1
12:11:25.260;1.301;1
12:11:25.284;1.301;1
12:11:25.306;1.299;1
12:11:25.329;1.299;1
12:11:25.352;1.299;1
12:11:25.375;1.299;1
12:11:25.399;1.299;1
12:11:25.421;1.297;1
12:11:25.444;1.297;1
12:11:25.467;1.299;1
12:11:25.490;1.299;1
12:11:25.513;1.299;1
12:11:25.538;1.301;1
12:11:25.560;1.297;1
12:11:25.586;1.297;1
12:11:25.608;1.299;1
12:11:25.629;1.299;1
12:11:25.653;1.299;1
12:11:25.676;1.299;1
12:11:25.700;1.299;1
12:11:25.723;1.294;1
12:11:25.745;1.301;1
12:11:25.769;1.301;1
12:11:25.789;1.301;1
12:11:25.813;1.301;1
12:11:25.837;1.301;1
12:11:25.860;1.299;1
12:11:25.883;1.299;1
12:11:25.907;1.299;1
12:11:25.928;1.299;1
12:11:25.950;1.297;1
12:11:25.975;1.297;1
12:11:25.997;1.299;1
12:11:26.019;1.304;1
12:11:26.042;1.304;1
12:11:26.065;1.301;1
12:11:26.089;1.301;1
12:11:26.111;1.299;1
12:11:26.134;1.301;1
12:11:26.157;1.306;1
12:11:26.182;1.306;1
12:11:26.205;1.306;1
12:11:26.226;1.306;1
12:11:26.250;1.301;1
12:11:26.273;1.304;1
12:11:26.295;1.304;1
12:11:26.318;1.306;1
12:11:26.341;1.306;1
12:11:26.364;1.304;1
12:11:26.387;1.304;1
12:11:26.410;1.309;1
12:11:26.433;1.301;1
12:11:26.456;1.301;1
12:11:26.482;1.301;1
12:11:26.505;1.301;1
12:11:26.528;1.301;1
12:11:26.549;1.301;1
12:11:26.572;1.304;1
12:11:26.596;1.304;1
12:11:26.618;1.304;1
12:11:26.642;1.304;1
12:11:26.665;1.301;1
12:11:26.690;1.304;1
12:11:26.709;1.304;1
12:11:26.734;1.301;1
12:11:26.755;1.301;1
12:11:26.781;1.301;1
12:11:26.804;1.304;1
12:11:26.827;1.304;1
12:11:26.849;1.304;1
12:11:26.870;1.299;1
12:11:26.894;1.299;1
12:11:26.916;1.301;1
12:11:26.939;1.301;1
12:11:26.962;1.304;1
12:11:26.986;1.297;1
12:11:27.008;1.297;1
12:11:27.031;1.297;1
12:11:27.054;1.304;1
12:11:27.077;1.311;1
12:11:27.100;1.309;1
12:11:27.123;1.309;1
12:11:27.146;1.309;1
12:11:27.169;1.306;1
12:11:27.192;1.304;1
12:11:27.215;1.304;1
12:11:27.240;1.309;1
12:11:27.263;1.306;1
12:11:27.284;1.306;1
12:11:27.310;1.306;1
12:11:27.330;1.306;1
12:11:27.354;1.311;1
12:11:27.376;1.309;1
12:11:27.399;1.309;1
12:11:27.423;1.309;1
12:11:27.447;1.309;1
12:11:27.468;1.309;1
12:11:27.493;1.311;1
12:11:27.516;1.306;1
12:11:27.538;1.306;1
12:11:27.560;1.311;1
12:11:27.587;1.311;1
12:11:27.608;1.311;1
12:11:27.629;1.311;1
12:11:27.654;1.306;1
12:11:27.677;1.309;1
12:11:27.700;1.309;1
12:11:27.724;1.309;1
12:11:27.745;1.316;1
12:11:27.767;1.316;1
12:11:27.790;1.309;1
12:11:27.814;1.309;1
12:11:27.838;1.311;1
12:11:27.859;1.311;1
12:11:27.888;1.309;1
12:11:27.906;1.309;1
12:11:27.928;1.309;1
12:11:27.951;1.309;1
12:11:27.974;1.311;1
12:11:28.000;1.311;1
12:11:28.022;1.309;1
12:11:28.045;1.306;1
12:11:28.066;1.306;1
12:11:28.089;1.309;1
12:11:28.113;1.311;1
12:11:28.137;1.311;1
12:11:28.160;1.316;1
12:11:28.187;1.311;1
12:11:28.205;1.311;1
12:11:28.228;1.313;1
12:11:28.251;1.321;1
12:11:28.274;1.313;1
12:11:28.297;1.313;1
12:11:28.320;1.318;1
12:11:28.343;1.318;1
12:11:28.366;1.321;1
12:11:28.390;1.321;1
12:11:28.412;1.321;1
12:11:28.435;1.321;1
12:11:28.458;1.313;1
12:11:28.483;1.313;1
12:11:28.504;1.316;1
12:11:28.528;1.316;1
12:11:28.551;1.311;1
12:11:28.573;1.309;1
12:11:28.597;1.309;1
12:11:28.619;1.309;1
12:11:28.642;1.311;1
12:11:28.665;1.304;1
12:11:28.688;1.304;1
12:11:28.713;1.304;1
12:11:28.735;1.306;1
12:11:28.757;1.311;1
12:11:28.785;1.309;1
12:11:28.803;1.311;1
12:11:28.826;1.306;1
12:11:28.849;1.306;1
12:11:28.874;1.306;1
12:11:28.897;1.311;1
12:11:28.920;1.311;1
12:11:28.942;1.313;1
12:11:28.964;1.313;1
12:11:28.988;1.313;1
12:11:29.011;1.313;1
12:11:29.035;1.316;1
12:11:29.056;1.321;1
12:11:29.083;1.316;1
