TimeStamp;Вибрация корпуса силовой турбины (гориз.) (поз. В2);0 - Bad, 1 - Good
12:10:04.300;1.178;1
12:10:04.324;1.176;1
12:10:04.346;1.171;1
12:10:04.369;1.176;1
12:10:04.393;1.176;1
12:10:04.415;1.171;1
12:10:04.441;1.181;1
12:10:04.461;1.181;1
12:10:04.484;1.171;1
12:10:04.507;1.174;1
12:10:04.530;1.178;1
12:10:04.553;1.178;1
12:10:04.576;1.178;1
12:10:04.600;1.178;1
12:10:04.622;1.176;1
12:10:04.646;1.176;1
12:10:04.668;1.174;1
12:10:04.692;1.178;1
12:10:04.715;1.178;1
12:10:04.738;1.178;1
12:10:04.761;1.178;1
12:10:04.786;1.178;1
12:10:04.809;1.178;1
12:10:04.832;1.176;1
12:10:04.852;1.186;1
12:10:04.876;1.186;1
12:10:04.898;1.181;1
12:10:04.922;1.178;1
12:10:04.946;1.181;1
12:10:04.969;1.181;1
12:10:04.990;1.178;1
12:10:05.015;1.178;1
12:10:05.036;1.181;1
12:10:05.062;1.178;1
12:10:05.086;1.178;1
12:10:05.105;1.178;1
12:10:05.130;1.176;1
12:10:05.151;1.176;1
12:10:05.175;1.181;1
12:10:05.198;1.181;1
12:10:05.220;1.181;1
12:10:05.246;1.178;1
12:10:05.269;1.178;1
12:10:05.290;1.178;1
12:10:05.312;1.183;1
12:10:05.335;1.186;1
12:10:05.361;1.183;1
12:10:05.387;1.186;1
12:10:05.406;1.186;1
12:10:05.427;1.181;1
12:10:05.451;1.181;1
12:10:05.474;1.183;1
12:10:05.497;1.176;1
12:10:05.521;1.178;1
12:10:05.543;1.186;1
12:10:05.565;1.186;1
12:10:05.588;1.181;1
12:10:05.612;1.181;1
12:10:05.636;1.176;1
12:10:05.657;1.181;1
12:10:05.685;1.181;1
12:10:05.705;1.181;1
12:10:05.729;1.183;1
12:10:05.750;1.178;1
12:10:05.772;1.178;1
12:10:05.795;1.178;1
12:10:05.818;1.183;1
12:10:05.841;1.183;1
12:10:05.867;1.181;1
12:10:05.887;1.178;1
12:10:05.910;1.178;1
12:10:05.933;1.183;1
12:10:05.956;1.183;1
12:10:05.980;1.183;1
12:10:06.002;1.186;1
12:10:06.025;1.183;1
12:10:06.048;1.183;1
12:10:06.071;1.181;1
12:10:06.094;1.181;1
12:10:06.117;1.181;1
12:10:06.140;1.188;1
12:10:06.163;1.183;1
12:10:06.187;1.183;1
12:10:06.209;1.181;1
12:10:06.232;1.181;1
12:10:06.255;1.181;1
12:10:06.280;1.181;1
12:10:06.301;1.188;1
12:10:06.324;1.183;1
12:10:06.350;1.186;1
12:10:06.370;1.191;1
12:10:06.393;1.191;1
12:10:06.416;1.191;1
12:10:06.439;1.191;1
12:10:06.465;1.193;1
12:10:06.485;1.191;1
12:10:06.508;1.188;1
12:10:06.531;1.188;1
12:10:06.554;1.188;1
12:10:06.577;1.193;1
12:10:06.600;1.188;1
12:10:06.623;1.183;1
12:10:06.646;1.183;1
12:10:06.669;1.191;1
12:10:06.692;1.191;1
12:10:06.715;1.188;1
12:10:06.738;1.188;1
12:10:06.761;1.188;1
12:10:06.784;1.183;1
12:10:06.809;1.183;1
12:10:06.831;1.183;1
12:10:06.854;1.186;1
12:10:06.876;1.183;1
12:10:06.899;1.183;1
12:10:06.922;1.183;1
12:10:06.945;1.181;1
12:10:06.968;1.188;1
12:10:06.991;1.188;1
12:10:07.016;1.188;1
12:10:07.039;1.183;1
12:10:07.061;1.188;1
12:10:07.086;1.188;1
12:10:07.108;1.186;1
12:10:07.131;1.186;1
12:10:07.154;1.183;1
12:10:07.175;1.186;1
12:10:07.200;1.183;1
12:10:07.222;1.188;1
12:10:07.244;1.188;1
12:10:07.269;1.186;1
12:10:07.291;1.186;1
12:10:07.314;1.188;1
12:10:07.337;1.183;1
12:10:07.359;1.181;1
12:10:07.387;1.181;1
12:10:07.407;1.183;1
12:10:07.428;1.183;1
12:10:07.452;1.176;1
12:10:07.474;1.176;1
12:10:07.497;1.174;1
12:10:07.520;1.174;1
12:10:07.543;1.174;1
12:10:07.569;1.178;1
12:10:07.589;1.174;1
12:10:07.612;1.169;1
12:10:07.635;1.169;1
12:10:07.658;1.169;1
12:10:07.681;1.176;1
12:10:07.707;1.171;1
12:10:07.729;1.171;1
12:10:07.752;1.171;1
12:10:07.774;1.174;1
12:10:07.798;1.174;1
12:10:07.819;1.174;1
12:10:07.842;1.171;1
12:10:07.865;1.171;1
12:10:07.890;1.171;1
12:10:07.912;1.171;1
12:10:07.935;1.171;1
12:10:07.957;1.169;1
12:10:07.982;1.169;1
12:10:08.005;1.174;1
12:10:08.028;1.176;1
12:10:08.051;1.169;1
12:10:08.073;1.169;1
12:10:08.095;1.171;1
12:10:08.119;1.174;1
12:10:08.143;1.174;1
12:10:08.166;1.174;1
12:10:08.188;1.174;1
12:10:08.211;1.174;1
12:10:08.233;1.171;1
12:10:08.257;1.171;1
12:10:08.281;1.176;1
12:10:08.304;1.176;1
12:10:08.325;1.174;1
12:10:08.349;1.174;1
12:10:08.372;1.171;1
12:10:08.395;1.176;1
12:10:08.417;1.178;1
12:10:08.440;1.178;1
12:10:08.464;1.176;1
12:10:08.489;1.176;1
12:10:08.513;1.176;1
12:10:08.533;1.181;1
12:10:08.555;1.178;1
12:10:08.580;1.181;1
12:10:08.601;1.181;1
12:10:08.625;1.181;1
12:10:08.647;1.181;1
12:10:08.670;1.183;1
12:10:08.693;1.186;1
12:10:08.719;1.188;1
12:10:08.739;1.188;1
12:10:08.764;1.188;1
12:10:08.790;1.188;1
12:10:08.808;1.183;1
12:10:08.831;1.186;1
12:10:08.856;1.188;1
12:10:08.878;1.183;1
12:10:08.900;1.183;1
12:10:08.924;1.183;1
12:10:08.949;1.183;1
12:10:08.970;1.183;1
12:10:08.993;1.183;1
12:10:09.017;1.186;1
12:10:09.040;1.186;1
12:10:09.062;1.183;1
12:10:09.088;1.183;1
12:10:09.109;1.183;1
12:10:09.131;1.181;1
12:10:09.155;1.183;1
12:10:09.178;1.183;1
12:10:09.199;1.183;1
12:10:09.225;1.181;1
12:10:09.246;1.188;1
12:10:09.271;1.181;1
12:10:09.293;1.181;1
12:10:09.317;1.181;1
12:10:09.340;1.181;1
12:10:09.362;1.181;1
12:10:09.386;1.178;1
12:10:09.409;1.178;1
12:10:09.431;1.178;1
12:10:09.455;1.176;1
12:10:09.476;1.176;1
12:10:09.502;1.176;1
12:10:09.522;1.174;1
12:10:09.547;1.174;1
12:10:09.571;1.174;1
12:10:09.592;1.176;1
12:10:09.614;1.176;1
12:10:09.637;1.171;1
12:10:09.663;1.174;1
12:10:09.687;1.174;1
12:10:09.707;1.174;1
12:10:09.731;1.174;1
12:10:09.753;1.174;1
12:10:09.778;1.171;1
12:10:09.800;1.171;1
12:10:09.824;1.174;1
12:10:09.846;1.174;1
12:10:09.868;1.174;1
12:10:09.890;1.174;1
12:10:09.913;1.174;1
12:10:09.937;1.171;1
12:10:09.960;1.178;1
12:10:09.984;1.176;1
12:10:10.008;1.176;1
12:10:10.031;1.171;1
12:10:10.051;1.171;1
12:10:10.074;1.171;1
12:10:10.098;1.174;1
12:10:10.123;1.174;1
12:10:10.145;1.174;1
12:10:10.167;1.174;1
12:10:10.189;1.171;1
12:10:10.212;1.171;1
12:10:10.235;1.171;1
12:10:10.260;1.171;1
12:10:10.283;1.171;1
12:10:10.303;1.169;1
12:10:10.326;1.166;1
12:10:10.349;1.171;1
12:10:10.372;1.171;1
12:10:10.395;1.166;1
12:10:10.418;1.166;1
12:10:10.441;1.166;1
12:10:10.464;1.164;1
12:10:10.487;1.164;1
12:10:10.510;1.174;1
12:10:10.533;1.166;1
12:10:10.556;1.166;1
12:10:10.580;1.166;1
12:10:10.602;1.174;1
12:10:10.628;1.166;1
12:10:10.650;1.166;1
12:10:10.671;1.169;1
12:10:10.695;1.169;1
12:10:10.719;1.169;1
12:10:10.740;1.164;1
12:10:10.763;1.169;1
12:10:10.786;1.169;1
12:10:10.810;1.171;1
12:10:10.833;1.174;1
12:10:10.855;1.171;1
12:10:10.880;1.171;1
12:10:10.901;1.166;1
12:10:10.924;1.169;1
12:10:10.947;1.174;1
12:10:10.972;1.174;1
12:10:10.994;1.174;1
12:10:11.017;1.169;1
12:10:11.039;1.166;1
12:10:11.065;1.171;1
12:10:11.088;1.171;1
12:10:11.110;1.171;1
12:10:11.131;1.171;1
12:10:11.155;1.171;1
12:10:11.179;1.169;1
12:10:11.200;1.171;1
12:10:11.226;1.174;1
12:10:11.248;1.174;1
12:10:11.270;1.174;1
12:10:11.294;1.171;1
12:10:11.317;1.171;1
12:10:11.338;1.171;1
12:10:11.361;1.176;1
12:10:11.385;1.176;1
12:10:11.407;1.169;1
12:10:11.430;1.171;1
12:10:11.453;1.171;1
12:10:11.477;1.171;1
12:10:11.499;1.171;1
12:10:11.523;1.174;1
12:10:11.545;1.174;1
12:10:11.569;1.169;1
12:10:11.592;1.169;1
12:10:11.614;1.174;1
12:10:11.640;1.174;1
12:10:11.662;1.174;1
12:10:11.684;1.174;1
12:10:11.706;1.176;1
12:10:11.729;1.169;1
12:10:11.753;1.169;1
12:10:11.775;1.176;1
12:10:11.798;1.176;1
12:10:11.822;1.176;1
12:10:11.844;1.174;1
12:10:11.869;1.174;1
12:10:11.891;1.174;1
12:10:11.914;1.174;1
12:10:11.937;1.174;1
12:10:11.959;1.174;1
12:10:11.987;1.174;1
12:10:12.007;1.174;1
12:10:12.030;1.174;1
12:10:12.052;1.174;1
12:10:12.074;1.174;1
12:10:12.097;1.174;1
12:10:12.120;1.176;1
12:10:12.143;1.171;1
12:10:12.169;1.174;1
12:10:12.189;1.178;1
12:10:12.212;1.178;1
12:10:12.235;1.178;1
12:10:12.258;1.176;1
12:10:12.284;1.171;1
12:10:12.306;1.174;1
12:10:12.329;1.176;1
12:10:12.351;1.176;1
12:10:12.375;1.176;1
12:10:12.398;1.176;1
12:10:12.422;1.171;1
12:10:12.444;1.171;1
12:10:12.466;1.176;1
12:10:12.488;1.171;1
12:10:12.511;1.171;1
12:10:12.535;1.171;1
12:10:12.558;1.174;1
12:10:12.583;1.169;1
12:10:12.604;1.176;1
12:10:12.628;1.176;1
12:10:12.650;1.181;1
12:10:12.674;1.181;1
12:10:12.695;1.174;1
12:10:12.719;1.174;1
12:10:12.741;1.169;1
12:10:12.767;1.171;1
12:10:12.789;1.171;1
12:10:12.810;1.171;1
12:10:12.834;1.171;1
12:10:12.858;1.166;1
12:10:12.884;1.166;1
12:10:12.905;1.166;1
12:10:12.925;1.169;1
12:10:12.948;1.169;1
12:10:12.971;1.171;1
12:10:12.996;1.166;1
12:10:13.020;1.164;1
12:10:13.041;1.166;1
12:10:13.065;1.166;1
12:10:13.086;1.162;1
12:10:13.112;1.162;1
12:10:13.134;1.164;1
12:10:13.156;1.162;1
12:10:13.180;1.166;1
12:10:13.202;1.166;1
12:10:13.226;1.166;1
12:10:13.249;1.166;1
12:10:13.272;1.159;1
12:10:13.295;1.162;1
12:10:13.317;1.166;1
12:10:13.339;1.166;1
12:10:13.362;1.166;1
12:10:13.386;1.162;1
12:10:13.409;1.162;1
12:10:13.431;1.159;1
12:10:13.455;1.164;1
12:10:13.479;1.164;1
12:10:13.502;1.166;1
12:10:13.525;1.162;1
12:10:13.547;1.159;1
12:10:13.569;1.159;1
12:10:13.594;1.159;1
12:10:13.617;1.159;1
12:10:13.641;1.164;1
12:10:13.661;1.164;1
12:10:13.686;1.159;1
12:10:13.707;1.162;1
12:10:13.730;1.162;1
12:10:13.754;1.164;1
12:10:13.777;1.164;1
12:10:13.799;1.164;1
12:10:13.824;1.164;1
12:10:13.845;1.164;1
12:10:13.869;1.162;1
12:10:13.893;1.166;1
12:10:13.914;1.166;1
12:10:13.938;1.162;1
12:10:13.961;1.166;1
12:10:13.984;1.162;1
12:10:14.009;1.162;1
12:10:14.031;1.162;1
12:10:14.053;1.162;1
12:10:14.075;1.162;1
12:10:14.101;1.159;1
12:10:14.122;1.159;1
12:10:14.147;1.162;1
12:10:14.167;1.162;1
12:10:14.191;1.162;1
12:10:14.215;1.164;1
12:10:14.239;1.164;1
12:10:14.261;1.162;1
12:10:14.284;1.164;1
12:10:14.305;1.164;1
12:10:14.328;1.164;1
12:10:14.352;1.169;1
12:10:14.374;1.164;1
12:10:14.397;1.159;1
12:10:14.421;1.159;1
12:10:14.446;1.159;1
12:10:14.468;1.164;1
12:10:14.491;1.164;1
12:10:14.513;1.164;1
12:10:14.535;1.159;1
12:10:14.561;1.162;1
12:10:14.584;1.162;1
12:10:14.607;1.157;1
12:10:14.630;1.157;1
12:10:14.651;1.157;1
12:10:14.675;1.157;1
12:10:14.696;1.154;1
12:10:14.722;1.159;1
12:10:14.743;1.159;1
12:10:14.766;1.159;1
12:10:14.790;1.159;1
12:10:14.811;1.157;1
12:10:14.834;1.154;1
12:10:14.857;1.157;1
12:10:14.883;1.157;1
12:10:14.904;1.159;1
12:10:14.926;1.154;1
12:10:14.949;1.154;1
12:10:14.973;1.154;1
12:10:14.995;1.157;1
12:10:15.020;1.157;1
12:10:15.043;1.157;1
12:10:15.065;1.154;1
12:10:15.087;1.152;1
12:10:15.111;1.152;1
12:10:15.135;1.152;1
12:10:15.157;1.152;1
12:10:15.181;1.154;1
12:10:15.205;1.152;1
12:10:15.226;1.152;1
12:10:15.248;1.154;1
12:10:15.272;1.152;1
12:10:15.295;1.152;1
12:10:15.319;1.154;1
12:10:15.342;1.152;1
12:10:15.365;1.15;1
12:10:15.390;1.15;1
12:10:15.411;1.152;1
12:10:15.434;1.152;1
12:10:15.457;1.15;1
12:10:15.480;1.152;1
12:10:15.504;1.152;1
12:10:15.525;1.147;1
12:10:15.547;1.147;1
12:10:15.571;1.147;1
12:10:15.593;1.15;1
12:10:15.617;1.15;1
12:10:15.639;1.147;1
12:10:15.662;1.145;1
12:10:15.687;1.145;1
12:10:15.711;1.145;1
12:10:15.732;1.152;1
12:10:15.756;1.152;1
12:10:15.779;1.147;1
12:10:15.803;1.147;1
12:10:15.826;1.147;1
12:10:15.849;1.147;1
12:10:15.869;1.147;1
12:10:15.894;1.15;1
12:10:15.916;1.15;1
12:10:15.940;1.147;1
12:10:15.963;1.152;1
12:10:15.988;1.152;1
12:10:16.009;1.152;1
12:10:16.032;1.152;1
12:10:16.055;1.15;1
12:10:16.077;1.15;1
12:10:16.100;1.152;1
12:10:16.123;1.152;1
12:10:16.146;1.154;1
12:10:16.169;1.152;1
12:10:16.192;1.152;1
12:10:16.215;1.152;1
12:10:16.238;1.152;1
12:10:16.261;1.152;1
12:10:16.285;1.152;1
12:10:16.308;1.154;1
12:10:16.331;1.157;1
12:10:16.353;1.15;1
12:10:16.376;1.152;1
12:10:16.401;1.152;1
12:10:16.425;1.154;1
12:10:16.446;1.154;1
12:10:16.470;1.154;1
12:10:16.492;1.154;1
12:10:16.514;1.154;1
12:10:16.539;1.159;1
12:10:16.561;1.159;1
12:10:16.587;1.159;1
12:10:16.607;1.159;1
12:10:16.630;1.154;1
12:10:16.653;1.157;1
12:10:16.677;1.154;1
12:10:16.699;1.154;1
12:10:16.722;1.154;1
12:10:16.744;1.154;1
12:10:16.767;1.152;1
12:10:16.790;1.152;1
12:10:16.813;1.154;1
12:10:16.836;1.154;1
12:10:16.859;1.154;1
12:10:16.883;1.154;1
12:10:16.904;1.154;1
12:10:16.927;1.154;1
12:10:16.950;1.154;1
12:10:16.973;1.159;1
12:10:16.996;1.159;1
12:10:17.019;1.157;1
12:10:17.042;1.157;1
12:10:17.065;1.164;1
12:10:17.089;1.164;1
12:10:17.111;1.159;1
12:10:17.134;1.159;1
12:10:17.157;1.157;1
12:10:17.182;1.157;1
12:10:17.205;1.152;1
12:10:17.228;1.157;1
12:10:17.249;1.157;1
12:10:17.273;1.159;1
12:10:17.296;1.154;1
12:10:17.318;1.159;1
12:10:17.342;1.159;1
12:10:17.364;1.159;1
12:10:17.387;1.159;1
12:10:17.413;1.162;1
12:10:17.435;1.162;1
12:10:17.456;1.157;1
12:10:17.481;1.162;1
12:10:17.503;1.162;1
12:10:17.525;1.162;1
12:10:17.548;1.162;1
12:10:17.571;1.162;1
12:10:17.594;1.157;1
12:10:17.617;1.157;1
12:10:17.642;1.164;1
12:10:17.664;1.164;1
12:10:17.686;1.159;1
12:10:17.709;1.159;1
12:10:17.732;1.157;1
12:10:17.755;1.157;1
12:10:17.780;1.157;1
12:10:17.801;1.157;1
12:10:17.824;1.159;1
12:10:17.847;1.154;1
12:10:17.870;1.152;1
12:10:17.894;1.152;1
12:10:17.917;1.159;1
12:10:17.940;1.159;1
12:10:17.963;1.162;1
12:10:17.988;1.154;1
12:10:18.008;1.154;1
12:10:18.031;1.154;1
12:10:18.056;1.157;1
12:10:18.079;1.157;1
12:10:18.103;1.162;1
12:10:18.123;1.159;1
12:10:18.148;1.159;1
12:10:18.169;1.159;1
12:10:18.194;1.159;1
12:10:18.216;1.159;1
12:10:18.238;1.159;1
12:10:18.264;1.159;1
12:10:18.284;1.154;1
12:10:18.307;1.154;1
12:10:18.331;1.154;1
12:10:18.354;1.154;1
12:10:18.378;1.157;1
12:10:18.401;1.154;1
12:10:18.423;1.157;1
12:10:18.445;1.154;1
12:10:18.471;1.154;1
12:10:18.492;1.159;1
12:10:18.514;1.159;1
12:10:18.540;1.159;1
12:10:18.561;1.159;1
12:10:18.585;1.159;1
12:10:18.608;1.159;1
12:10:18.629;1.159;1
12:10:18.652;1.159;1
12:10:18.675;1.157;1
12:10:18.698;1.154;1
12:10:18.722;1.15;1
12:10:18.745;1.162;1
12:10:18.767;1.162;1
12:10:18.791;1.162;1
12:10:18.815;1.159;1
12:10:18.836;1.162;1
12:10:18.862;1.162;1
12:10:18.884;1.157;1
12:10:18.908;1.157;1
12:10:18.928;1.157;1
12:10:18.953;1.157;1
12:10:18.974;1.154;1
12:10:18.998;1.157;1
12:10:19.022;1.159;1
12:10:19.043;1.159;1
12:10:19.069;1.159;1
12:10:19.089;1.159;1
12:10:19.112;1.159;1
12:10:19.138;1.154;1
12:10:19.158;1.157;1
12:10:19.184;1.157;1
12:10:19.204;1.162;1
12:10:19.227;1.162;1
12:10:19.250;1.159;1
12:10:19.275;1.159;1
12:10:19.296;1.157;1
12:10:19.322;1.157;1
12:10:19.342;1.159;1
12:10:19.368;1.162;1
12:10:19.388;1.162;1
12:10:19.412;1.154;1
12:10:19.435;1.157;1
12:10:19.459;1.159;1
12:10:19.483;1.159;1
12:10:19.506;1.159;1
12:10:19.528;1.154;1
12:10:19.550;1.157;1
12:10:19.574;1.157;1
12:10:19.595;1.157;1
12:10:19.619;1.157;1
12:10:19.641;1.157;1
12:10:19.664;1.159;1
12:10:19.689;1.159;1
12:10:19.710;1.157;1
12:10:19.733;1.164;1
12:10:19.756;1.164;1
12:10:19.781;1.164;1
12:10:19.803;1.162;1
12:10:19.825;1.159;1
12:10:19.850;1.162;1
12:10:19.871;1.164;1
12:10:19.894;1.164;1
12:10:19.917;1.162;1
12:10:19.940;1.162;1
12:10:19.963;1.164;1
12:10:19.986;1.154;1
12:10:20.010;1.159;1
12:10:20.034;1.159;1
12:10:20.056;1.162;1
12:10:20.084;1.154;1
12:10:20.104;1.159;1
12:10:20.124;1.159;1
12:10:20.149;1.157;1
12:10:20.171;1.157;1
12:10:20.193;1.157;1
12:10:20.216;1.157;1
12:10:20.242;1.157;1
12:10:20.262;1.152;1
12:10:20.288;1.157;1
12:10:20.310;1.157;1
12:10:20.331;1.157;1
12:10:20.355;1.157;1
12:10:20.379;1.154;1
12:10:20.400;1.152;1
12:10:20.423;1.152;1
12:10:20.447;1.157;1
12:10:20.469;1.152;1
12:10:20.492;1.152;1
12:10:20.515;1.15;1
12:10:20.540;1.15;1
12:10:20.562;1.154;1
12:10:20.587;1.152;1
12:10:20.607;1.152;1
12:10:20.630;1.154;1
12:10:20.653;1.15;1
12:10:20.676;1.152;1
12:10:20.699;1.152;1
12:10:20.722;1.157;1
12:10:20.745;1.152;1
12:10:20.768;1.154;1
12:10:20.791;1.147;1
12:10:20.815;1.147;1
12:10:20.839;1.152;1
12:10:20.860;1.152;1
12:10:20.886;1.15;1
12:10:20.907;1.147;1
12:10:20.930;1.147;1
12:10:20.954;1.152;1
12:10:20.977;1.15;1
12:10:20.999;1.15;1
12:10:21.022;1.15;1
12:10:21.044;1.147;1
12:10:21.068;1.145;1
12:10:21.091;1.145;1
12:10:21.113;1.145;1
12:10:21.136;1.145;1
12:10:21.159;1.145;1
12:10:21.182;1.145;1
12:10:21.206;1.14;1
12:10:21.228;1.14;1
12:10:21.251;1.145;1
12:10:21.274;1.145;1
12:10:21.300;1.145;1
12:10:21.320;1.14;1
12:10:21.345;1.135;1
12:10:21.369;1.14;1
12:10:21.390;1.14;1
12:10:21.413;1.14;1
12:10:21.435;1.142;1
12:10:21.459;1.137;1
12:10:21.483;1.135;1
12:10:21.507;1.142;1
12:10:21.528;1.142;1
12:10:21.550;1.142;1
12:10:21.573;1.142;1
12:10:21.597;1.142;1
12:10:21.621;1.145;1
12:10:21.643;1.142;1
12:10:21.665;1.147;1
12:10:21.688;1.147;1
12:10:21.712;1.147;1
12:10:21.735;1.142;1
12:10:21.757;1.145;1
12:10:21.784;1.147;1
12:10:21.803;1.147;1
12:10:21.829;1.152;1
12:10:21.850;1.152;1
12:10:21.873;1.147;1
12:10:21.896;1.145;1
12:10:21.920;1.145;1
12:10:21.942;1.142;1
12:10:21.964;1.147;1
12:10:21.988;1.147;1
12:10:22.012;1.147;1
12:10:22.034;1.145;1
12:10:22.057;1.147;1
12:10:22.083;1.147;1
12:10:22.105;1.142;1
12:10:22.126;1.142;1
12:10:22.150;1.147;1
12:10:22.172;1.14;1
12:10:22.194;1.145;1
12:10:22.217;1.142;1
12:10:22.240;1.142;1
12:10:22.263;1.142;1
12:10:22.287;1.142;1
12:10:22.309;1.142;1
12:10:22.332;1.14;1
12:10:22.355;1.147;1
12:10:22.381;1.147;1
12:10:22.404;1.145;1
12:10:22.425;1.145;1
12:10:22.447;1.142;1
12:10:22.471;1.15;1
12:10:22.495;1.145;1
12:10:22.517;1.142;1
12:10:22.540;1.142;1
12:10:22.563;1.14;1
12:10:22.587;1.14;1
12:10:22.609;1.145;1
12:10:22.632;1.137;1
12:10:22.655;1.137;1
12:10:22.678;1.137;1
12:10:22.701;1.14;1
12:10:22.724;1.137;1
12:10:22.749;1.142;1
12:10:22.770;1.142;1
12:10:22.795;1.142;1
