TimeStamp;Температура масла на входе в двигатель за фильтром (поз. Т607);0 - Bad, 1 - Good
12:10:02.026;24.268;1
12:10:02.047;24.268;1
12:10:02.069;24.268;1
12:10:02.092;24.268;1
12:10:02.116;24.268;1
12:10:02.140;24.268;1
12:10:02.161;24.268;1
12:10:02.184;24.268;1
12:10:02.208;24.268;1
12:10:02.231;24.385;1
12:10:02.254;24.385;1
12:10:02.278;24.385;1
12:10:02.301;24.385;1
12:10:02.325;24.385;1
12:10:02.345;24.385;1
12:10:02.368;24.385;1
12:10:02.392;24.385;1
12:10:02.415;24.385;1
12:10:02.437;24.385;1
12:10:02.463;24.385;1
12:10:02.487;24.385;1
12:10:02.508;24.385;1
12:10:02.529;24.385;1
12:10:02.553;24.431;1
12:10:02.576;24.431;1
12:10:02.598;24.431;1
12:10:02.621;24.431;1
12:10:02.644;24.431;1
12:10:02.670;24.431;1
12:10:02.690;24.431;1
12:10:02.713;24.431;1
12:10:02.737;24.431;1
12:10:02.763;24.431;1
12:10:02.785;24.431;1
12:10:02.807;24.431;1
12:10:02.831;24.431;1
12:10:02.854;24.431;1
12:10:02.875;24.338;1
12:10:02.899;24.338;1
12:10:02.923;24.338;1
12:10:02.945;24.338;1
12:10:02.967;24.338;1
12:10:02.990;24.338;1
12:10:03.014;24.338;1
12:10:03.037;24.338;1
12:10:03.060;24.338;1
12:10:03.083;24.338;1
12:10:03.108;24.338;1
12:10:03.128;24.338;1
12:10:03.152;24.338;1
12:10:03.174;24.338;1
12:10:03.197;24.361;1
12:10:03.220;24.361;1
12:10:03.243;24.361;1
12:10:03.266;24.361;1
12:10:03.291;24.361;1
12:10:03.312;24.361;1
12:10:03.335;24.361;1
12:10:03.358;24.361;1
12:10:03.383;24.361;1
12:10:03.405;24.361;1
12:10:03.430;24.361;1
12:10:03.452;24.361;1
12:10:03.473;24.361;1
12:10:03.497;24.361;1
12:10:03.519;24.338;1
12:10:03.542;24.338;1
12:10:03.565;24.338;1
12:10:03.588;24.338;1
12:10:03.611;24.338;1
12:10:03.634;24.338;1
12:10:03.657;24.338;1
12:10:03.683;24.338;1
12:10:03.704;24.338;1
12:10:03.728;24.338;1
12:10:03.749;24.338;1
12:10:03.772;24.338;1
12:10:03.795;24.338;1
12:10:03.818;24.338;1
12:10:03.842;24.338;1
12:10:03.863;24.338;1
12:10:03.887;24.338;1
12:10:03.912;24.338;1
12:10:03.934;24.338;1
12:10:03.955;24.338;1
12:10:03.981;24.338;1
12:10:04.004;24.338;1
12:10:04.025;24.338;1
12:10:04.050;24.338;1
12:10:04.071;24.338;1
12:10:04.095;24.338;1
12:10:04.117;24.338;1
12:10:04.140;24.338;1
12:10:04.162;24.454;1
12:10:04.186;24.454;1
12:10:04.209;24.454;1
12:10:04.231;24.454;1
12:10:04.254;24.454;1
12:10:04.278;24.454;1
12:10:04.300;24.454;1
12:10:04.324;24.454;1
12:10:04.346;24.454;1
12:10:04.369;24.454;1
12:10:04.393;24.454;1
12:10:04.415;24.454;1
12:10:04.441;24.454;1
12:10:04.461;24.315;1
12:10:04.484;24.315;1
12:10:04.507;24.315;1
12:10:04.530;24.315;1
12:10:04.553;24.315;1
12:10:04.576;24.315;1
12:10:04.600;24.315;1
12:10:04.622;24.315;1
12:10:04.646;24.315;1
12:10:04.668;24.315;1
12:10:04.692;24.315;1
12:10:04.715;24.315;1
12:10:04.738;24.315;1
12:10:04.761;24.315;1
12:10:04.786;24.315;1
12:10:04.809;24.292;1
12:10:04.832;24.292;1
12:10:04.852;24.292;1
12:10:04.876;24.292;1
12:10:04.898;24.292;1
12:10:04.922;24.292;1
12:10:04.946;24.292;1
12:10:04.969;24.292;1
12:10:04.990;24.292;1
12:10:05.015;24.292;1
12:10:05.036;24.292;1
12:10:05.062;24.292;1
12:10:05.086;24.292;1
12:10:05.105;24.292;1
12:10:05.130;24.315;1
12:10:05.151;24.315;1
12:10:05.175;24.315;1
12:10:05.198;24.315;1
12:10:05.220;24.315;1
12:10:05.246;24.315;1
12:10:05.269;24.315;1
12:10:05.290;24.315;1
12:10:05.312;24.315;1
12:10:05.335;24.315;1
12:10:05.361;24.315;1
12:10:05.387;24.315;1
12:10:05.406;24.315;1
12:10:05.427;24.408;1
12:10:05.451;24.408;1
12:10:05.474;24.408;1
12:10:05.497;24.408;1
12:10:05.521;24.408;1
