TimeStamp;Частота вращения РНД (Расчетная);0 - Bad, 1 - Good
12:10:50.049;4079.848;1
12:10:50.071;4083.771;1
12:10:50.093;4080.98;1
12:10:50.116;4081.353;1
12:10:50.139;4080.303;1
12:10:50.163;4081.061;1
12:10:50.185;4082.029;1
12:10:50.208;4082.029;1
12:10:50.231;4081.332;1
12:10:50.256;4082.776;1
12:10:50.277;4082.722;1
12:10:50.300;4083.604;1
12:10:50.323;4083.604;1
12:10:50.346;4083.723;1
12:10:50.369;4081.496;1
12:10:50.392;4080.653;1
12:10:50.415;4078.5;1
12:10:50.438;4080.938;1
12:10:50.461;4080.194;1
12:10:50.484;4081.191;1
12:10:50.507;4081.191;1
12:10:50.533;4079.663;1
12:10:50.554;4080.238;1
12:10:50.576;4079.885;1
12:10:50.600;4079.232;1
12:10:50.623;4079.764;1
12:10:50.646;4079.764;1
12:10:50.670;4080.212;1
12:10:50.694;4080.606;1
12:10:50.717;4081.347;1
12:10:50.738;4080.439;1
12:10:50.761;4080.439;1
12:10:50.785;4079.662;1
12:10:50.807;4079.503;1
12:10:50.830;4079.579;1
12:10:50.853;4081.939;1
12:10:50.877;4083.832;1
12:10:50.898;4078.766;1
12:10:50.922;4078.766;1
12:10:50.946;4078.065;1
12:10:50.967;4079.252;1
12:10:50.993;4076.34;1
12:10:51.013;4080.287;1
12:10:51.039;4079.599;1
12:10:51.060;4081.098;1
12:10:51.083;4078.967;1
12:10:51.106;4078.967;1
12:10:51.131;4081.009;1
12:10:51.151;4079.738;1
12:10:51.176;4080.069;1
12:10:51.198;4079.227;1
12:10:51.220;4079.227;1
12:10:51.244;4079.862;1
12:10:51.268;4080.422;1
12:10:51.292;4079.066;1
12:10:51.312;4079.495;1
12:10:51.336;4080.2;1
12:10:51.358;4079.625;1
12:10:51.382;4079.77;1
12:10:51.405;4079.77;1
12:10:51.428;4080.532;1
12:10:51.451;4079.427;1
12:10:51.474;4079.307;1
12:10:51.497;4080.01;1
12:10:51.520;4079.296;1
12:10:51.543;4079.296;1
12:10:51.567;4080.375;1
12:10:51.591;4079.704;1
12:10:51.612;4079.532;1
12:10:51.634;4080.156;1
12:10:51.658;4079.68;1
12:10:51.686;4079.68;1
12:10:51.704;4079.666;1
12:10:51.727;4080.185;1
12:10:51.750;4079.588;1
12:10:51.772;4079.645;1
12:10:51.798;4079.123;1
12:10:51.819;4079.144;1
12:10:51.842;4079.144;1
12:10:51.865;4080.087;1
12:10:51.888;4081.769;1
12:10:51.910;4079.331;1
12:10:51.935;4079.331;1
12:10:51.958;4080.645;1
12:10:51.983;4081.846;1
12:10:52.002;4079.781;1
12:10:52.026;4079.076;1
12:10:52.049;4080.142;1
12:10:52.072;4081.003;1
12:10:52.094;4078.771;1
12:10:52.118;4078.771;1
12:10:52.141;4079.421;1
12:10:52.163;4079.72;1
12:10:52.187;4079.291;1
12:10:52.211;4080.731;1
12:10:52.232;4080.731;1
12:10:52.257;4080.892;1
12:10:52.281;4081.194;1
12:10:52.301;4081.476;1
12:10:52.324;4079.801;1
12:10:52.348;4079.039;1
12:10:52.372;4078.615;1
12:10:52.396;4079.444;1
12:10:52.419;4079.444;1
12:10:52.441;4079.856;1
12:10:52.462;4079.807;1
12:10:52.487;4081.208;1
12:10:52.510;4080.064;1
12:10:52.531;4079.077;1
12:10:52.554;4080.853;1
12:10:52.580;4080.93;1
12:10:52.601;4080.93;1
12:10:52.624;4079.585;1
12:10:52.647;4079.773;1
12:10:52.670;4078.684;1
12:10:52.695;4079.675;1
12:10:52.718;4079.675;1
12:10:52.740;4081.052;1
12:10:52.762;4081.268;1
12:10:52.785;4079.552;1
12:10:52.807;4079.922;1
12:10:52.831;4078.453;1
12:10:52.854;4080.257;1
12:10:52.876;4080.677;1
12:10:52.900;4080.677;1
12:10:52.922;4080.378;1
12:10:52.945;4079.662;1
12:10:52.968;4079.414;1
12:10:52.992;4079.414;1
12:10:53.014;4080.648;1
12:10:53.038;4080.648;1
12:10:53.060;4080.316;1
12:10:53.083;4080.316;1
12:10:53.106;4080.673;1
12:10:53.129;4080.673;1
12:10:53.152;4080.673;1
12:10:53.175;4080.125;1
12:10:53.199;4080.125;1
12:10:53.221;4081.274;1
12:10:53.244;4081.496;1
12:10:53.267;4079.695;1
12:10:53.291;4079.695;1
12:10:53.313;4080.598;1
12:10:53.336;4080.598;1
12:10:53.359;4081.219;1
12:10:53.385;4080.927;1
12:10:53.405;4081.977;1
12:10:53.428;4081.977;1
12:10:53.451;4079.847;1
12:10:53.474;4079.847;1
12:10:53.497;4078.826;1
12:10:53.521;4081.042;1
12:10:53.543;4080.407;1
12:10:53.566;4080.391;1
12:10:53.590;4080.391;1
12:10:53.613;4081.506;1
12:10:53.635;4081.506;1
12:10:53.659;4078.6;1
12:10:53.684;4078.771;1
12:10:53.705;4080.867;1
12:10:53.727;4080.398;1
12:10:53.752;4081.517;1
12:10:53.774;4080.101;1
12:10:53.798;4080.101;1
12:10:53.821;4078.82;1
12:10:53.843;4080.578;1
12:10:53.866;4080.266;1
12:10:53.888;4079.584;1
12:10:53.911;4080.632;1
12:10:53.937;4080.632;1
12:10:53.960;4079.467;1
12:10:53.985;4080.212;1
12:10:54.005;4080.387;1
12:10:54.026;4080.544;1
12:10:54.051;4079.899;1
12:10:54.072;4080.121;1
12:10:54.095;4081.984;1
12:10:54.118;4081.984;1
12:10:54.142;4079.383;1
12:10:54.164;4082.389;1
12:10:54.188;4082.389;1
12:10:54.210;4078.466;1
12:10:54.234;4078.466;1
12:10:54.256;4079.704;1
12:10:54.282;4081.176;1
12:10:54.302;4080.194;1
12:10:54.326;4083.023;1
12:10:54.348;4080.913;1
12:10:54.372;4080.408;1
12:10:54.394;4081.064;1
12:10:54.420;4081.064;1
12:10:54.443;4081.305;1
12:10:54.464;4080.774;1
12:10:54.489;4081.075;1
12:10:54.511;4082.175;1
12:10:54.535;4081.67;1
12:10:54.556;4081.696;1
12:10:54.580;4081.696;1
12:10:54.603;4081.696;1
12:10:54.625;4083.856;1
12:10:54.648;4082.655;1
12:10:54.672;4080.682;1
12:10:54.694;4079.239;1
12:10:54.719;4081.433;1
12:10:54.740;4081.433;1
12:10:54.762;4080.292;1
12:10:54.785;4080.921;1
12:10:54.808;4080.391;1
12:10:54.831;4080.391;1
12:10:54.854;4081.613;1
12:10:54.878;4081.613;1
12:10:54.900;4081.586;1
12:10:54.924;4080.809;1
12:10:54.948;4080.757;1
12:10:54.970;4081.456;1
12:10:54.994;4082.571;1
12:10:55.015;4082.571;1
12:10:55.040;4080.636;1
12:10:55.064;4080.46;1
12:10:55.086;4081.404;1
12:10:55.107;4080.993;1
12:10:55.133;4081.014;1
12:10:55.154;4080.338;1
12:10:55.177;4080.197;1
12:10:55.201;4080.197;1
12:10:55.222;4081.144;1
12:10:55.247;4081.364;1
12:10:55.269;4080.622;1
12:10:55.294;4081.849;1
12:10:55.314;4081.849;1
12:10:55.338;4082.942;1
12:10:55.361;4082.942;1
12:10:55.386;4084.107;1
12:10:55.408;4083.337;1
12:10:55.430;4082.672;1
12:10:55.454;4079.659;1
12:10:55.477;4080.763;1
12:10:55.499;4080.763;1
12:10:55.522;4080.755;1
12:10:55.545;4081.24;1
12:10:55.568;4081.615;1
12:10:55.591;4080.419;1
12:10:55.614;4080.419;1
12:10:55.637;4080.726;1
12:10:55.660;4080.183;1
12:10:55.683;4080.183;1
12:10:55.706;4080.342;1
12:10:55.729;4082.855;1
12:10:55.752;4082.785;1
12:10:55.775;4082.785;1
12:10:55.799;4082.785;1
12:10:55.822;4081.662;1
12:10:55.844;4080.606;1
12:10:55.867;4080.076;1
12:10:55.891;4080.804;1
12:10:55.913;4081.242;1
12:10:55.936;4081.242;1
12:10:55.961;4084.967;1
12:10:55.984;4081.193;1
12:10:56.006;4081.809;1
12:10:56.028;4081.357;1
12:10:56.051;4078.076;1
12:10:56.075;4082.887;1
12:10:56.099;4080.76;1
12:10:56.122;4080.76;1
12:10:56.143;4083.118;1
12:10:56.166;4082.555;1
12:10:56.190;4081.753;1
12:10:56.214;4083.439;1
12:10:56.236;4083.439;1
12:10:56.259;4080.02;1
12:10:56.287;4080.02;1
12:10:56.306;4082.309;1
12:10:56.329;4081.655;1
12:10:56.349;4081.378;1
12:10:56.375;4083.115;1
12:10:56.397;4081.805;1
12:10:56.421;4081.222;1
12:10:56.441;4081.222;1
12:10:56.465;4081.222;1
12:10:56.488;4081.644;1
12:10:56.510;4080.853;1
12:10:56.533;4081.685;1
12:10:56.558;4082.265;1
12:10:56.582;4082.265;1
12:10:56.602;4082.757;1
12:10:56.625;4082.164;1
12:10:56.648;4082.551;1
12:10:56.672;4079.949;1
12:10:56.695;4082.425;1
12:10:56.718;4082.425;1
12:10:56.740;4082.425;1
12:10:56.763;4081.964;1
12:10:56.786;4081.964;1
12:10:56.809;4082.85;1
12:10:56.832;4082.85;1
12:10:56.855;4082.85;1
12:10:56.881;4082.346;1
12:10:56.901;4081.349;1
12:10:56.924;4080.91;1
12:10:56.947;4080.91;1
12:10:56.973;4081.537;1
12:10:56.993;4082.072;1
12:10:57.016;4083.08;1
12:10:57.039;4081.786;1
12:10:57.062;4080.58;1
12:10:57.085;4081.935;1
12:10:57.110;4081.935;1
12:10:57.132;4082.733;1
12:10:57.154;4083.09;1
12:10:57.179;4083.184;1
12:10:57.201;4080.812;1
12:10:57.224;4082.422;1
12:10:57.246;4082.422;1
12:10:57.269;4081.846;1
12:10:57.292;4083.178;1
12:10:57.315;4081.355;1
12:10:57.338;4082.048;1
12:10:57.364;4082.06;1
12:10:57.385;4080.823;1
12:10:57.407;4080.823;1
12:10:57.433;4081.707;1
12:10:57.456;4082.217;1
12:10:57.476;4082.115;1
12:10:57.499;4082.855;1
12:10:57.523;4082.855;1
12:10:57.546;4084.307;1
12:10:57.568;4080.905;1
12:10:57.593;4082.873;1
12:10:57.616;4083.101;1
12:10:57.638;4081.211;1
12:10:57.660;4082.256;1
12:10:57.683;4083.078;1
12:10:57.707;4083.078;1
12:10:57.731;4081.858;1
12:10:57.752;4082.058;1
12:10:57.778;4082.5;1
12:10:57.798;4083.401;1
12:10:57.824;4083.896;1
12:10:57.844;4083.896;1
12:10:57.867;4082.314;1
12:10:57.891;4082.973;1
12:10:57.915;4081.742;1
12:10:57.938;4081.991;1
12:10:57.962;4081.759;1
12:10:57.984;4081.759;1
12:10:58.006;4082.08;1
12:10:58.028;4082.786;1
12:10:58.053;4083.265;1
12:10:58.075;4083.468;1
12:10:58.099;4082.805;1
12:10:58.121;4082.805;1
12:10:58.144;4083.043;1
12:10:58.168;4084.338;1
12:10:58.190;4081.323;1
12:10:58.212;4084.083;1
12:10:58.235;4081.641;1
12:10:58.261;4081.641;1
12:10:58.284;4083.595;1
12:10:58.305;4082.415;1
12:10:58.327;4080.396;1
12:10:58.350;4082.453;1
12:10:58.375;4082.802;1
12:10:58.398;4080.97;1
12:10:58.421;4080.97;1
12:10:58.442;4082.514;1
12:10:58.465;4083.546;1
12:10:58.488;4082.165;1
12:10:58.512;4081.916;1
12:10:58.535;4081.373;1
12:10:58.557;4081.373;1
12:10:58.584;4081.878;1
12:10:58.604;4082.748;1
12:10:58.627;4083.777;1
12:10:58.651;4082.11;1
12:10:58.673;4081.779;1
12:10:58.695;4081.165;1
12:10:58.719;4081.165;1
12:10:58.742;4082.198;1
12:10:58.764;4082.641;1
12:10:58.789;4082.641;1
12:10:58.810;4080.844;1
12:10:58.833;4080.844;1
12:10:58.857;4080.651;1
12:10:58.882;4082.964;1
12:10:58.904;4082.638;1
12:10:58.925;4081.754;1
12:10:58.948;4083.595;1
12:10:58.971;4082.61;1
12:10:58.997;4082.61;1
12:10:59.020;4082.61;1
12:10:59.041;4081.684;1
12:10:59.064;4083.619;1
12:10:59.086;4082.705;1
12:10:59.111;4082.323;1
12:10:59.134;4082.21;1
12:10:59.157;4082.717;1
12:10:59.183;4084.162;1
12:10:59.201;4084.162;1
12:10:59.224;4082.702;1
12:10:59.248;4083.121;1
12:10:59.272;4081.58;1
12:10:59.294;4082.19;1
12:10:59.316;4082.976;1
12:10:59.340;4082.976;1
12:10:59.362;4084.484;1
12:10:59.386;4083.095;1
12:10:59.409;4079.928;1
12:10:59.433;4081.789;1
12:10:59.456;4080.785;1
12:10:59.478;4081.754;1
12:10:59.500;4081.754;1
12:10:59.523;4083.396;1
12:10:59.547;4082.664;1
12:10:59.570;4081.757;1
12:10:59.592;4082.158;1
12:10:59.616;4081.933;1
12:10:59.638;4081.933;1
12:10:59.661;4083.428;1
12:10:59.685;4083.428;1
12:10:59.707;4082.155;1
12:10:59.730;4082.597;1
12:10:59.753;4082.597;1
12:10:59.776;4083.127;1
12:10:59.799;4083.127;1
12:10:59.822;4084.747;1
12:10:59.845;4083.983;1
12:10:59.868;4082.595;1
12:10:59.891;4082.595;1
12:10:59.914;4083.943;1
12:10:59.937;4084.642;1
12:10:59.960;4083.352;1
12:10:59.983;4083.968;1
12:11:00.007;4081.613;1
12:11:00.031;4081.613;1
12:11:00.052;4082.925;1
12:11:00.075;4082.56;1
12:11:00.098;4082.56;1
12:11:00.121;4083.341;1
12:11:00.144;4082.539;1
12:11:00.167;4083.688;1
12:11:00.191;4083.688;1
12:11:00.213;4084.85;1
12:11:00.236;4084.85;1
12:11:00.260;4083.142;1
12:11:00.286;4083.479;1
12:11:00.306;4082.172;1
12:11:00.330;4081.797;1
12:11:00.353;4082.687;1
12:11:00.376;4083.066;1
12:11:00.400;4082.641;1
12:11:00.421;4082.641;1
12:11:00.443;4082.169;1
12:11:00.466;4082.71;1
12:11:00.489;4082.71;1
12:11:00.512;4082.638;1
12:11:00.536;4082.638;1
12:11:00.561;4085.914;1
12:11:00.582;4081.701;1
12:11:00.604;4083.746;1
12:11:00.629;4085.377;1
12:11:00.652;4083.41;1
12:11:00.674;4083.121;1
12:11:00.696;4081.34;1
12:11:00.722;4081.34;1
12:11:00.742;4082.74;1
12:11:00.766;4084.654;1
12:11:00.788;4080.11;1
12:11:00.812;4084.756;1
12:11:00.836;4084.756;1
12:11:00.857;4083.629;1
12:11:00.886;4083.656;1
12:11:00.905;4083.656;1
12:11:00.928;4082.704;1
12:11:00.952;4081.086;1
12:11:00.974;4082.922;1
12:11:00.997;4081.621;1
12:11:01.021;4083.068;1
12:11:01.041;4083.714;1
12:11:01.064;4082.269;1
12:11:01.087;4082.269;1
12:11:01.110;4083.22;1
12:11:01.133;4082.956;1
12:11:01.156;4082.757;1
12:11:01.182;4082.721;1
12:11:01.203;4084.058;1
12:11:01.225;4084.72;1
12:11:01.248;4084.72;1
12:11:01.272;4082.996;1
12:11:01.294;4082.083;1
12:11:01.317;4083.236;1
12:11:01.340;4083.385;1
12:11:01.363;4083.08;1
12:11:01.386;4083.08;1
12:11:01.409;4083.986;1
12:11:01.432;4083.297;1
12:11:01.455;4081.877;1
12:11:01.480;4083.861;1
12:11:01.501;4083.468;1
12:11:01.524;4083.743;1
12:11:01.547;4085.893;1
12:11:01.570;4085.893;1
12:11:01.594;4085.893;1
12:11:01.617;4085.216;1
12:11:01.639;4080.925;1
12:11:01.663;4081.835;1
12:11:01.686;4082.961;1
12:11:01.708;4082.47;1
12:11:01.731;4082.884;1
12:11:01.755;4082.884;1
12:11:01.777;4083.858;1
12:11:01.801;4083.713;1
12:11:01.824;4084.232;1
12:11:01.847;4082.49;1
12:11:01.869;4083.043;1
12:11:01.895;4082.36;1
12:11:01.916;4082.36;1
12:11:01.939;4081.598;1
12:11:01.963;4083.622;1
12:11:01.987;4082.661;1
12:11:02.010;4082.837;1
12:11:02.031;4082.693;1
12:11:02.055;4082.731;1
12:11:02.077;4083.292;1
12:11:02.100;4083.292;1
12:11:02.124;4084.844;1
12:11:02.148;4084.223;1
12:11:02.169;4086.258;1
12:11:02.192;4081.825;1
12:11:02.217;4082.52;1
12:11:02.241;4082.52;1
12:11:02.264;4080.433;1
12:11:02.286;4082.719;1
12:11:02.307;4082.566;1
12:11:02.332;4082.123;1
12:11:02.354;4083.081;1
12:11:02.376;4084.947;1
12:11:02.401;4082.303;1
12:11:02.422;4082.794;1
12:11:02.446;4082.794;1
12:11:02.470;4084.628;1
12:11:02.492;4082.812;1
12:11:02.516;4082.748;1
12:11:02.538;4080.722;1
12:11:02.563;4081.072;1
12:11:02.585;4084.092;1
12:11:02.607;4084.092;1
12:11:02.631;4082.135;1
12:11:02.654;4082.832;1
12:11:02.676;4084.075;1
12:11:02.698;4083.928;1
12:11:02.721;4083.277;1
12:11:02.744;4080.37;1
12:11:02.769;4082.948;1
12:11:02.790;4082.948;1
12:11:02.813;4079.744;1
12:11:02.836;4081.647;1
12:11:02.859;4084.623;1
12:11:02.883;4082.832;1
12:11:02.907;4081.858;1
12:11:02.929;4081.858;1
12:11:02.952;4081.303;1
12:11:02.974;4082.32;1
12:11:02.998;4082.464;1
12:11:03.020;4083.431;1
12:11:03.043;4083.431;1
12:11:03.065;4083.431;1
12:11:03.088;4084.59;1
12:11:03.111;4084.547;1
12:11:03.134;4084.816;1
12:11:03.160;4082.069;1
12:11:03.181;4081.904;1
12:11:03.203;4082.89;1
12:11:03.226;4082.89;1
12:11:03.252;4083.445;1
12:11:03.274;4084.092;1
12:11:03.296;4082.268;1
12:11:03.320;4082.675;1
12:11:03.341;4082.904;1
12:11:03.366;4081.823;1
12:11:03.389;4081.823;1
12:11:03.413;4083.979;1
12:11:03.435;4081.571;1
12:11:03.457;4085.458;1
12:11:03.482;4087.033;1
12:11:03.503;4081.271;1
12:11:03.525;4081.271;1
12:11:03.551;4082.69;1
12:11:03.573;4080.904;1
12:11:03.594;4080.968;1
12:11:03.617;4082.823;1
12:11:03.640;4083.413;1
12:11:03.665;4084.214;1
12:11:03.686;4083.361;1
12:11:03.709;4083.361;1
12:11:03.732;4082.884;1
12:11:03.755;4082.933;1
12:11:03.783;4082.736;1
12:11:03.801;4083.081;1
12:11:03.824;4083.211;1
12:11:03.847;4083.211;1
12:11:03.870;4083.907;1
12:11:03.894;4083.907;1
12:11:03.916;4082.953;1
12:11:03.940;4082.953;1
12:11:03.962;4085.893;1
12:11:03.985;4085.893;1
12:11:04.008;4083.58;1
12:11:04.032;4083.58;1
12:11:04.055;4082.286;1
12:11:04.077;4082.412;1
12:11:04.100;4083.275;1
12:11:04.123;4083.682;1
12:11:04.146;4084.18;1
12:11:04.169;4084.18;1
12:11:04.193;4084.171;1
12:11:04.215;4084.171;1
12:11:04.239;4082.688;1
12:11:04.261;4083.697;1
12:11:04.285;4083.697;1
12:11:04.307;4083.379;1
12:11:04.330;4083.379;1
12:11:04.355;4083.161;1
12:11:04.376;4083.161;1
12:11:04.400;4083.017;1
12:11:04.422;4083.138;1
12:11:04.445;4084.307;1
12:11:04.468;4084.307;1
12:11:04.492;4085.497;1
12:11:04.514;4085.497;1
12:11:04.537;4081.566;1
12:11:04.560;4085.386;1
12:11:04.584;4084.955;1
12:11:04.607;4082.026;1
12:11:04.630;4082.513;1
12:11:04.653;4084.358;1
12:11:04.676;4083.009;1
12:11:04.698;4083.009;1
12:11:04.721;4084.602;1
12:11:04.744;4084.31;1
12:11:04.767;4083.87;1
12:11:04.790;4083.87;1
12:11:04.813;4083.87;1
12:11:04.836;4083.795;1
12:11:04.860;4082.808;1
12:11:04.882;4082.922;1
12:11:04.905;4082.953;1
12:11:04.928;4084.211;1
12:11:04.951;4083.972;1
12:11:04.975;4083.222;1
12:11:04.999;4083.222;1
12:11:05.020;4084.202;1
12:11:05.043;4083.728;1
12:11:05.066;4085.193;1
12:11:05.091;4085.193;1
12:11:05.112;4083.087;1
12:11:05.135;4083.087;1
12:11:05.159;4082.372;1
12:11:05.183;4081.947;1
12:11:05.205;4083.214;1
12:11:05.227;4083.124;1
12:11:05.250;4083.375;1
12:11:05.273;4084.243;1
12:11:05.296;4084.243;1
12:11:05.321;4083.856;1
12:11:05.342;4083.913;1
12:11:05.365;4082.881;1
12:11:05.389;4082.881;1
12:11:05.411;4083.385;1
12:11:05.436;4083.385;1
12:11:05.458;4082.696;1
12:11:05.483;4083.366;1
12:11:05.503;4083.338;1
12:11:05.526;4083.499;1
12:11:05.550;4084.51;1
12:11:05.573;4084.567;1
12:11:05.595;4083.705;1
12:11:05.618;4083.705;1
12:11:05.641;4085.696;1
12:11:05.665;4084.162;1
12:11:05.688;4084.18;1
12:11:05.711;4082.245;1
12:11:05.735;4083.138;1
12:11:05.757;4084.487;1
12:11:05.783;4084.503;1
12:11:05.803;4083.951;1
12:11:05.826;4083.951;1
12:11:05.850;4083.898;1
12:11:05.872;4083.729;1
12:11:05.895;4083.017;1
12:11:05.918;4082.933;1
12:11:05.941;4083.208;1
12:11:05.964;4083.208;1
12:11:05.988;4083.115;1
12:11:06.009;4083.476;1
12:11:06.035;4083.219;1
12:11:06.057;4083.474;1
12:11:06.081;4084.194;1
12:11:06.101;4083.624;1
12:11:06.124;4083.624;1
12:11:06.147;4082.994;1
12:11:06.173;4082.748;1
12:11:06.193;4084.191;1
12:11:06.216;4083.022;1
12:11:06.239;4082.907;1
12:11:06.262;4083.028;1
12:11:06.286;4082.45;1
12:11:06.308;4083.149;1
12:11:06.331;4083.149;1
12:11:06.354;4083.882;1
12:11:06.377;4084.299;1
12:11:06.400;4084.22;1
12:11:06.424;4083.401;1
12:11:06.447;4083.401;1
12:11:06.470;4084.284;1
12:11:06.492;4083.5;1
12:11:06.515;4082.678;1
12:11:06.538;4082.768;1
12:11:06.563;4083.364;1
12:11:06.585;4083.233;1
12:11:06.608;4083.233;1
12:11:06.630;4083.254;1
12:11:06.656;4083.47;1
12:11:06.679;4083.259;1
12:11:06.701;4082.3;1
12:11:06.723;4082.3;1
12:11:06.746;4083.434;1
12:11:06.769;4084.196;1
12:11:06.791;4085.313;1
12:11:06.814;4084.316;1
12:11:06.837;4085.033;1
12:11:06.863;4081.513;1
12:11:06.884;4084.266;1
12:11:06.907;4084.266;1
12:11:06.929;4083.974;1
12:11:06.955;4084.261;1
12:11:06.977;4083.768;1
12:11:07.001;4082.809;1
12:11:07.021;4084.27;1
12:11:07.046;4084.27;1
12:11:07.069;4084.998;1
12:11:07.090;4083.065;1
12:11:07.113;4083.804;1
12:11:07.136;4083.282;1
12:11:07.160;4081.901;1
12:11:07.183;4083.697;1
12:11:07.205;4083.697;1
12:11:07.228;4083.974;1
12:11:07.254;4082.93;1
12:11:07.276;4083.564;1
12:11:07.297;4083.294;1
12:11:07.320;4083.204;1
12:11:07.345;4084.769;1
12:11:07.366;4084.769;1
12:11:07.392;4083.211;1
12:11:07.412;4084.625;1
12:11:07.438;4083.584;1
12:11:07.459;4083.515;1
12:11:07.483;4083.297;1
12:11:07.506;4083.297;1
12:11:07.527;4082.026;1
12:11:07.553;4082.973;1
12:11:07.575;4082.852;1
12:11:07.596;4082.921;1
12:11:07.619;4082.444;1
12:11:07.642;4084.707;1
12:11:07.665;4084.176;1
12:11:07.688;4084.176;1
12:11:07.711;4082.534;1
12:11:07.734;4082.534;1
12:11:07.757;4082.924;1
12:11:07.780;4082.409;1
12:11:07.803;4083.659;1
12:11:07.828;4083.138;1
12:11:07.851;4083.138;1
12:11:07.873;4083.051;1
12:11:07.895;4082.54;1
12:11:07.918;4083.159;1
12:11:07.941;4084.107;1
12:11:07.964;4085.552;1
12:11:07.988;4083.917;1
12:11:08.010;4083.917;1
12:11:08.033;4083.917;1
12:11:08.056;4083.234;1
12:11:08.083;4081.615;1
12:11:08.103;4081.615;1
12:11:08.126;4084.084;1
12:11:08.148;4083.298;1
12:11:08.171;4083.72;1
12:11:08.194;4083.72;1
12:11:08.217;4083.399;1
12:11:08.240;4083.101;1
12:11:08.264;4083.363;1
12:11:08.287;4083.087;1
12:11:08.309;4084.37;1
12:11:08.333;4084.37;1
12:11:08.356;4083.239;1
12:11:08.384;4084.53;1
12:11:08.402;4082.354;1
12:11:08.425;4083.951;1
12:11:08.449;4086.269;1
12:11:08.472;4083.896;1
12:11:08.494;4083.078;1
12:11:08.517;4083.078;1
12:11:08.541;4083.65;1
12:11:08.564;4081.771;1
12:11:08.587;4083.581;1
12:11:08.609;4084.405;1
12:11:08.633;4083.98;1
12:11:08.658;4084.058;1
12:11:08.679;4083.179;1
12:11:08.704;4083.179;1
12:11:08.725;4083.181;1
12:11:08.747;4083.766;1
12:11:08.772;4083.194;1
12:11:08.796;4084.017;1
12:11:08.817;4084.854;1
12:11:08.839;4084.885;1
12:11:08.864;4084.885;1
12:11:08.886;4084.753;1
12:11:08.909;4084.686;1
12:11:08.934;4084.055;1
12:11:08.956;4084.139;1
12:11:08.977;4084;1
12:11:09.002;4083.789;1
12:11:09.024;4083.789;1
12:11:09.047;4083.268;1
12:11:09.070;4083.613;1
12:11:09.093;4084.46;1
12:11:09.117;4082.985;1
12:11:09.139;4083.586;1
12:11:09.163;4083.28;1
12:11:09.184;4083.922;1
12:11:09.207;4083.922;1
12:11:09.232;4082.913;1
12:11:09.254;4082.76;1
12:11:09.276;4083.859;1
12:11:09.300;4082.817;1
12:11:09.324;4083.184;1
12:11:09.345;4082.375;1
12:11:09.369;4082.375;1
12:11:09.391;4084.677;1
12:11:09.414;4082.314;1
12:11:09.437;4085.149;1
12:11:09.460;4083.349;1
12:11:09.484;4085.288;1
12:11:09.506;4084.854;1
12:11:09.530;4084.854;1
12:11:09.552;4082.965;1
12:11:09.574;4085.155;1
12:11:09.597;4085.146;1
12:11:09.620;4084.518;1
12:11:09.644;4085.427;1
12:11:09.667;4081.522;1
12:11:09.689;4081.522;1
12:11:09.712;4084.649;1
12:11:09.735;4086.034;1
12:11:09.758;4083.769;1
12:11:09.781;4086.814;1
12:11:09.806;4084.361;1
12:11:09.828;4082.982;1
12:11:09.851;4082.982;1
12:11:09.873;4084.486;1
12:11:09.898;4083.933;1
12:11:09.922;4083.491;1
12:11:09.943;4083.456;1
12:11:09.967;4083.376;1
12:11:09.988;4083.376;1
12:11:10.011;4084.627;1
12:11:10.034;4084.429;1
12:11:10.057;4083.934;1
12:11:10.084;4082.869;1
12:11:10.103;4083.298;1
12:11:10.127;4084.455;1
12:11:10.151;4084.455;1
12:11:10.173;4084.602;1
12:11:10.195;4085.8;1
12:11:10.218;4082.112;1
12:11:10.241;4084.33;1
12:11:10.264;4083.664;1
12:11:10.287;4081.985;1
12:11:10.310;4081.985;1
12:11:10.336;4083.068;1
12:11:10.358;4084.096;1
12:11:10.383;4083.992;1
12:11:10.403;4084.821;1
12:11:10.425;4083.758;1
12:11:10.450;4083.758;1
12:11:10.473;4084.122;1
12:11:10.494;4083.508;1
12:11:10.517;4083.508;1
12:11:10.540;4083.445;1
12:11:10.563;4083.749;1
12:11:10.586;4083.749;1
12:11:10.609;4084.151;1
12:11:10.632;4084.151;1
12:11:10.655;4083.836;1
12:11:10.681;4083.633;1
12:11:10.704;4084.669;1
12:11:10.725;4084.345;1
12:11:10.749;4084.837;1
12:11:10.770;4084.419;1
12:11:10.794;4083.008;1
12:11:10.817;4083.642;1
12:11:10.839;4083.642;1
12:11:10.865;4083.812;1
12:11:10.886;4083.483;1
12:11:10.908;4083.896;1
12:11:10.934;4084.949;1
12:11:10.955;4083.925;1
12:11:10.979;4085.262;1
12:11:11.000;4085.262;1
12:11:11.023;4082.688;1
12:11:11.046;4082.789;1
12:11:11.069;4083.836;1
12:11:11.095;4084.003;1
12:11:11.115;4083.379;1
12:11:11.141;4084.182;1
12:11:11.162;4083.506;1
12:11:11.184;4083.852;1
12:11:11.208;4083.852;1
12:11:11.230;4084.463;1
12:11:11.256;4083.982;1
12:11:11.278;4083.722;1
12:11:11.300;4085.077;1
12:11:11.322;4086.544;1
12:11:11.347;4084.241;1
12:11:11.370;4084.241;1
12:11:11.393;4086.188;1
12:11:11.417;4085.337;1
12:11:11.439;4081.402;1
