TimeStamp;Температура газов за ТНД максимальная (Расчетная);0 - Bad, 1 - Good
12:10:08.647;439.445;1
12:10:08.670;439.482;1
12:10:08.693;439.482;1
12:10:08.719;439.482;1
12:10:08.739;439.457;1
12:10:08.764;439.457;1
12:10:08.790;439.47;1
12:10:08.808;439.47;1
12:10:08.831;439.47;1
12:10:08.856;439.47;1
12:10:08.878;439.47;1
12:10:08.900;439.47;1
12:10:08.924;439.482;1
12:10:08.949;439.482;1
12:10:08.970;439.482;1
12:10:08.993;439.482;1
12:10:09.017;439.482;1
12:10:09.040;439.457;1
12:10:09.062;439.457;1
12:10:09.088;439.457;1
12:10:09.109;439.457;1
12:10:09.131;439.457;1
12:10:09.155;439.457;1
12:10:09.178;439.457;1
12:10:09.199;439.457;1
12:10:09.225;439.482;1
12:10:09.246;439.532;1
12:10:09.271;439.532;1
12:10:09.293;439.532;1
12:10:09.317;439.532;1
12:10:09.340;439.57;1
12:10:09.362;439.57;1
12:10:09.386;439.57;1
12:10:09.409;439.57;1
12:10:09.431;439.57;1
12:10:09.455;439.57;1
12:10:09.476;439.57;1
12:10:09.502;439.57;1
12:10:09.522;439.545;1
12:10:09.547;439.545;1
12:10:09.571;439.545;1
12:10:09.592;439.545;1
12:10:09.614;439.545;1
12:10:09.637;439.57;1
12:10:09.663;439.545;1
12:10:09.687;439.545;1
12:10:09.707;439.545;1
12:10:09.731;439.545;1
12:10:09.753;439.545;1
12:10:09.778;439.545;1
12:10:09.800;439.57;1
12:10:09.824;439.557;1
12:10:09.846;439.545;1
12:10:09.868;439.545;1
12:10:09.890;439.545;1
12:10:09.913;439.545;1
12:10:09.937;439.545;1
12:10:09.960;439.545;1
12:10:09.984;439.532;1
12:10:10.008;439.532;1
12:10:10.031;439.532;1
12:10:10.051;439.532;1
12:10:10.074;439.532;1
12:10:10.098;439.532;1
12:10:10.123;439.52;1
12:10:10.145;439.52;1
12:10:10.167;439.52;1
12:10:10.189;439.52;1
12:10:10.212;439.482;1
12:10:10.235;439.482;1
12:10:10.260;439.482;1
12:10:10.283;439.482;1
12:10:10.303;439.482;1
12:10:10.326;439.482;1
12:10:10.349;439.482;1
12:10:10.372;439.495;1
12:10:10.395;439.495;1
12:10:10.418;439.495;1
12:10:10.441;439.495;1
12:10:10.464;439.532;1
12:10:10.487;439.532;1
12:10:10.510;439.557;1
12:10:10.533;439.582;1
12:10:10.556;439.582;1
12:10:10.580;439.582;1
12:10:10.602;439.582;1
12:10:10.628;439.582;1
12:10:10.650;439.582;1
12:10:10.671;439.582;1
12:10:10.695;439.582;1
12:10:10.719;439.582;1
12:10:10.740;439.582;1
12:10:10.763;439.582;1
12:10:10.786;439.582;1
12:10:10.810;439.582;1
12:10:10.833;439.607;1
12:10:10.855;439.607;1
12:10:10.880;439.607;1
12:10:10.901;439.607;1
12:10:10.924;439.607;1
12:10:10.947;439.607;1
12:10:10.972;439.607;1
12:10:10.994;439.607;1
12:10:11.017;439.607;1
12:10:11.039;439.607;1
12:10:11.065;439.607;1
12:10:11.088;439.607;1
12:10:11.110;439.595;1
12:10:11.131;439.595;1
12:10:11.155;439.595;1
12:10:11.179;439.595;1
12:10:11.200;439.582;1
12:10:11.226;439.582;1
12:10:11.248;439.582;1
12:10:11.270;439.582;1
12:10:11.294;439.582;1
12:10:11.317;439.582;1
12:10:11.338;439.582;1
12:10:11.361;439.582;1
12:10:11.385;439.582;1
12:10:11.407;439.545;1
12:10:11.430;439.557;1
12:10:11.453;439.557;1
12:10:11.477;439.557;1
12:10:11.499;439.557;1
12:10:11.523;439.557;1
12:10:11.545;439.557;1
12:10:11.569;439.57;1
12:10:11.592;439.57;1
12:10:11.614;439.57;1
12:10:11.640;439.557;1
12:10:11.662;439.557;1
12:10:11.684;439.557;1
12:10:11.706;439.57;1
12:10:11.729;439.57;1
12:10:11.753;439.57;1
12:10:11.775;439.57;1
12:10:11.798;439.557;1
12:10:11.822;439.557;1
12:10:11.844;439.557;1
12:10:11.869;439.57;1
12:10:11.891;439.57;1
12:10:11.914;439.57;1
12:10:11.937;439.57;1
12:10:11.959;439.57;1
12:10:11.987;439.57;1
12:10:12.007;439.57;1
12:10:12.030;439.57;1
12:10:12.052;439.57;1
12:10:12.074;439.57;1
12:10:12.097;439.57;1
12:10:12.120;439.57;1
12:10:12.143;439.57;1
12:10:12.169;439.57;1
12:10:12.189;439.57;1
12:10:12.212;439.607;1
12:10:12.235;439.62;1
12:10:12.258;439.62;1
12:10:12.284;439.62;1
12:10:12.306;439.632;1
12:10:12.329;439.632;1
12:10:12.351;439.632;1
12:10:12.375;439.632;1
12:10:12.398;439.595;1
12:10:12.422;439.595;1
12:10:12.444;439.595;1
12:10:12.466;439.595;1
12:10:12.488;439.595;1
12:10:12.511;439.595;1
12:10:12.535;439.595;1
12:10:12.558;439.595;1
12:10:12.583;439.595;1
12:10:12.604;439.595;1
12:10:12.628;439.582;1
12:10:12.650;439.582;1
12:10:12.674;439.582;1
12:10:12.695;439.582;1
12:10:12.719;439.582;1
12:10:12.741;439.582;1
12:10:12.767;439.582;1
12:10:12.789;439.657;1
12:10:12.810;439.67;1
12:10:12.834;439.67;1
12:10:12.858;439.67;1
12:10:12.884;439.67;1
12:10:12.905;439.67;1
12:10:12.925;439.67;1
12:10:12.948;439.645;1
12:10:12.971;439.645;1
12:10:12.996;439.62;1
12:10:13.020;439.62;1
12:10:13.041;439.62;1
12:10:13.065;439.62;1
12:10:13.086;439.62;1
12:10:13.112;439.62;1
12:10:13.134;439.62;1
12:10:13.156;439.62;1
12:10:13.180;439.62;1
12:10:13.202;439.62;1
12:10:13.226;439.632;1
12:10:13.249;439.632;1
12:10:13.272;439.632;1
12:10:13.295;439.632;1
12:10:13.317;439.632;1
12:10:13.339;439.632;1
12:10:13.362;439.632;1
12:10:13.386;439.62;1
12:10:13.409;439.632;1
12:10:13.431;439.632;1
12:10:13.455;439.632;1
12:10:13.479;439.632;1
12:10:13.502;439.632;1
12:10:13.525;439.607;1
12:10:13.547;439.607;1
12:10:13.569;439.62;1
12:10:13.594;439.62;1
12:10:13.617;439.62;1
12:10:13.641;439.62;1
12:10:13.661;439.62;1
12:10:13.686;439.62;1
12:10:13.707;439.607;1
12:10:13.730;439.607;1
12:10:13.754;439.607;1
12:10:13.777;439.607;1
12:10:13.799;439.607;1
12:10:13.824;439.57;1
12:10:13.845;439.57;1
12:10:13.869;439.57;1
12:10:13.893;439.57;1
12:10:13.914;439.57;1
12:10:13.938;439.57;1
12:10:13.961;439.57;1
12:10:13.984;439.57;1
12:10:14.009;439.582;1
12:10:14.031;439.57;1
12:10:14.053;439.57;1
12:10:14.075;439.57;1
12:10:14.101;439.57;1
12:10:14.122;439.595;1
12:10:14.147;439.595;1
12:10:14.167;439.595;1
12:10:14.191;439.595;1
12:10:14.215;439.595;1
12:10:14.239;439.595;1
12:10:14.261;439.595;1
12:10:14.284;439.595;1
12:10:14.305;439.607;1
12:10:14.328;439.607;1
12:10:14.352;439.607;1
12:10:14.374;439.607;1
12:10:14.397;439.607;1
12:10:14.421;439.62;1
12:10:14.446;439.645;1
12:10:14.468;439.645;1
12:10:14.491;439.645;1
12:10:14.513;439.645;1
12:10:14.535;439.645;1
12:10:14.561;439.645;1
12:10:14.584;439.645;1
12:10:14.607;439.645;1
12:10:14.630;439.645;1
12:10:14.651;439.657;1
12:10:14.675;439.657;1
12:10:14.696;439.657;1
12:10:14.722;439.67;1
12:10:14.743;439.67;1
12:10:14.766;439.67;1
12:10:14.790;439.67;1
12:10:14.811;439.657;1
12:10:14.834;439.657;1
12:10:14.857;439.657;1
12:10:14.883;439.657;1
12:10:14.904;439.657;1
12:10:14.926;439.657;1
12:10:14.949;439.657;1
12:10:14.973;439.657;1
12:10:14.995;439.657;1
12:10:15.020;439.62;1
12:10:15.043;439.607;1
12:10:15.065;439.607;1
12:10:15.087;439.607;1
12:10:15.111;439.607;1
12:10:15.135;439.607;1
12:10:15.157;439.607;1
12:10:15.181;439.582;1
12:10:15.205;439.582;1
12:10:15.226;439.595;1
12:10:15.248;439.595;1
12:10:15.272;439.595;1
12:10:15.295;439.595;1
12:10:15.319;439.57;1
12:10:15.342;439.57;1
12:10:15.365;439.57;1
12:10:15.390;439.545;1
12:10:15.411;439.545;1
12:10:15.434;439.545;1
12:10:15.457;439.545;1
12:10:15.480;439.545;1
12:10:15.504;439.545;1
12:10:15.525;439.507;1
12:10:15.547;439.507;1
12:10:15.571;439.507;1
12:10:15.593;439.507;1
12:10:15.617;439.52;1
12:10:15.639;439.532;1
12:10:15.662;439.532;1
12:10:15.687;439.532;1
12:10:15.711;439.532;1
12:10:15.732;439.532;1
12:10:15.756;439.532;1
12:10:15.779;439.507;1
12:10:15.803;439.507;1
12:10:15.826;439.47;1
12:10:15.849;439.47;1
12:10:15.869;439.47;1
12:10:15.894;439.47;1
12:10:15.916;439.445;1
12:10:15.940;439.445;1
12:10:15.963;439.445;1
12:10:15.988;439.42;1
12:10:16.009;439.42;1
12:10:16.032;439.42;1
12:10:16.055;439.42;1
12:10:16.077;439.42;1
12:10:16.100;439.42;1
12:10:16.123;439.407;1
12:10:16.146;439.407;1
12:10:16.169;439.407;1
12:10:16.192;439.407;1
12:10:16.215;439.382;1
12:10:16.238;439.382;1
12:10:16.261;439.382;1
12:10:16.285;439.382;1
12:10:16.308;439.382;1
12:10:16.331;439.382;1
12:10:16.353;439.382;1
12:10:16.376;439.382;1
12:10:16.401;439.382;1
12:10:16.425;439.332;1
12:10:16.446;439.332;1
12:10:16.470;439.332;1
12:10:16.492;439.332;1
12:10:16.514;439.32;1
12:10:16.539;439.32;1
12:10:16.561;439.32;1
12:10:16.587;439.295;1
12:10:16.607;439.295;1
12:10:16.630;439.295;1
12:10:16.653;439.295;1
12:10:16.677;439.295;1
12:10:16.699;439.295;1
12:10:16.722;439.307;1
12:10:16.744;439.307;1
12:10:16.767;439.307;1
12:10:16.790;439.307;1
12:10:16.813;439.307;1
12:10:16.836;439.27;1
12:10:16.859;439.27;1
12:10:16.883;439.27;1
12:10:16.904;439.27;1
12:10:16.927;439.27;1
12:10:16.950;439.27;1
12:10:16.973;439.245;1
12:10:16.996;439.257;1
12:10:17.019;439.257;1
12:10:17.042;439.257;1
12:10:17.065;439.257;1
12:10:17.089;439.257;1
12:10:17.111;439.245;1
12:10:17.134;439.245;1
12:10:17.157;439.22;1
12:10:17.182;439.22;1
12:10:17.205;439.22;1
12:10:17.228;439.22;1
12:10:17.249;439.22;1
12:10:17.273;439.22;1
12:10:17.296;439.22;1
12:10:17.318;439.182;1
12:10:17.342;439.182;1
12:10:17.364;439.182;1
12:10:17.387;439.182;1
12:10:17.413;439.182;1
12:10:17.435;439.12;1
12:10:17.456;439.12;1
12:10:17.481;439.12;1
12:10:17.503;439.12;1
12:10:17.525;439.12;1
12:10:17.548;439.12;1
12:10:17.571;439.107;1
12:10:17.594;439.107;1
12:10:17.617;439.07;1
12:10:17.642;439.07;1
12:10:17.664;439.07;1
12:10:17.686;439.07;1
12:10:17.709;439.057;1
12:10:17.732;439.057;1
12:10:17.755;439.044;1
12:10:17.780;439.044;1
12:10:17.801;439.044;1
12:10:17.824;439.044;1
12:10:17.847;439.044;1
12:10:17.870;439.044;1
12:10:17.894;439.044;1
12:10:17.917;439.044;1
12:10:17.940;439.044;1
12:10:17.963;439.044;1
12:10:17.988;439.044;1
12:10:18.008;438.969;1
12:10:18.031;438.957;1
12:10:18.056;438.957;1
12:10:18.079;438.957;1
12:10:18.103;438.957;1
12:10:18.123;438.957;1
12:10:18.148;438.957;1
12:10:18.169;438.944;1
12:10:18.194;438.944;1
12:10:18.216;438.932;1
12:10:18.238;438.932;1
12:10:18.264;438.932;1
12:10:18.284;438.932;1
12:10:18.307;438.932;1
12:10:18.331;438.932;1
12:10:18.354;438.932;1
12:10:18.378;438.919;1
12:10:18.401;438.919;1
12:10:18.423;438.919;1
12:10:18.445;438.919;1
12:10:18.471;438.919;1
12:10:18.492;438.919;1
12:10:18.514;438.907;1
12:10:18.540;438.907;1
12:10:18.561;438.907;1
12:10:18.585;438.907;1
12:10:18.608;438.882;1
12:10:18.629;438.844;1
12:10:18.652;438.844;1
12:10:18.675;438.844;1
12:10:18.698;438.844;1
12:10:18.722;438.844;1
12:10:18.745;438.844;1
12:10:18.767;438.807;1
12:10:18.791;438.807;1
12:10:18.815;438.807;1
12:10:18.836;438.794;1
12:10:18.862;438.794;1
12:10:18.884;438.794;1
12:10:18.908;438.769;1
12:10:18.928;438.769;1
12:10:18.953;438.769;1
12:10:18.974;438.769;1
12:10:18.998;438.744;1
12:10:19.022;438.744;1
12:10:19.043;438.744;1
12:10:19.069;438.744;1
12:10:19.089;438.707;1
12:10:19.112;438.707;1
12:10:19.138;438.707;1
12:10:19.158;438.707;1
12:10:19.184;438.707;1
12:10:19.204;438.707;1
12:10:19.227;438.707;1
12:10:19.250;438.707;1
12:10:19.275;438.707;1
12:10:19.296;438.707;1
12:10:19.322;438.707;1
12:10:19.342;438.707;1
12:10:19.368;438.694;1
12:10:19.388;438.694;1
12:10:19.412;438.694;1
12:10:19.435;438.707;1
12:10:19.459;438.707;1
12:10:19.483;438.707;1
12:10:19.506;438.719;1
12:10:19.528;438.719;1
12:10:19.550;438.719;1
12:10:19.574;438.719;1
12:10:19.595;438.719;1
12:10:19.619;438.719;1
12:10:19.641;438.719;1
12:10:19.664;438.719;1
12:10:19.689;438.719;1
12:10:19.710;438.694;1
12:10:19.733;438.694;1
12:10:19.756;438.694;1
12:10:19.781;438.694;1
12:10:19.803;438.694;1
12:10:19.825;438.682;1
12:10:19.850;438.682;1
12:10:19.871;438.682;1
12:10:19.894;438.682;1
12:10:19.917;438.682;1
12:10:19.940;438.682;1
12:10:19.963;438.682;1
12:10:19.986;438.669;1
12:10:20.010;438.669;1
12:10:20.034;438.619;1
12:10:20.056;438.619;1
12:10:20.084;438.619;1
12:10:20.104;438.594;1
12:10:20.124;438.594;1
12:10:20.149;438.594;1
12:10:20.171;438.594;1
12:10:20.193;438.594;1
12:10:20.216;438.594;1
12:10:20.242;438.594;1
12:10:20.262;438.594;1
12:10:20.288;438.594;1
12:10:20.310;438.594;1
12:10:20.331;438.582;1
12:10:20.355;438.582;1
12:10:20.379;438.582;1
12:10:20.400;438.544;1
12:10:20.423;438.532;1
12:10:20.447;438.532;1
12:10:20.469;438.532;1
12:10:20.492;438.532;1
12:10:20.515;438.532;1
12:10:20.540;438.532;1
12:10:20.562;438.532;1
12:10:20.587;438.544;1
12:10:20.607;438.544;1
12:10:20.630;438.519;1
12:10:20.653;438.519;1
12:10:20.676;438.519;1
12:10:20.699;438.519;1
12:10:20.722;438.519;1
12:10:20.745;438.519;1
12:10:20.768;438.519;1
12:10:20.791;438.519;1
12:10:20.815;438.519;1
12:10:20.839;438.519;1
12:10:20.860;438.519;1
12:10:20.886;438.519;1
12:10:20.907;438.519;1
12:10:20.930;438.519;1
12:10:20.954;438.519;1
12:10:20.977;438.519;1
12:10:20.999;438.519;1
12:10:21.022;438.544;1
12:10:21.044;438.544;1
12:10:21.068;438.544;1
12:10:21.091;438.544;1
12:10:21.113;438.544;1
12:10:21.136;438.544;1
12:10:21.159;438.544;1
12:10:21.182;438.569;1
12:10:21.206;438.582;1
12:10:21.228;438.619;1
12:10:21.251;438.619;1
12:10:21.274;438.619;1
12:10:21.300;438.619;1
12:10:21.320;438.619;1
12:10:21.345;438.619;1
12:10:21.369;438.632;1
12:10:21.390;438.632;1
12:10:21.413;438.632;1
12:10:21.435;438.632;1
12:10:21.459;438.632;1
12:10:21.483;438.632;1
12:10:21.507;438.619;1
12:10:21.528;438.619;1
12:10:21.550;438.619;1
12:10:21.573;438.619;1
12:10:21.597;438.619;1
12:10:21.621;438.607;1
12:10:21.643;438.607;1
12:10:21.665;438.607;1
12:10:21.688;438.607;1
12:10:21.712;438.607;1
12:10:21.735;438.607;1
12:10:21.757;438.644;1
12:10:21.784;438.644;1
12:10:21.803;438.644;1
12:10:21.829;438.644;1
12:10:21.850;438.694;1
12:10:21.873;438.694;1
12:10:21.896;438.694;1
12:10:21.920;438.707;1
12:10:21.942;438.707;1
12:10:21.964;438.707;1
12:10:21.988;438.719;1
12:10:22.012;438.719;1
12:10:22.034;438.719;1
12:10:22.057;438.719;1
12:10:22.083;438.719;1
12:10:22.105;438.719;1
12:10:22.126;438.732;1
12:10:22.150;438.732;1
12:10:22.172;438.732;1
12:10:22.194;438.732;1
12:10:22.217;438.732;1
12:10:22.240;438.732;1
12:10:22.263;438.732;1
12:10:22.287;438.732;1
12:10:22.309;438.732;1
12:10:22.332;438.732;1
12:10:22.355;438.732;1
12:10:22.381;438.719;1
12:10:22.404;438.719;1
12:10:22.425;438.732;1
12:10:22.447;438.719;1
12:10:22.471;438.719;1
12:10:22.495;438.719;1
12:10:22.517;438.757;1
12:10:22.540;438.757;1
12:10:22.563;438.732;1
12:10:22.587;438.732;1
12:10:22.609;438.732;1
12:10:22.632;438.732;1
12:10:22.655;438.732;1
12:10:22.678;438.732;1
12:10:22.701;438.732;1
12:10:22.724;438.732;1
12:10:22.749;438.732;1
12:10:22.770;438.732;1
12:10:22.795;438.794;1
12:10:22.816;438.794;1
