TimeStamp;Температура газов за ТНД максимальная (Расчетная);0 - Bad, 1 - Good
12:11:07.642;439.97;1
12:11:07.665;439.97;1
12:11:07.688;439.97;1
12:11:07.711;439.97;1
12:11:07.734;439.97;1
12:11:07.757;439.957;1
12:11:07.780;439.957;1
12:11:07.803;439.957;1
12:11:07.828;439.957;1
12:11:07.851;439.957;1
12:11:07.873;439.957;1
12:11:07.895;439.945;1
12:11:07.918;439.945;1
12:11:07.941;439.945;1
12:11:07.964;439.945;1
12:11:07.988;439.945;1
12:11:08.010;439.945;1
12:11:08.033;439.945;1
12:11:08.056;439.957;1
12:11:08.083;439.957;1
12:11:08.103;439.957;1
12:11:08.126;439.945;1
12:11:08.148;439.945;1
12:11:08.171;439.945;1
12:11:08.194;439.945;1
12:11:08.217;439.945;1
12:11:08.240;439.945;1
12:11:08.264;439.945;1
12:11:08.287;439.945;1
12:11:08.309;439.945;1
12:11:08.333;439.945;1
12:11:08.356;439.957;1
12:11:08.384;439.945;1
12:11:08.402;439.945;1
12:11:08.425;439.945;1
12:11:08.449;439.945;1
12:11:08.472;439.945;1
12:11:08.494;439.932;1
12:11:08.517;439.932;1
12:11:08.541;439.932;1
12:11:08.564;439.945;1
12:11:08.587;439.945;1
12:11:08.609;439.945;1
12:11:08.633;439.945;1
12:11:08.658;439.945;1
12:11:08.679;439.945;1
12:11:08.704;439.945;1
12:11:08.725;439.907;1
12:11:08.747;439.907;1
12:11:08.772;439.907;1
12:11:08.796;439.907;1
12:11:08.817;439.907;1
12:11:08.839;439.907;1
12:11:08.864;439.907;1
12:11:08.886;439.907;1
12:11:08.909;439.907;1
12:11:08.934;439.87;1
12:11:08.956;439.87;1
12:11:08.977;439.87;1
12:11:09.002;439.87;1
12:11:09.024;439.87;1
12:11:09.047;439.87;1
12:11:09.070;439.87;1
12:11:09.093;439.87;1
12:11:09.117;439.845;1
12:11:09.139;439.807;1
12:11:09.163;439.807;1
12:11:09.184;439.807;1
12:11:09.207;439.807;1
12:11:09.232;439.82;1
12:11:09.254;439.82;1
12:11:09.276;439.82;1
12:11:09.300;439.795;1
12:11:09.324;439.795;1
12:11:09.345;439.795;1
12:11:09.369;439.795;1
12:11:09.391;439.795;1
12:11:09.414;439.795;1
12:11:09.437;439.795;1
12:11:09.460;439.795;1
12:11:09.484;439.795;1
12:11:09.506;439.795;1
12:11:09.530;439.795;1
12:11:09.552;439.807;1
12:11:09.574;439.807;1
12:11:09.597;439.807;1
12:11:09.620;439.807;1
12:11:09.644;439.807;1
12:11:09.667;439.807;1
12:11:09.689;439.807;1
12:11:09.712;439.807;1
12:11:09.735;439.807;1
12:11:09.758;439.77;1
12:11:09.781;439.77;1
12:11:09.806;439.77;1
12:11:09.828;439.757;1
12:11:09.851;439.757;1
12:11:09.873;439.757;1
12:11:09.898;439.77;1
12:11:09.922;439.77;1
12:11:09.943;439.77;1
12:11:09.967;439.77;1
12:11:09.988;439.77;1
12:11:10.011;439.77;1
12:11:10.034;439.782;1
12:11:10.057;439.782;1
12:11:10.084;439.782;1
12:11:10.103;439.782;1
12:11:10.127;439.795;1
12:11:10.151;439.795;1
12:11:10.173;439.795;1
12:11:10.195;439.795;1
12:11:10.218;439.795;1
12:11:10.241;439.795;1
12:11:10.264;439.795;1
12:11:10.287;439.782;1
12:11:10.310;439.782;1
12:11:10.336;439.757;1
12:11:10.358;439.77;1
12:11:10.383;439.77;1
12:11:10.403;439.77;1
12:11:10.425;439.77;1
12:11:10.450;439.77;1
12:11:10.473;439.77;1
12:11:10.494;439.795;1
12:11:10.517;439.795;1
12:11:10.540;439.795;1
12:11:10.563;439.795;1
12:11:10.586;439.795;1
12:11:10.609;439.795;1
12:11:10.632;439.795;1
12:11:10.655;439.795;1
12:11:10.681;439.795;1
12:11:10.704;439.795;1
12:11:10.725;439.795;1
12:11:10.749;439.807;1
12:11:10.770;439.795;1
12:11:10.794;439.795;1
12:11:10.817;439.795;1
12:11:10.839;439.795;1
12:11:10.865;439.795;1
12:11:10.886;439.795;1
12:11:10.908;439.795;1
12:11:10.934;439.82;1
12:11:10.955;439.832;1
12:11:10.979;439.832;1
12:11:11.000;439.832;1
12:11:11.023;439.832;1
12:11:11.046;439.845;1
12:11:11.069;439.845;1
12:11:11.095;439.845;1
12:11:11.115;439.845;1
12:11:11.141;439.845;1
12:11:11.162;439.845;1
12:11:11.184;439.845;1
12:11:11.208;439.845;1
12:11:11.230;439.832;1
12:11:11.256;439.832;1
12:11:11.278;439.832;1
12:11:11.300;439.832;1
12:11:11.322;439.82;1
12:11:11.347;439.795;1
12:11:11.370;439.795;1
12:11:11.393;439.795;1
12:11:11.417;439.795;1
12:11:11.439;439.795;1
12:11:11.461;439.795;1
12:11:11.483;439.807;1
12:11:11.507;439.77;1
12:11:11.531;439.77;1
12:11:11.553;439.757;1
12:11:11.575;439.757;1
12:11:11.599;439.757;1
12:11:11.623;439.757;1
12:11:11.645;439.757;1
12:11:11.669;439.757;1
12:11:11.692;439.757;1
12:11:11.713;439.757;1
12:11:11.739;439.757;1
12:11:11.761;439.757;1
12:11:11.786;439.757;1
12:11:11.806;439.757;1
12:11:11.828;439.745;1
12:11:11.851;439.745;1
12:11:11.877;439.745;1
12:11:11.900;439.745;1
12:11:11.920;439.757;1
12:11:11.946;439.757;1
12:11:11.967;439.757;1
12:11:11.989;439.757;1
12:11:12.012;439.757;1
12:11:12.036;439.757;1
12:11:12.058;439.757;1
12:11:12.083;439.757;1
12:11:12.105;439.745;1
12:11:12.128;439.77;1
12:11:12.152;439.782;1
12:11:12.175;439.782;1
12:11:12.197;439.782;1
12:11:12.221;439.782;1
12:11:12.242;439.77;1
12:11:12.265;439.77;1
12:11:12.289;439.77;1
12:11:12.311;439.745;1
12:11:12.336;439.745;1
12:11:12.358;439.745;1
12:11:12.384;439.745;1
12:11:12.406;439.745;1
12:11:12.427;439.732;1
12:11:12.449;439.732;1
12:11:12.472;439.732;1
12:11:12.496;439.732;1
12:11:12.521;439.732;1
12:11:12.541;439.757;1
12:11:12.564;439.757;1
12:11:12.589;439.757;1
12:11:12.612;439.757;1
12:11:12.633;439.757;1
12:11:12.657;439.757;1
12:11:12.683;439.782;1
12:11:12.702;439.782;1
12:11:12.726;439.782;1
12:11:12.750;439.732;1
12:11:12.771;439.732;1
12:11:12.796;439.732;1
12:11:12.820;439.757;1
12:11:12.843;439.757;1
12:11:12.865;439.757;1
12:11:12.889;439.757;1
12:11:12.909;439.757;1
12:11:12.935;439.757;1
12:11:12.956;439.757;1
12:11:12.981;439.757;1
12:11:13.003;439.757;1
12:11:13.024;439.757;1
12:11:13.048;439.757;1
12:11:13.071;439.757;1
12:11:13.095;439.757;1
12:11:13.118;439.757;1
12:11:13.141;439.757;1
12:11:13.164;439.732;1
12:11:13.186;439.72;1
12:11:13.210;439.72;1
12:11:13.231;439.72;1
12:11:13.256;439.72;1
12:11:13.280;439.72;1
12:11:13.303;439.72;1
12:11:13.326;439.732;1
12:11:13.346;439.732;1
12:11:13.370;439.745;1
12:11:13.394;439.77;1
12:11:13.415;439.757;1
12:11:13.440;439.757;1
12:11:13.462;439.757;1
12:11:13.485;439.757;1
12:11:13.508;439.745;1
12:11:13.531;439.745;1
12:11:13.555;439.745;1
12:11:13.578;439.745;1
12:11:13.600;439.745;1
12:11:13.625;439.745;1
12:11:13.645;439.745;1
12:11:13.668;439.745;1
12:11:13.691;439.745;1
12:11:13.714;439.745;1
12:11:13.738;439.745;1
12:11:13.763;439.745;1
12:11:13.786;439.745;1
12:11:13.806;439.745;1
12:11:13.831;439.757;1
12:11:13.852;439.757;1
12:11:13.878;439.757;1
12:11:13.900;439.757;1
12:11:13.922;439.757;1
12:11:13.945;439.77;1
12:11:13.968;439.77;1
12:11:13.990;439.77;1
12:11:14.015;439.77;1
12:11:14.037;439.745;1
12:11:14.059;439.745;1
12:11:14.085;439.757;1
12:11:14.105;439.757;1
12:11:14.130;439.757;1
12:11:14.152;439.757;1
12:11:14.177;439.757;1
12:11:14.200;439.757;1
12:11:14.220;439.757;1
12:11:14.246;439.757;1
12:11:14.266;439.757;1
12:11:14.289;439.757;1
12:11:14.312;439.757;1
12:11:14.335;439.757;1
12:11:14.361;439.757;1
12:11:14.382;439.757;1
12:11:14.407;439.757;1
12:11:14.427;439.77;1
12:11:14.451;439.77;1
12:11:14.475;439.77;1
12:11:14.498;439.795;1
12:11:14.522;439.795;1
12:11:14.544;439.795;1
12:11:14.566;439.795;1
12:11:14.588;439.795;1
12:11:14.611;439.795;1
12:11:14.634;439.782;1
12:11:14.660;439.782;1
12:11:14.683;439.757;1
12:11:14.703;439.757;1
12:11:14.726;439.757;1
12:11:14.749;439.757;1
12:11:14.774;439.757;1
12:11:14.795;439.757;1
12:11:14.818;439.77;1
12:11:14.841;439.77;1
12:11:14.864;439.77;1
12:11:14.887;439.77;1
12:11:14.910;439.77;1
12:11:14.933;439.77;1
12:11:14.956;439.782;1
12:11:14.982;439.782;1
12:11:15.003;439.782;1
12:11:15.025;439.782;1
12:11:15.049;439.757;1
12:11:15.071;439.77;1
12:11:15.096;439.77;1
12:11:15.118;439.77;1
12:11:15.143;439.77;1
12:11:15.165;439.77;1
12:11:15.188;439.77;1
12:11:15.210;439.77;1
12:11:15.234;439.782;1
12:11:15.258;439.782;1
12:11:15.282;439.782;1
12:11:15.305;439.782;1
12:11:15.327;439.782;1
12:11:15.348;439.782;1
12:11:15.371;439.782;1
12:11:15.395;439.782;1
12:11:15.417;439.782;1
12:11:15.440;439.782;1
12:11:15.463;439.782;1
12:11:15.486;439.782;1
12:11:15.509;439.782;1
12:11:15.532;439.795;1
12:11:15.555;439.795;1
12:11:15.578;439.795;1
12:11:15.601;439.795;1
12:11:15.624;439.757;1
12:11:15.647;439.757;1
12:11:15.671;439.795;1
12:11:15.693;439.795;1
12:11:15.716;439.795;1
12:11:15.739;439.795;1
12:11:15.765;439.795;1
12:11:15.787;439.795;1
12:11:15.809;439.807;1
12:11:15.831;439.807;1
12:11:15.855;439.807;1
12:11:15.880;439.807;1
12:11:15.900;439.82;1
12:11:15.924;439.82;1
12:11:15.947;439.82;1
12:11:15.971;439.82;1
12:11:15.992;439.82;1
12:11:16.016;439.82;1
12:11:16.039;439.82;1
12:11:16.061;439.82;1
12:11:16.084;439.82;1
12:11:16.110;439.82;1
12:11:16.130;439.82;1
12:11:16.152;439.82;1
12:11:16.175;439.82;1
12:11:16.198;439.82;1
12:11:16.223;439.82;1
12:11:16.244;439.82;1
12:11:16.267;439.832;1
12:11:16.290;439.832;1
12:11:16.314;439.832;1
12:11:16.339;439.757;1
12:11:16.360;439.757;1
12:11:16.386;439.757;1
12:11:16.406;439.782;1
12:11:16.428;439.782;1
12:11:16.452;439.782;1
12:11:16.476;439.795;1
12:11:16.497;439.795;1
12:11:16.521;439.795;1
12:11:16.546;439.795;1
12:11:16.569;439.795;1
12:11:16.590;439.795;1
12:11:16.612;439.795;1
12:11:16.635;439.77;1
12:11:16.660;439.77;1
12:11:16.683;439.77;1
12:11:16.704;439.77;1
12:11:16.729;439.77;1
12:11:16.751;439.77;1
12:11:16.775;439.77;1
12:11:16.798;439.77;1
12:11:16.821;439.77;1
12:11:16.843;439.77;1
12:11:16.866;439.757;1
12:11:16.888;439.757;1
12:11:16.912;439.757;1
12:11:16.935;439.757;1
12:11:16.958;439.757;1
12:11:16.982;439.757;1
12:11:17.005;439.782;1
12:11:17.027;439.782;1
12:11:17.050;439.782;1
12:11:17.073;439.807;1
12:11:17.098;439.832;1
12:11:17.120;439.832;1
12:11:17.143;439.832;1
12:11:17.164;439.832;1
12:11:17.190;439.832;1
12:11:17.211;439.832;1
12:11:17.234;439.832;1
12:11:17.257;439.832;1
12:11:17.281;439.832;1
12:11:17.302;439.832;1
12:11:17.325;439.832;1
12:11:17.349;439.82;1
12:11:17.371;439.82;1
12:11:17.396;439.82;1
12:11:17.418;439.82;1
12:11:17.441;439.82;1
12:11:17.463;439.82;1
12:11:17.486;439.807;1
12:11:17.509;439.82;1
12:11:17.532;439.82;1
12:11:17.555;439.82;1
12:11:17.580;439.82;1
12:11:17.601;439.807;1
12:11:17.624;439.807;1
12:11:17.647;439.82;1
12:11:17.672;439.807;1
12:11:17.693;439.807;1
12:11:17.716;439.807;1
12:11:17.739;439.807;1
12:11:17.762;439.807;1
12:11:17.786;439.807;1
12:11:17.808;439.82;1
12:11:17.831;439.82;1
12:11:17.855;439.82;1
12:11:17.879;439.82;1
12:11:17.901;439.82;1
12:11:17.925;439.807;1
12:11:17.948;439.807;1
12:11:17.970;439.807;1
12:11:17.993;439.807;1
12:11:18.017;439.807;1
12:11:18.039;439.807;1
12:11:18.062;439.832;1
12:11:18.084;439.845;1
12:11:18.107;439.845;1
12:11:18.132;439.845;1
12:11:18.154;439.845;1
12:11:18.179;439.845;1
12:11:18.200;439.845;1
12:11:18.223;439.87;1
12:11:18.246;439.87;1
12:11:18.268;439.87;1
12:11:18.294;439.845;1
12:11:18.314;439.845;1
12:11:18.340;439.845;1
12:11:18.361;439.845;1
12:11:18.386;439.845;1
12:11:18.408;439.845;1
12:11:18.430;439.845;1
12:11:18.454;439.845;1
12:11:18.475;439.845;1
12:11:18.498;439.845;1
12:11:18.521;439.87;1
12:11:18.546;439.87;1
12:11:18.569;439.87;1
12:11:18.591;439.87;1
12:11:18.615;439.87;1
12:11:18.638;439.87;1
12:11:18.659;439.87;1
12:11:18.684;439.895;1
12:11:18.707;439.895;1
12:11:18.728;439.882;1
12:11:18.752;439.882;1
12:11:18.777;439.882;1
12:11:18.800;439.882;1
12:11:18.820;439.895;1
12:11:18.844;439.895;1
12:11:18.867;439.882;1
12:11:18.889;439.882;1
12:11:18.913;439.882;1
12:11:18.936;439.882;1
12:11:18.961;439.882;1
12:11:18.986;439.882;1
12:11:19.005;439.895;1
12:11:19.028;439.895;1
12:11:19.050;439.895;1
12:11:19.075;439.895;1
12:11:19.099;439.895;1
12:11:19.122;439.895;1
12:11:19.143;439.907;1
12:11:19.165;439.907;1
12:11:19.188;439.907;1
12:11:19.212;439.907;1
12:11:19.235;439.907;1
12:11:19.258;439.932;1
12:11:19.286;439.932;1
12:11:19.304;439.932;1
12:11:19.328;439.932;1
12:11:19.349;439.945;1
12:11:19.373;439.945;1
12:11:19.395;439.945;1
12:11:19.418;439.932;1
12:11:19.443;439.932;1
12:11:19.467;439.97;1
12:11:19.487;439.97;1
12:11:19.511;439.97;1
12:11:19.534;439.97;1
12:11:19.557;439.97;1
12:11:19.581;439.97;1
12:11:19.603;440.007;1
12:11:19.626;440.007;1
12:11:19.650;440.007;1
12:11:19.673;440.007;1
12:11:19.696;440.007;1
12:11:19.720;440.007;1
12:11:19.742;440.007;1
12:11:19.764;439.995;1
12:11:19.788;439.995;1
12:11:19.809;439.995;1
12:11:19.834;439.995;1
12:11:19.855;439.995;1
12:11:19.882;439.97;1
12:11:19.902;439.97;1
12:11:19.925;439.97;1
12:11:19.947;439.982;1
12:11:19.971;439.982;1
12:11:19.995;439.982;1
12:11:20.017;439.957;1
12:11:20.040;439.957;1
12:11:20.063;439.957;1
12:11:20.086;439.92;1
12:11:20.109;439.92;1
12:11:20.133;439.92;1
12:11:20.156;439.92;1
12:11:20.178;439.92;1
12:11:20.202;439.92;1
12:11:20.226;439.92;1
12:11:20.247;439.92;1
12:11:20.270;439.92;1
12:11:20.294;439.92;1
12:11:20.315;439.92;1
12:11:20.339;439.92;1
12:11:20.363;439.932;1
12:11:20.388;439.932;1
12:11:20.407;439.932;1
12:11:20.430;439.932;1
12:11:20.455;439.932;1
12:11:20.479;439.895;1
12:11:20.502;439.895;1
12:11:20.523;439.895;1
12:11:20.545;439.857;1
12:11:20.568;439.857;1
12:11:20.592;439.857;1
12:11:20.614;439.87;1
12:11:20.638;439.87;1
12:11:20.661;439.87;1
12:11:20.686;439.895;1
12:11:20.707;439.907;1
12:11:20.730;439.907;1
12:11:20.752;439.907;1
12:11:20.776;439.907;1
12:11:20.798;439.907;1
12:11:20.821;439.907;1
12:11:20.844;439.907;1
12:11:20.867;439.907;1
12:11:20.890;439.907;1
12:11:20.915;439.907;1
12:11:20.938;439.87;1
12:11:20.960;439.87;1
12:11:20.986;439.87;1
12:11:21.007;439.87;1
12:11:21.029;439.87;1
12:11:21.052;439.87;1
12:11:21.075;439.857;1
12:11:21.099;439.845;1
12:11:21.122;439.845;1
12:11:21.145;439.82;1
12:11:21.167;439.82;1
12:11:21.190;439.807;1
12:11:21.212;439.807;1
12:11:21.237;439.807;1
12:11:21.259;439.795;1
12:11:21.282;439.807;1
12:11:21.305;439.807;1
12:11:21.327;439.807;1
12:11:21.351;439.807;1
12:11:21.374;439.795;1
12:11:21.396;439.795;1
12:11:21.419;439.795;1
12:11:21.444;439.795;1
12:11:21.467;439.795;1
12:11:21.490;439.795;1
12:11:21.512;439.795;1
12:11:21.534;439.795;1
12:11:21.560;439.795;1
12:11:21.583;439.795;1
12:11:21.603;439.795;1
12:11:21.626;439.795;1
12:11:21.651;439.795;1
12:11:21.675;439.782;1
12:11:21.698;439.795;1
12:11:21.720;439.795;1
12:11:21.745;439.745;1
12:11:21.767;439.745;1
12:11:21.788;439.745;1
12:11:21.813;439.745;1
12:11:21.834;439.77;1
12:11:21.859;439.77;1
12:11:21.884;439.87;1
12:11:21.903;439.87;1
12:11:21.929;439.87;1
12:11:21.949;439.87;1
12:11:21.974;439.87;1
12:11:21.998;439.87;1
12:11:22.018;439.857;1
12:11:22.044;439.857;1
12:11:22.065;439.857;1
12:11:22.087;439.857;1
12:11:22.112;439.857;1
12:11:22.135;439.832;1
12:11:22.157;439.832;1
12:11:22.182;439.832;1
12:11:22.205;439.832;1
12:11:22.225;439.832;1
12:11:22.248;439.832;1
12:11:22.273;439.807;1
12:11:22.294;439.795;1
12:11:22.317;439.795;1
12:11:22.341;439.82;1
12:11:22.363;439.82;1
12:11:22.387;439.82;1
12:11:22.409;439.832;1
12:11:22.432;439.832;1
12:11:22.455;439.832;1
12:11:22.478;439.832;1
12:11:22.501;439.832;1
12:11:22.524;439.832;1
12:11:22.547;439.832;1
12:11:22.571;439.832;1
12:11:22.593;439.832;1
12:11:22.616;439.82;1
12:11:22.639;439.82;1
12:11:22.661;439.82;1
12:11:22.684;439.82;1
12:11:22.709;439.82;1
12:11:22.730;439.82;1
12:11:22.754;439.82;1
12:11:22.779;439.82;1
12:11:22.802;439.82;1
12:11:22.822;439.82;1
12:11:22.846;439.857;1
12:11:22.868;439.87;1
12:11:22.891;439.87;1
12:11:22.914;439.87;1
12:11:22.937;439.895;1
12:11:22.962;439.895;1
12:11:22.985;439.895;1
12:11:23.007;439.92;1
12:11:23.030;439.92;1
12:11:23.052;439.92;1
12:11:23.077;439.932;1
12:11:23.098;439.932;1
12:11:23.122;439.932;1
12:11:23.145;439.932;1
12:11:23.169;439.932;1
12:11:23.190;439.932;1
12:11:23.215;439.92;1
12:11:23.237;439.92;1
12:11:23.259;439.92;1
12:11:23.284;439.92;1
12:11:23.307;439.92;1
12:11:23.328;439.907;1
12:11:23.352;439.907;1
12:11:23.374;439.907;1
12:11:23.400;439.907;1
12:11:23.423;439.907;1
12:11:23.447;439.907;1
12:11:23.467;439.907;1
12:11:23.489;439.907;1
12:11:23.513;439.907;1
12:11:23.535;439.907;1
12:11:23.559;439.907;1
12:11:23.584;439.907;1
12:11:23.605;439.907;1
12:11:23.629;439.882;1
12:11:23.651;439.882;1
12:11:23.674;439.845;1
12:11:23.699;439.845;1
12:11:23.719;439.845;1
12:11:23.743;439.845;1
12:11:23.765;439.845;1
12:11:23.789;439.845;1
12:11:23.813;439.87;1
12:11:23.837;439.87;1
12:11:23.860;439.87;1
12:11:23.885;439.87;1
12:11:23.906;439.87;1
12:11:23.926;439.87;1
12:11:23.950;439.857;1
12:11:23.973;439.857;1
12:11:23.995;439.857;1
12:11:24.019;439.857;1
12:11:24.041;439.857;1
12:11:24.067;439.857;1
12:11:24.087;439.857;1
12:11:24.110;439.857;1
12:11:24.133;439.832;1
12:11:24.159;439.832;1
12:11:24.182;439.832;1
12:11:24.203;439.82;1
12:11:24.227;439.82;1
12:11:24.249;439.82;1
12:11:24.271;439.845;1
12:11:24.294;439.832;1
12:11:24.319;439.832;1
12:11:24.342;439.832;1
12:11:24.364;439.832;1
12:11:24.388;439.832;1
12:11:24.409;439.832;1
12:11:24.433;439.82;1
12:11:24.455;439.82;1
12:11:24.481;439.82;1
12:11:24.501;439.82;1
12:11:24.525;439.82;1
12:11:24.547;439.82;1
12:11:24.570;439.82;1
12:11:24.594;439.82;1
12:11:24.616;439.82;1
12:11:24.642;439.82;1
12:11:24.662;439.82;1
12:11:24.690;439.832;1
12:11:24.709;439.832;1
12:11:24.731;439.845;1
12:11:24.756;439.845;1
12:11:24.778;439.845;1
12:11:24.800;439.845;1
12:11:24.824;439.845;1
12:11:24.846;439.845;1
12:11:24.869;439.845;1
12:11:24.892;439.845;1
12:11:24.915;439.845;1
12:11:24.938;439.845;1
12:11:24.962;439.845;1
12:11:24.986;439.845;1
12:11:25.009;439.845;1
12:11:25.031;439.845;1
12:11:25.054;439.845;1
12:11:25.076;439.845;1
12:11:25.100;439.845;1
12:11:25.122;439.845;1
12:11:25.145;439.857;1
12:11:25.168;439.857;1
12:11:25.191;439.857;1
12:11:25.214;439.857;1
12:11:25.237;439.857;1
12:11:25.260;439.845;1
12:11:25.284;439.832;1
12:11:25.306;439.832;1
12:11:25.329;439.82;1
12:11:25.352;439.82;1
12:11:25.375;439.82;1
12:11:25.399;439.82;1
12:11:25.421;439.82;1
12:11:25.444;439.82;1
12:11:25.467;439.87;1
12:11:25.490;439.87;1
12:11:25.513;439.87;1
12:11:25.538;439.87;1
12:11:25.560;439.87;1
12:11:25.586;439.87;1
12:11:25.608;439.845;1
12:11:25.629;439.845;1
12:11:25.653;439.845;1
12:11:25.676;439.845;1
12:11:25.700;439.845;1
12:11:25.723;439.832;1
12:11:25.745;439.832;1
12:11:25.769;439.832;1
12:11:25.789;439.832;1
12:11:25.813;439.832;1
12:11:25.837;439.832;1
12:11:25.860;439.857;1
12:11:25.883;439.845;1
12:11:25.907;439.845;1
12:11:25.928;439.845;1
12:11:25.950;439.857;1
12:11:25.975;439.857;1
12:11:25.997;439.857;1
12:11:26.019;439.857;1
12:11:26.042;439.857;1
12:11:26.065;439.82;1
12:11:26.089;439.82;1
12:11:26.111;439.82;1
12:11:26.134;439.82;1
12:11:26.157;439.82;1
12:11:26.182;439.82;1
12:11:26.205;439.82;1
12:11:26.226;439.807;1
12:11:26.250;439.807;1
12:11:26.273;439.807;1
12:11:26.295;439.807;1
12:11:26.318;439.807;1
12:11:26.341;439.807;1
12:11:26.364;439.807;1
12:11:26.387;439.807;1
12:11:26.410;439.807;1
12:11:26.433;439.795;1
12:11:26.456;439.807;1
12:11:26.482;439.807;1
12:11:26.505;439.807;1
12:11:26.528;439.807;1
12:11:26.549;439.832;1
12:11:26.572;439.832;1
12:11:26.596;439.832;1
12:11:26.618;439.832;1
12:11:26.642;439.832;1
12:11:26.665;439.832;1
12:11:26.690;439.82;1
12:11:26.709;439.82;1
12:11:26.734;439.82;1
12:11:26.755;439.82;1
12:11:26.781;439.82;1
12:11:26.804;439.832;1
12:11:26.827;439.832;1
12:11:26.849;439.832;1
12:11:26.870;439.832;1
12:11:26.894;439.832;1
12:11:26.916;439.845;1
12:11:26.939;439.845;1
12:11:26.962;439.845;1
12:11:26.986;439.845;1
12:11:27.008;439.845;1
12:11:27.031;439.845;1
12:11:27.054;439.845;1
12:11:27.077;439.882;1
12:11:27.100;439.882;1
12:11:27.123;439.845;1
12:11:27.146;439.845;1
12:11:27.169;439.845;1
12:11:27.192;439.857;1
12:11:27.215;439.857;1
12:11:27.240;439.857;1
12:11:27.263;439.82;1
12:11:27.284;439.82;1
12:11:27.310;439.82;1
12:11:27.330;439.82;1
12:11:27.354;439.82;1
12:11:27.376;439.82;1
12:11:27.399;439.832;1
12:11:27.423;439.832;1
12:11:27.447;439.832;1
12:11:27.468;439.832;1
12:11:27.493;439.832;1
12:11:27.516;439.832;1
12:11:27.538;439.845;1
12:11:27.560;439.845;1
12:11:27.587;439.845;1
12:11:27.608;439.845;1
12:11:27.629;439.845;1
12:11:27.654;439.845;1
12:11:27.677;439.845;1
12:11:27.700;439.845;1
12:11:27.724;439.807;1
12:11:27.745;439.807;1
12:11:27.767;439.807;1
12:11:27.790;439.807;1
12:11:27.814;439.832;1
12:11:27.838;439.832;1
12:11:27.859;439.832;1
12:11:27.888;439.857;1
12:11:27.906;439.857;1
12:11:27.928;439.857;1
12:11:27.951;439.857;1
12:11:27.974;439.857;1
12:11:28.000;439.857;1
12:11:28.022;439.857;1
12:11:28.045;439.857;1
12:11:28.066;439.857;1
12:11:28.089;439.857;1
12:11:28.113;439.857;1
12:11:28.137;439.857;1
12:11:28.160;439.857;1
12:11:28.187;439.857;1
12:11:28.205;439.857;1
12:11:28.228;439.857;1
12:11:28.251;439.857;1
12:11:28.274;439.857;1
12:11:28.297;439.857;1
12:11:28.320;439.857;1
12:11:28.343;439.857;1
12:11:28.366;439.857;1
12:11:28.390;439.857;1
12:11:28.412;439.857;1
12:11:28.435;439.87;1
12:11:28.458;439.87;1
12:11:28.483;439.87;1
12:11:28.504;439.857;1
12:11:28.528;439.857;1
12:11:28.551;439.857;1
12:11:28.573;439.857;1
12:11:28.597;439.857;1
12:11:28.619;439.87;1
12:11:28.642;439.87;1
12:11:28.665;439.87;1
12:11:28.688;439.87;1
12:11:28.713;439.882;1
12:11:28.735;439.882;1
12:11:28.757;439.882;1
12:11:28.785;439.882;1
12:11:28.803;439.882;1
12:11:28.826;439.882;1
12:11:28.849;439.882;1
12:11:28.874;439.857;1
12:11:28.897;439.857;1
12:11:28.920;439.857;1
12:11:28.942;439.857;1
12:11:28.964;439.857;1
12:11:28.988;439.82;1
12:11:29.011;439.82;1
12:11:29.035;439.82;1
12:11:29.056;439.832;1
12:11:29.083;439.832;1
12:11:29.103;439.832;1
12:11:29.128;439.832;1
12:11:29.149;439.832;1
12:11:29.171;439.832;1
12:11:29.195;439.832;1
12:11:29.217;439.832;1
12:11:29.241;439.832;1
12:11:29.264;439.832;1
12:11:29.287;439.832;1
12:11:29.309;439.832;1
12:11:29.331;439.832;1
12:11:29.356;439.832;1
12:11:29.377;439.832;1
12:11:29.401;439.832;1
12:11:29.423;439.832;1
12:11:29.447;439.832;1
12:11:29.471;439.807;1
12:11:29.494;439.832;1
12:11:29.515;439.832;1
12:11:29.538;439.845;1
12:11:29.563;439.845;1
12:11:29.587;439.845;1
12:11:29.609;439.857;1
12:11:29.631;439.857;1
12:11:29.653;439.895;1
12:11:29.677;439.895;1
12:11:29.699;439.895;1
12:11:29.722;439.895;1
12:11:29.746;439.895;1
12:11:29.769;439.895;1
12:11:29.791;439.895;1
12:11:29.816;439.882;1
12:11:29.838;439.882;1
12:11:29.860;439.882;1
12:11:29.885;439.882;1
12:11:29.908;439.882;1
12:11:29.929;439.882;1
12:11:29.955;439.882;1
12:11:29.976;439.882;1
12:11:30.001;439.882;1
12:11:30.024;439.882;1
12:11:30.044;439.882;1
12:11:30.067;439.895;1
12:11:30.090;439.92;1
12:11:30.114;439.92;1
12:11:30.137;439.87;1
12:11:30.160;439.87;1
12:11:30.184;439.87;1
12:11:30.205;439.857;1
12:11:30.228;439.857;1
12:11:30.254;439.87;1
12:11:30.276;439.87;1
12:11:30.301;439.87;1
12:11:30.322;439.87;1
12:11:30.343;439.87;1
12:11:30.366;439.87;1
12:11:30.391;439.87;1
12:11:30.414;439.895;1
12:11:30.438;439.895;1
12:11:30.460;439.895;1
12:11:30.485;439.895;1
12:11:30.505;439.895;1
12:11:30.528;439.92;1
12:11:30.551;439.92;1
