TimeStamp;Положение дозатора газа 8402 (или ДУС-6,5 МП) ( поз. А ДГ);0 - Bad, 1 - Good
12:11:07.711;32.363;1
12:11:07.734;32.363;1
12:11:07.757;32.36;1
12:11:07.780;32.351;1
12:11:07.803;32.351;1
12:11:07.828;32.351;1
12:11:07.851;32.354;1
12:11:07.873;32.301;1
12:11:07.895;32.298;1
12:11:07.918;32.311;1
12:11:07.941;32.428;1
12:11:07.964;32.428;1
12:11:07.988;32.428;1
12:11:08.010;32.357;1
12:11:08.033;32.357;1
12:11:08.056;32.363;1
12:11:08.083;32.329;1
12:11:08.103;32.329;1
12:11:08.126;32.329;1
12:11:08.148;32.351;1
12:11:08.171;32.351;1
12:11:08.194;32.372;1
12:11:08.217;32.351;1
12:11:08.240;32.311;1
12:11:08.264;32.311;1
12:11:08.287;32.342;1
12:11:08.309;32.342;1
12:11:08.333;32.36;1
12:11:08.356;32.36;1
12:11:08.384;32.36;1
12:11:08.402;32.36;1
12:11:08.425;32.366;1
12:11:08.449;32.372;1
12:11:08.472;32.351;1
12:11:08.494;32.351;1
12:11:08.517;32.342;1
12:11:08.541;32.342;1
12:11:08.564;32.354;1
12:11:08.587;32.357;1
12:11:08.609;32.366;1
12:11:08.633;32.314;1
12:11:08.658;32.314;1
12:11:08.679;32.314;1
12:11:08.704;32.366;1
12:11:08.725;32.363;1
12:11:08.747;32.369;1
12:11:08.772;32.351;1
12:11:08.796;32.351;1
12:11:08.817;32.366;1
12:11:08.839;32.366;1
12:11:08.864;32.369;1
12:11:08.886;32.36;1
12:11:08.909;32.357;1
12:11:08.934;32.357;1
12:11:08.956;32.354;1
12:11:08.977;32.342;1
12:11:09.002;32.342;1
12:11:09.024;32.372;1
12:11:09.047;32.357;1
12:11:09.070;32.335;1
12:11:09.093;32.335;1
12:11:09.117;32.369;1
12:11:09.139;32.36;1
12:11:09.163;32.369;1
12:11:09.184;32.369;1
12:11:09.207;32.36;1
12:11:09.232;32.36;1
12:11:09.254;32.376;1
12:11:09.276;32.338;1
12:11:09.300;32.36;1
12:11:09.324;32.305;1
12:11:09.345;32.305;1
12:11:09.369;32.305;1
12:11:09.391;32.372;1
12:11:09.414;32.363;1
12:11:09.437;32.376;1
12:11:09.460;32.372;1
12:11:09.484;32.372;1
12:11:09.506;32.372;1
12:11:09.530;32.323;1
12:11:09.552;32.36;1
12:11:09.574;32.369;1
12:11:09.597;32.335;1
12:11:09.620;32.335;1
12:11:09.644;32.338;1
12:11:09.667;32.338;1
12:11:09.689;32.36;1
12:11:09.712;32.308;1
12:11:09.735;32.271;1
12:11:09.758;32.271;1
12:11:09.781;32.292;1
12:11:09.806;32.372;1
12:11:09.828;32.372;1
12:11:09.851;32.338;1
12:11:09.873;32.338;1
12:11:09.898;32.332;1
12:11:09.922;32.332;1
12:11:09.943;32.351;1
12:11:09.967;32.351;1
12:11:09.988;32.351;1
12:11:10.011;32.357;1
12:11:10.034;32.314;1
12:11:10.057;32.314;1
12:11:10.084;32.338;1
12:11:10.103;32.36;1
12:11:10.127;32.36;1
12:11:10.151;32.363;1
12:11:10.173;32.338;1
12:11:10.195;32.338;1
12:11:10.218;32.338;1
12:11:10.241;32.351;1
12:11:10.264;32.379;1
12:11:10.287;32.379;1
12:11:10.310;32.335;1
12:11:10.336;32.335;1
12:11:10.358;32.369;1
12:11:10.383;32.369;1
12:11:10.403;32.366;1
12:11:10.425;32.366;1
12:11:10.450;32.354;1
12:11:10.473;32.354;1
12:11:10.494;32.36;1
12:11:10.517;32.36;1
12:11:10.540;32.36;1
12:11:10.563;32.32;1
12:11:10.586;32.32;1
12:11:10.609;32.32;1
12:11:10.632;32.32;1
12:11:10.655;32.323;1
12:11:10.681;32.369;1
12:11:10.704;32.354;1
12:11:10.725;32.36;1
12:11:10.749;32.36;1
12:11:10.770;32.363;1
12:11:10.794;32.351;1
12:11:10.817;32.351;1
12:11:10.839;32.351;1
12:11:10.865;32.372;1
12:11:10.886;32.372;1
12:11:10.908;32.342;1
12:11:10.934;32.357;1
12:11:10.955;32.351;1
12:11:10.979;32.351;1
12:11:11.000;32.351;1
12:11:11.023;32.351;1
12:11:11.046;32.357;1
12:11:11.069;32.332;1
12:11:11.095;32.363;1
12:11:11.115;32.382;1
12:11:11.141;32.382;1
12:11:11.162;32.354;1
12:11:11.184;32.354;1
12:11:11.208;32.351;1
12:11:11.230;32.363;1
12:11:11.256;32.36;1
12:11:11.278;32.332;1
12:11:11.300;32.332;1
12:11:11.322;32.357;1
12:11:11.347;32.357;1
12:11:11.370;32.335;1
12:11:11.393;32.354;1
12:11:11.417;32.366;1
12:11:11.439;32.366;1
12:11:11.461;32.36;1
12:11:11.483;32.351;1
12:11:11.507;32.351;1
12:11:11.531;32.369;1
12:11:11.553;32.372;1
12:11:11.575;32.372;1
12:11:11.599;32.366;1
12:11:11.623;32.366;1
12:11:11.645;32.351;1
12:11:11.669;32.357;1
12:11:11.692;32.335;1
12:11:11.713;32.335;1
12:11:11.739;32.335;1
12:11:11.761;32.363;1
12:11:11.786;32.363;1
12:11:11.806;32.357;1
12:11:11.828;32.351;1
12:11:11.851;32.329;1
12:11:11.877;32.329;1
12:11:11.900;32.332;1
12:11:11.920;32.342;1
12:11:11.946;32.366;1
12:11:11.967;32.366;1
12:11:11.989;32.357;1
12:11:12.012;32.357;1
12:11:12.036;32.329;1
12:11:12.058;32.357;1
12:11:12.083;32.357;1
12:11:12.105;32.338;1
12:11:12.128;32.366;1
12:11:12.152;32.366;1
12:11:12.175;32.372;1
12:11:12.197;32.372;1
12:11:12.221;32.379;1
12:11:12.242;32.366;1
12:11:12.265;32.357;1
12:11:12.289;32.357;1
12:11:12.311;32.372;1
12:11:12.336;32.372;1
12:11:12.358;32.357;1
12:11:12.384;32.335;1
12:11:12.406;32.372;1
12:11:12.427;32.372;1
12:11:12.449;32.351;1
12:11:12.472;32.348;1
12:11:12.496;32.348;1
12:11:12.521;32.357;1
12:11:12.541;32.338;1
12:11:12.564;32.338;1
12:11:12.589;32.32;1
12:11:12.612;32.332;1
12:11:12.633;32.382;1
12:11:12.657;32.366;1
12:11:12.683;32.366;1
12:11:12.702;32.366;1
12:11:12.726;32.354;1
12:11:12.750;32.329;1
12:11:12.771;32.376;1
12:11:12.796;32.379;1
12:11:12.820;32.379;1
12:11:12.843;32.379;1
12:11:12.865;32.308;1
12:11:12.889;32.357;1
12:11:12.909;32.391;1
12:11:12.935;32.332;1
12:11:12.956;32.332;1
12:11:12.981;32.332;1
12:11:13.003;32.332;1
12:11:13.024;32.372;1
12:11:13.048;32.372;1
12:11:13.071;32.332;1
12:11:13.095;32.332;1
12:11:13.118;32.332;1
12:11:13.141;32.338;1
12:11:13.164;32.335;1
12:11:13.186;32.354;1
12:11:13.210;32.311;1
12:11:13.231;32.357;1
12:11:13.256;32.357;1
12:11:13.280;32.357;1
12:11:13.303;32.372;1
12:11:13.326;32.332;1
12:11:13.346;32.354;1
12:11:13.370;32.394;1
12:11:13.394;32.394;1
12:11:13.415;32.332;1
12:11:13.440;32.332;1
12:11:13.462;32.342;1
12:11:13.485;32.354;1
12:11:13.508;32.366;1
12:11:13.531;32.366;1
12:11:13.555;32.357;1
12:11:13.578;32.372;1
12:11:13.600;32.372;1
12:11:13.625;32.354;1
12:11:13.645;32.348;1
12:11:13.668;32.348;1
12:11:13.691;32.354;1
12:11:13.714;32.338;1
12:11:13.738;32.354;1
12:11:13.763;32.354;1
12:11:13.786;32.372;1
12:11:13.806;32.372;1
12:11:13.831;32.335;1
12:11:13.852;32.329;1
12:11:13.878;32.369;1
12:11:13.900;32.369;1
12:11:13.922;32.369;1
12:11:13.945;32.369;1
12:11:13.968;32.36;1
12:11:13.990;32.329;1
12:11:14.015;32.305;1
12:11:14.037;32.36;1
12:11:14.059;32.36;1
12:11:14.085;32.354;1
12:11:14.105;32.354;1
12:11:14.130;32.351;1
12:11:14.152;32.314;1
12:11:14.177;32.354;1
12:11:14.200;32.354;1
12:11:14.220;32.345;1
12:11:14.246;32.354;1
12:11:14.266;32.329;1
12:11:14.289;32.329;1
12:11:14.312;32.338;1
12:11:14.335;32.376;1
12:11:14.361;32.376;1
12:11:14.382;32.338;1
12:11:14.407;32.354;1
12:11:14.427;32.354;1
12:11:14.451;32.329;1
12:11:14.475;32.366;1
12:11:14.498;32.366;1
12:11:14.522;32.357;1
12:11:14.544;32.376;1
12:11:14.566;32.376;1
12:11:14.588;32.369;1
12:11:14.611;32.379;1
12:11:14.634;32.379;1
12:11:14.660;32.369;1
12:11:14.683;32.366;1
12:11:14.703;32.357;1
12:11:14.726;32.311;1
12:11:14.749;32.311;1
12:11:14.774;32.311;1
12:11:14.795;32.363;1
12:11:14.818;32.366;1
12:11:14.841;32.366;1
12:11:14.864;32.369;1
12:11:14.887;32.369;1
12:11:14.910;32.354;1
12:11:14.933;32.354;1
12:11:14.956;32.354;1
12:11:14.982;32.357;1
12:11:15.003;32.357;1
12:11:15.025;32.363;1
12:11:15.049;32.363;1
12:11:15.071;32.369;1
12:11:15.096;32.369;1
12:11:15.118;32.369;1
12:11:15.143;32.338;1
12:11:15.165;32.369;1
12:11:15.188;32.369;1
12:11:15.210;32.345;1
12:11:15.234;32.372;1
12:11:15.258;32.332;1
12:11:15.282;32.332;1
12:11:15.305;32.363;1
12:11:15.327;32.363;1
12:11:15.348;32.338;1
12:11:15.371;32.369;1
12:11:15.395;32.332;1
12:11:15.417;32.363;1
12:11:15.440;32.357;1
12:11:15.463;32.357;1
12:11:15.486;32.357;1
12:11:15.509;32.311;1
12:11:15.532;32.354;1
12:11:15.555;32.354;1
12:11:15.578;32.366;1
12:11:15.601;32.366;1
12:11:15.624;32.314;1
12:11:15.647;32.274;1
12:11:15.671;32.298;1
12:11:15.693;32.298;1
12:11:15.716;32.369;1
12:11:15.739;32.369;1
12:11:15.765;32.369;1
12:11:15.787;32.351;1
12:11:15.809;32.351;1
12:11:15.831;32.345;1
12:11:15.855;32.351;1
12:11:15.880;32.351;1
12:11:15.900;32.363;1
12:11:15.924;32.357;1
12:11:15.947;32.335;1
12:11:15.971;32.335;1
12:11:15.992;32.366;1
12:11:16.016;32.366;1
12:11:16.039;32.366;1
12:11:16.061;32.338;1
12:11:16.084;32.351;1
12:11:16.110;32.345;1
12:11:16.130;32.345;1
12:11:16.152;32.345;1
12:11:16.175;32.348;1
12:11:16.198;32.354;1
12:11:16.223;32.363;1
12:11:16.244;32.345;1
12:11:16.267;32.345;1
12:11:16.290;32.345;1
12:11:16.314;32.354;1
12:11:16.339;32.335;1
12:11:16.360;32.36;1
12:11:16.386;32.338;1
12:11:16.406;32.338;1
12:11:16.428;32.338;1
12:11:16.452;32.338;1
12:11:16.476;32.363;1
12:11:16.497;32.308;1
12:11:16.521;32.335;1
12:11:16.546;32.326;1
12:11:16.569;32.326;1
12:11:16.590;32.326;1
12:11:16.612;32.363;1
12:11:16.635;32.351;1
12:11:16.660;32.357;1
12:11:16.683;32.357;1
12:11:16.704;32.357;1
12:11:16.729;32.357;1
12:11:16.751;32.335;1
12:11:16.775;32.338;1
12:11:16.798;32.369;1
12:11:16.821;32.354;1
12:11:16.843;32.354;1
12:11:16.866;32.363;1
12:11:16.888;32.363;1
12:11:16.912;32.354;1
12:11:16.935;32.354;1
12:11:16.958;32.363;1
12:11:16.982;32.363;1
12:11:17.005;32.305;1
12:11:17.027;32.305;1
12:11:17.050;32.348;1
12:11:17.073;32.354;1
12:11:17.098;32.372;1
12:11:17.120;32.372;1
12:11:17.143;32.372;1
12:11:17.164;32.363;1
12:11:17.190;32.351;1
12:11:17.211;32.369;1
12:11:17.234;32.36;1
12:11:17.257;32.36;1
12:11:17.281;32.36;1
12:11:17.302;32.314;1
12:11:17.325;32.357;1
12:11:17.349;32.354;1
12:11:17.371;32.326;1
12:11:17.396;32.354;1
12:11:17.418;32.354;1
12:11:17.441;32.354;1
12:11:17.463;32.354;1
12:11:17.486;32.348;1
12:11:17.509;32.335;1
12:11:17.532;32.335;1
12:11:17.555;32.335;1
12:11:17.580;32.363;1
12:11:17.601;32.382;1
12:11:17.624;32.357;1
12:11:17.647;32.314;1
12:11:17.672;32.314;1
12:11:17.693;32.314;1
12:11:17.716;32.354;1
12:11:17.739;32.366;1
12:11:17.762;32.351;1
12:11:17.786;32.348;1
12:11:17.808;32.348;1
12:11:17.831;32.348;1
12:11:17.855;32.311;1
12:11:17.879;32.351;1
12:11:17.901;32.348;1
12:11:17.925;32.351;1
12:11:17.948;32.351;1
12:11:17.970;32.351;1
12:11:17.993;32.44;1
12:11:18.017;32.4;1
12:11:18.039;32.369;1
12:11:18.062;32.354;1
12:11:18.084;32.354;1
12:11:18.107;32.354;1
12:11:18.132;32.366;1
12:11:18.154;32.363;1
12:11:18.179;32.351;1
12:11:18.200;32.388;1
12:11:18.223;32.388;1
12:11:18.246;32.354;1
12:11:18.268;32.354;1
12:11:18.294;32.338;1
12:11:18.314;32.335;1
12:11:18.340;32.354;1
12:11:18.361;32.354;1
12:11:18.386;32.335;1
12:11:18.408;32.335;1
12:11:18.430;32.366;1
12:11:18.454;32.36;1
12:11:18.475;32.363;1
12:11:18.498;32.357;1
12:11:18.521;32.357;1
12:11:18.546;32.335;1
12:11:18.569;32.335;1
12:11:18.591;32.36;1
12:11:18.615;32.329;1
12:11:18.638;32.385;1
12:11:18.659;32.385;1
12:11:18.684;32.351;1
12:11:18.707;32.335;1
12:11:18.728;32.335;1
12:11:18.752;32.357;1
12:11:18.777;32.354;1
12:11:18.800;32.354;1
12:11:18.820;32.314;1
12:11:18.844;32.348;1
12:11:18.867;32.348;1
12:11:18.889;32.372;1
12:11:18.913;32.354;1
12:11:18.936;32.354;1
12:11:18.961;32.366;1
12:11:18.986;32.292;1
12:11:19.005;32.292;1
12:11:19.028;32.388;1
12:11:19.050;32.332;1
12:11:19.075;32.332;1
12:11:19.099;32.357;1
12:11:19.122;32.354;1
12:11:19.143;32.354;1
12:11:19.165;32.363;1
12:11:19.188;32.335;1
12:11:19.212;32.335;1
12:11:19.235;32.348;1
12:11:19.258;32.329;1
12:11:19.286;32.329;1
12:11:19.304;32.36;1
12:11:19.328;32.348;1
12:11:19.349;32.376;1
12:11:19.373;32.376;1
12:11:19.395;32.369;1
12:11:19.418;32.357;1
12:11:19.443;32.354;1
12:11:19.467;32.354;1
12:11:19.487;32.357;1
12:11:19.511;32.357;1
12:11:19.534;32.388;1
12:11:19.557;32.351;1
12:11:19.581;32.382;1
12:11:19.603;32.382;1
12:11:19.626;32.329;1
12:11:19.650;32.329;1
12:11:19.673;32.366;1
12:11:19.696;32.351;1
12:11:19.720;32.351;1
12:11:19.742;32.366;1
12:11:19.764;32.354;1
12:11:19.788;32.354;1
12:11:19.809;32.357;1
12:11:19.834;32.335;1
12:11:19.855;32.376;1
12:11:19.882;32.376;1
12:11:19.902;32.351;1
12:11:19.925;32.351;1
12:11:19.947;32.357;1
12:11:19.971;32.354;1
12:11:19.995;32.369;1
12:11:20.017;32.382;1
12:11:20.040;32.382;1
12:11:20.063;32.382;1
12:11:20.086;32.369;1
12:11:20.109;32.329;1
12:11:20.133;32.329;1
12:11:20.156;32.329;1
12:11:20.178;32.366;1
12:11:20.202;32.366;1
12:11:20.226;32.36;1
12:11:20.247;32.369;1
12:11:20.270;32.314;1
12:11:20.294;32.354;1
12:11:20.315;32.354;1
12:11:20.339;32.354;1
12:11:20.363;32.366;1
12:11:20.388;32.354;1
12:11:20.407;32.335;1
12:11:20.430;32.351;1
12:11:20.455;32.351;1
12:11:20.479;32.369;1
12:11:20.502;32.369;1
12:11:20.523;32.357;1
12:11:20.545;32.357;1
12:11:20.568;32.354;1
12:11:20.592;32.354;1
12:11:20.614;32.354;1
12:11:20.638;32.366;1
12:11:20.661;32.382;1
12:11:20.686;32.36;1
12:11:20.707;32.335;1
12:11:20.730;32.354;1
12:11:20.752;32.354;1
12:11:20.776;32.354;1
12:11:20.798;32.354;1
12:11:20.821;32.258;1
12:11:20.844;32.292;1
12:11:20.867;32.292;1
12:11:20.890;32.292;1
12:11:20.915;32.289;1
12:11:20.938;32.376;1
12:11:20.960;32.366;1
12:11:20.986;32.366;1
12:11:21.007;32.338;1
12:11:21.029;32.338;1
12:11:21.052;32.351;1
12:11:21.075;32.348;1
12:11:21.099;32.357;1
12:11:21.122;32.354;1
12:11:21.145;32.354;1
12:11:21.167;32.348;1
12:11:21.190;32.348;1
12:11:21.212;32.357;1
12:11:21.237;32.354;1
12:11:21.259;32.363;1
12:11:21.282;32.363;1
12:11:21.305;32.342;1
12:11:21.327;32.342;1
12:11:21.351;32.369;1
12:11:21.374;32.363;1
12:11:21.396;32.351;1
12:11:21.419;32.351;1
12:11:21.444;32.351;1
12:11:21.467;32.329;1
12:11:21.490;32.36;1
12:11:21.512;32.354;1
12:11:21.534;32.332;1
12:11:21.560;32.332;1
12:11:21.583;32.351;1
12:11:21.603;32.335;1
12:11:21.626;32.335;1
12:11:21.651;32.342;1
12:11:21.675;32.372;1
12:11:21.698;32.372;1
12:11:21.720;32.311;1
12:11:21.745;32.277;1
12:11:21.767;32.277;1
12:11:21.788;32.277;1
12:11:21.813;32.292;1
12:11:21.834;32.357;1
12:11:21.859;32.357;1
12:11:21.884;32.376;1
12:11:21.903;32.376;1
12:11:21.929;32.397;1
12:11:21.949;32.388;1
12:11:21.974;32.363;1
12:11:21.998;32.363;1
12:11:22.018;32.369;1
12:11:22.044;32.369;1
12:11:22.065;32.369;1
12:11:22.087;32.369;1
12:11:22.112;32.354;1
12:11:22.135;32.354;1
12:11:22.157;32.351;1
12:11:22.182;32.354;1
12:11:22.205;32.354;1
12:11:22.225;32.36;1
12:11:22.248;32.329;1
12:11:22.273;32.329;1
12:11:22.294;32.305;1
12:11:22.317;32.295;1
12:11:22.341;32.295;1
12:11:22.363;32.298;1
12:11:22.387;32.298;1
12:11:22.409;32.36;1
12:11:22.432;32.369;1
12:11:22.455;32.369;1
12:11:22.478;32.357;1
12:11:22.501;32.338;1
12:11:22.524;32.338;1
12:11:22.547;32.357;1
12:11:22.571;32.357;1
12:11:22.593;32.379;1
12:11:22.616;32.36;1
12:11:22.639;32.329;1
12:11:22.661;32.329;1
12:11:22.684;32.372;1
12:11:22.709;32.366;1
12:11:22.730;32.366;1
12:11:22.754;32.345;1
12:11:22.779;32.335;1
12:11:22.802;32.335;1
12:11:22.822;32.342;1
12:11:22.846;32.357;1
12:11:22.868;32.357;1
12:11:22.891;32.366;1
12:11:22.914;32.314;1
12:11:22.937;32.271;1
12:11:22.962;32.271;1
12:11:22.985;32.301;1
12:11:23.007;32.283;1
12:11:23.030;32.283;1
12:11:23.052;32.354;1
12:11:23.077;32.311;1
12:11:23.098;32.311;1
12:11:23.122;32.36;1
12:11:23.145;32.311;1
12:11:23.169;32.311;1
12:11:23.190;32.366;1
12:11:23.215;32.357;1
12:11:23.237;32.357;1
12:11:23.259;32.354;1
12:11:23.284;32.372;1
12:11:23.307;32.354;1
12:11:23.328;32.354;1
12:11:23.352;32.354;1
12:11:23.374;32.354;1
12:11:23.400;32.36;1
12:11:23.423;32.366;1
12:11:23.447;32.379;1
12:11:23.467;32.379;1
12:11:23.489;32.345;1
12:11:23.513;32.345;1
12:11:23.535;32.357;1
12:11:23.559;32.36;1
12:11:23.584;32.36;1
12:11:23.605;32.28;1
12:11:23.629;32.292;1
12:11:23.651;32.292;1
12:11:23.674;32.301;1
12:11:23.699;32.305;1
12:11:23.719;32.314;1
12:11:23.743;32.413;1
12:11:23.765;32.413;1
12:11:23.789;32.413;1
12:11:23.813;32.357;1
12:11:23.837;32.357;1
12:11:23.860;32.32;1
12:11:23.885;32.36;1
12:11:23.906;32.36;1
12:11:23.926;32.36;1
12:11:23.950;32.338;1
12:11:23.973;32.338;1
12:11:23.995;32.357;1
12:11:24.019;32.335;1
12:11:24.041;32.36;1
12:11:24.067;32.36;1
12:11:24.087;32.36;1
12:11:24.110;32.274;1
12:11:24.133;32.283;1
12:11:24.159;32.28;1
12:11:24.182;32.283;1
12:11:24.203;32.283;1
12:11:24.227;32.283;1
12:11:24.249;32.295;1
12:11:24.271;32.357;1
12:11:24.294;32.338;1
12:11:24.319;32.338;1
12:11:24.342;32.338;1
12:11:24.364;32.338;1
12:11:24.388;32.351;1
12:11:24.409;32.369;1
12:11:24.433;32.348;1
12:11:24.455;32.366;1
12:11:24.481;32.366;1
12:11:24.501;32.366;1
12:11:24.525;32.338;1
12:11:24.547;32.366;1
12:11:24.570;32.351;1
12:11:24.594;32.252;1
12:11:24.616;32.252;1
12:11:24.642;32.252;1
12:11:24.662;32.277;1
12:11:24.690;32.286;1
12:11:24.709;32.277;1
12:11:24.731;32.357;1
12:11:24.756;32.357;1
12:11:24.778;32.338;1
12:11:24.800;32.338;1
12:11:24.824;32.354;1
12:11:24.846;32.36;1
12:11:24.869;32.366;1
12:11:24.892;32.366;1
12:11:24.915;32.348;1
12:11:24.938;32.348;1
12:11:24.962;32.363;1
12:11:24.986;32.264;1
12:11:25.009;32.28;1
12:11:25.031;32.28;1
12:11:25.054;32.292;1
12:11:25.076;32.292;1
12:11:25.100;32.292;1
12:11:25.122;32.295;1
12:11:25.145;32.369;1
12:11:25.168;32.335;1
12:11:25.191;32.335;1
12:11:25.214;32.406;1
12:11:25.237;32.372;1
12:11:25.260;32.369;1
12:11:25.284;32.369;1
12:11:25.306;32.345;1
12:11:25.329;32.363;1
12:11:25.352;32.363;1
12:11:25.375;32.298;1
12:11:25.399;32.271;1
12:11:25.421;32.305;1
12:11:25.444;32.305;1
12:11:25.467;32.295;1
12:11:25.490;32.277;1
12:11:25.513;32.277;1
12:11:25.538;32.267;1
12:11:25.560;32.335;1
12:11:25.586;32.335;1
12:11:25.608;32.342;1
12:11:25.629;32.342;1
12:11:25.653;32.376;1
12:11:25.676;32.335;1
12:11:25.700;32.351;1
12:11:25.723;32.351;1
12:11:25.745;32.354;1
12:11:25.769;32.354;1
12:11:25.789;32.335;1
12:11:25.813;32.372;1
12:11:25.837;32.357;1
12:11:25.860;32.357;1
12:11:25.883;32.292;1
12:11:25.907;32.292;1
12:11:25.928;32.289;1
12:11:25.950;32.317;1
12:11:25.975;32.301;1
12:11:25.997;32.301;1
12:11:26.019;32.366;1
12:11:26.042;32.366;1
12:11:26.065;32.348;1
12:11:26.089;32.348;1
12:11:26.111;32.354;1
12:11:26.134;32.354;1
12:11:26.157;32.354;1
12:11:26.182;32.354;1
12:11:26.205;32.335;1
12:11:26.226;32.354;1
12:11:26.250;32.354;1
12:11:26.273;32.354;1
12:11:26.295;32.379;1
12:11:26.318;32.385;1
12:11:26.341;32.258;1
12:11:26.364;32.274;1
12:11:26.387;32.274;1
12:11:26.410;32.301;1
12:11:26.433;32.314;1
12:11:26.456;32.314;1
12:11:26.482;32.314;1
12:11:26.505;32.366;1
12:11:26.528;32.357;1
12:11:26.549;32.357;1
12:11:26.572;32.338;1
12:11:26.596;32.354;1
12:11:26.618;32.354;1
12:11:26.642;32.391;1
12:11:26.665;32.366;1
12:11:26.690;32.366;1
12:11:26.709;32.357;1
12:11:26.734;32.345;1
12:11:26.755;32.277;1
12:11:26.781;32.283;1
12:11:26.804;32.298;1
12:11:26.827;32.298;1
12:11:26.849;32.298;1
12:11:26.870;32.295;1
12:11:26.894;32.301;1
12:11:26.916;32.277;1
12:11:26.939;32.314;1
12:11:26.962;32.314;1
12:11:26.986;32.354;1
12:11:27.008;32.363;1
12:11:27.031;32.363;1
12:11:27.054;32.326;1
12:11:27.077;32.363;1
12:11:27.100;32.363;1
12:11:27.123;32.351;1
12:11:27.146;32.338;1
12:11:27.169;32.348;1
12:11:27.192;32.348;1
12:11:27.215;32.348;1
12:11:27.240;32.348;1
12:11:27.263;32.264;1
12:11:27.284;32.292;1
12:11:27.310;32.261;1
12:11:27.330;32.261;1
12:11:27.354;32.425;1
12:11:27.376;32.425;1
12:11:27.399;32.351;1
12:11:27.423;32.363;1
12:11:27.447;32.376;1
12:11:27.468;32.376;1
12:11:27.493;32.329;1
12:11:27.516;32.329;1
12:11:27.538;32.372;1
12:11:27.560;32.274;1
12:11:27.587;32.301;1
12:11:27.608;32.301;1
12:11:27.629;32.314;1
12:11:27.654;32.314;1
12:11:27.677;32.301;1
12:11:27.700;32.267;1
12:11:27.724;32.295;1
12:11:27.745;32.372;1
12:11:27.767;32.372;1
12:11:27.790;32.372;1
12:11:27.814;32.305;1
12:11:27.838;32.335;1
12:11:27.859;32.357;1
12:11:27.888;32.357;1
12:11:27.906;32.357;1
12:11:27.928;32.357;1
12:11:27.951;32.357;1
12:11:27.974;32.357;1
12:11:28.000;32.317;1
12:11:28.022;32.267;1
12:11:28.045;32.292;1
12:11:28.066;32.292;1
12:11:28.089;32.292;1
12:11:28.113;32.329;1
12:11:28.137;32.298;1
12:11:28.160;32.301;1
12:11:28.187;32.298;1
12:11:28.205;32.298;1
12:11:28.228;32.298;1
12:11:28.251;32.298;1
12:11:28.274;32.295;1
12:11:28.297;32.301;1
12:11:28.320;32.348;1
12:11:28.343;32.348;1
12:11:28.366;32.379;1
12:11:28.390;32.342;1
12:11:28.412;32.32;1
12:11:28.435;32.32;1
12:11:28.458;32.329;1
12:11:28.483;32.329;1
12:11:28.504;32.326;1
12:11:28.528;32.326;1
12:11:28.551;32.243;1
12:11:28.573;32.267;1
12:11:28.597;32.267;1
12:11:28.619;32.267;1
12:11:28.642;32.277;1
12:11:28.665;32.28;1
12:11:28.688;32.335;1
12:11:28.713;32.335;1
12:11:28.735;32.369;1
12:11:28.757;32.332;1
12:11:28.785;32.332;1
12:11:28.803;32.369;1
12:11:28.826;32.354;1
12:11:28.849;32.354;1
12:11:28.874;32.36;1
12:11:28.897;32.335;1
12:11:28.920;32.335;1
12:11:28.942;32.246;1
12:11:28.964;32.271;1
12:11:28.988;32.271;1
12:11:29.011;32.277;1
12:11:29.035;32.274;1
12:11:29.056;32.274;1
12:11:29.083;32.274;1
12:11:29.103;32.376;1
12:11:29.128;32.376;1
12:11:29.149;32.332;1
12:11:29.171;32.357;1
12:11:29.195;32.366;1
12:11:29.217;32.366;1
12:11:29.241;32.366;1
12:11:29.264;32.366;1
12:11:29.287;32.366;1
12:11:29.309;32.274;1
12:11:29.331;32.32;1
12:11:29.356;32.32;1
12:11:29.377;32.28;1
12:11:29.401;32.28;1
12:11:29.423;32.292;1
12:11:29.447;32.317;1
12:11:29.471;32.274;1
12:11:29.494;32.274;1
12:11:29.515;32.394;1
12:11:29.538;32.394;1
12:11:29.563;32.332;1
12:11:29.587;32.338;1
12:11:29.609;32.357;1
12:11:29.631;32.357;1
12:11:29.653;32.357;1
12:11:29.677;32.335;1
12:11:29.699;32.348;1
12:11:29.722;32.376;1
12:11:29.746;32.277;1
12:11:29.769;32.277;1
12:11:29.791;32.28;1
12:11:29.816;32.292;1
12:11:29.838;32.292;1
12:11:29.860;32.237;1
12:11:29.885;32.286;1
12:11:29.908;32.286;1
12:11:29.929;32.295;1
12:11:29.955;32.298;1
12:11:29.976;32.351;1
12:11:30.001;32.351;1
12:11:30.024;32.305;1
12:11:30.044;32.332;1
12:11:30.067;32.332;1
12:11:30.090;32.338;1
12:11:30.114;32.36;1
12:11:30.137;32.323;1
12:11:30.160;32.323;1
12:11:30.184;32.286;1
12:11:30.205;32.286;1
12:11:30.228;32.305;1
12:11:30.254;32.289;1
12:11:30.276;32.292;1
12:11:30.301;32.28;1
12:11:30.322;32.28;1
12:11:30.343;32.28;1
12:11:30.366;32.301;1
12:11:30.391;32.274;1
12:11:30.414;32.332;1
12:11:30.438;32.332;1
12:11:30.460;32.36;1
12:11:30.485;32.36;1
12:11:30.505;32.363;1
12:11:30.528;32.363;1
12:11:30.551;32.338;1
12:11:30.573;32.32;1
