TimeStamp;Положение КПВ (поз. A3);0 - Bad, 1 - Good
12:11:13.048;8.547;1
12:11:13.071;8.421;0
12:11:13.095;8.421;1
12:11:13.118;8.421;1
12:11:13.141;8.364;1
12:11:13.164;8.423;1
12:11:13.186;8.511;1
12:11:13.210;8.595;1
12:11:13.231;8.488;0
12:11:13.256;8.488;1
12:11:13.280;8.488;1
12:11:13.303;8.53;1
12:11:13.326;8.547;1
12:11:13.346;8.438;0
12:11:13.370;8.485;1
12:11:13.394;8.485;1
12:11:13.415;8.547;1
12:11:13.440;8.547;1
12:11:13.462;8.561;1
12:11:13.485;8.55;1
12:11:13.508;8.477;1
12:11:13.531;8.477;1
12:11:13.555;8.44;1
12:11:13.578;8.626;0
12:11:13.600;8.626;1
12:11:13.625;8.53;0
12:11:13.645;8.53;1
12:11:13.668;8.53;1
12:11:13.691;8.75;0
12:11:13.714;8.671;1
12:11:13.738;8.539;0
12:11:13.763;8.539;1
12:11:13.786;8.508;1
12:11:13.806;8.508;1
12:11:13.831;8.485;1
12:11:13.852;8.53;1
12:11:13.878;8.589;1
12:11:13.900;8.573;1
12:11:13.922;8.573;1
12:11:13.945;8.573;1
12:11:13.968;8.626;1
12:11:13.990;8.544;1
12:11:14.015;8.606;1
12:11:14.037;8.606;1
12:11:14.059;8.606;1
12:11:14.085;8.674;1
12:11:14.105;8.674;1
12:11:14.130;8.609;1
12:11:14.152;8.57;1
12:11:14.177;8.544;1
12:11:14.200;8.544;1
12:11:14.220;8.578;1
12:11:14.246;8.643;1
12:11:14.266;8.629;1
12:11:14.289;8.629;1
12:11:14.312;8.592;1
12:11:14.335;8.513;1
12:11:14.361;8.513;1
12:11:14.382;8.643;0
12:11:14.407;8.522;0
12:11:14.427;8.522;1
12:11:14.451;8.587;1
12:11:14.475;8.561;1
12:11:14.498;8.561;1
12:11:14.522;8.471;1
12:11:14.544;8.471;1
12:11:14.566;8.471;1
12:11:14.588;8.564;0
12:11:14.611;8.674;0
12:11:14.634;8.674;1
12:11:14.660;8.651;1
12:11:14.683;8.682;1
12:11:14.703;8.609;1
12:11:14.726;8.53;1
12:11:14.749;8.53;1
12:11:14.774;8.53;1
12:11:14.795;8.657;0
12:11:14.818;8.53;0
12:11:14.841;8.53;1
12:11:14.864;8.651;0
12:11:14.887;8.651;1
12:11:14.910;8.674;1
12:11:14.933;8.674;1
12:11:14.956;8.561;0
12:11:14.982;8.567;1
12:11:15.003;8.567;1
12:11:15.025;8.595;1
12:11:15.049;8.595;1
12:11:15.071;8.499;0
12:11:15.096;8.499;1
12:11:15.118;8.499;1
12:11:15.143;8.556;1
12:11:15.165;8.564;1
12:11:15.188;8.564;1
12:11:15.210;8.533;1
12:11:15.234;8.606;1
12:11:15.258;8.483;0
12:11:15.282;8.483;1
12:11:15.305;8.561;1
12:11:15.327;8.561;1
12:11:15.348;8.598;1
12:11:15.371;8.581;1
12:11:15.395;8.57;1
12:11:15.417;8.553;1
12:11:15.440;8.561;1
12:11:15.463;8.561;1
12:11:15.486;8.561;1
12:11:15.509;8.623;1
12:11:15.532;8.671;1
12:11:15.555;8.671;1
12:11:15.578;8.643;1
12:11:15.601;8.643;1
12:11:15.624;8.561;1
12:11:15.647;8.516;1
12:11:15.671;8.587;1
12:11:15.693;8.587;1
12:11:15.716;8.57;1
12:11:15.739;8.57;1
12:11:15.765;8.542;1
12:11:15.787;8.53;1
12:11:15.809;8.53;1
12:11:15.831;8.502;1
12:11:15.855;8.502;1
12:11:15.880;8.502;1
12:11:15.900;8.513;1
12:11:15.924;8.516;1
12:11:15.947;8.544;1
12:11:15.971;8.544;1
12:11:15.992;8.612;1
12:11:16.016;8.612;1
12:11:16.039;8.612;1
12:11:16.061;8.533;1
12:11:16.084;8.648;0
12:11:16.110;8.643;1
12:11:16.130;8.643;1
12:11:16.152;8.643;1
12:11:16.175;8.64;1
12:11:16.198;8.502;0
12:11:16.223;8.533;1
12:11:16.244;8.567;1
12:11:16.267;8.567;1
12:11:16.290;8.567;1
12:11:16.314;8.643;1
12:11:16.339;8.578;1
12:11:16.360;8.547;1
12:11:16.386;8.519;1
12:11:16.406;8.519;1
12:11:16.428;8.519;1
12:11:16.452;8.542;1
12:11:16.476;8.603;1
12:11:16.497;8.485;0
12:11:16.521;8.589;0
12:11:16.546;8.578;1
12:11:16.569;8.578;1
12:11:16.590;8.578;1
12:11:16.612;8.483;0
12:11:16.635;8.581;0
12:11:16.660;8.632;1
12:11:16.683;8.626;1
12:11:16.704;8.626;1
12:11:16.729;8.626;1
12:11:16.751;8.592;1
12:11:16.775;8.648;1
12:11:16.798;8.702;1
12:11:16.821;8.609;0
12:11:16.843;8.609;1
12:11:16.866;8.587;1
12:11:16.888;8.587;1
12:11:16.912;8.581;1
12:11:16.935;8.573;1
12:11:16.958;8.626;1
12:11:16.982;8.626;1
12:11:17.005;8.578;1
12:11:17.027;8.578;1
12:11:17.050;8.598;1
12:11:17.073;8.536;1
12:11:17.098;8.55;1
12:11:17.120;8.55;1
12:11:17.143;8.55;1
12:11:17.164;8.55;1
12:11:17.190;8.606;1
12:11:17.211;8.603;1
12:11:17.234;8.558;1
12:11:17.257;8.558;1
12:11:17.281;8.558;1
12:11:17.302;8.618;1
12:11:17.325;8.564;1
12:11:17.349;8.564;1
12:11:17.371;8.547;1
12:11:17.396;8.64;0
12:11:17.418;8.64;1
12:11:17.441;8.64;1
12:11:17.463;8.623;1
12:11:17.486;8.567;1
12:11:17.509;8.609;1
12:11:17.532;8.609;1
12:11:17.555;8.609;1
12:11:17.580;8.525;1
12:11:17.601;8.578;1
12:11:17.624;8.55;1
12:11:17.647;8.547;1
12:11:17.672;8.547;1
12:11:17.693;8.547;1
12:11:17.716;8.57;1
12:11:17.739;8.55;1
12:11:17.762;8.539;1
12:11:17.786;8.488;1
12:11:17.808;8.488;1
12:11:17.831;8.488;1
12:11:17.855;8.578;1
12:11:17.879;8.578;1
12:11:17.901;8.595;1
12:11:17.925;8.64;1
12:11:17.948;8.64;1
12:11:17.970;8.64;1
12:11:17.993;8.561;1
12:11:18.017;8.488;1
12:11:18.039;8.454;1
12:11:18.062;8.426;1
12:11:18.084;8.426;1
12:11:18.107;8.426;1
12:11:18.132;8.55;0
12:11:18.154;8.696;0
12:11:18.179;8.564;0
12:11:18.200;8.592;1
12:11:18.223;8.592;1
12:11:18.246;8.474;0
12:11:18.268;8.474;1
12:11:18.294;8.44;1
12:11:18.314;8.457;1
12:11:18.340;8.536;1
12:11:18.361;8.536;1
12:11:18.386;8.584;1
12:11:18.408;8.584;1
12:11:18.430;8.564;1
12:11:18.454;8.528;1
12:11:18.475;8.53;1
12:11:18.498;8.553;1
12:11:18.521;8.553;1
12:11:18.546;8.606;1
12:11:18.569;8.606;1
12:11:18.591;8.575;1
12:11:18.615;8.471;0
12:11:18.638;8.502;1
12:11:18.659;8.502;1
12:11:18.684;8.533;1
12:11:18.707;8.654;0
12:11:18.728;8.654;1
12:11:18.752;8.57;1
12:11:18.777;8.544;1
12:11:18.800;8.544;1
12:11:18.820;8.505;1
12:11:18.844;8.55;1
12:11:18.867;8.55;1
12:11:18.889;8.561;1
12:11:18.913;8.651;1
12:11:18.936;8.651;1
12:11:18.961;8.578;1
12:11:18.986;8.595;1
12:11:19.005;8.595;1
12:11:19.028;8.502;0
12:11:19.050;8.589;1
12:11:19.075;8.589;1
12:11:19.099;8.561;1
12:11:19.122;8.603;1
12:11:19.143;8.603;1
12:11:19.165;8.626;1
12:11:19.188;8.575;1
12:11:19.212;8.575;1
12:11:19.235;8.592;1
12:11:19.258;8.606;1
12:11:19.286;8.606;1
12:11:19.304;8.595;1
12:11:19.328;8.603;1
12:11:19.349;8.62;1
12:11:19.373;8.62;1
12:11:19.395;8.595;1
12:11:19.418;8.663;1
12:11:19.443;8.606;1
12:11:19.467;8.606;1
12:11:19.487;8.584;1
12:11:19.511;8.584;1
12:11:19.534;8.573;1
12:11:19.557;8.637;1
12:11:19.581;8.643;1
12:11:19.603;8.643;1
12:11:19.626;8.573;1
12:11:19.650;8.573;1
12:11:19.673;8.567;1
12:11:19.696;8.575;1
12:11:19.720;8.575;1
12:11:19.742;8.575;1
12:11:19.764;8.595;1
12:11:19.788;8.595;1
12:11:19.809;8.587;1
12:11:19.834;8.648;1
12:11:19.855;8.505;0
12:11:19.882;8.505;1
12:11:19.902;8.592;1
12:11:19.925;8.592;1
12:11:19.947;8.561;1
12:11:19.971;8.595;1
12:11:19.995;8.578;1
12:11:20.017;8.536;1
12:11:20.040;8.536;1
12:11:20.063;8.536;1
12:11:20.086;8.57;1
12:11:20.109;8.623;1
12:11:20.133;8.516;0
12:11:20.156;8.516;1
12:11:20.178;8.429;1
12:11:20.202;8.429;1
12:11:20.226;8.449;1
12:11:20.247;8.558;0
12:11:20.270;8.589;1
12:11:20.294;8.592;1
12:11:20.315;8.592;1
12:11:20.339;8.592;1
12:11:20.363;8.558;1
12:11:20.388;8.64;1
12:11:20.407;8.637;1
12:11:20.430;8.609;1
12:11:20.455;8.609;1
12:11:20.479;8.626;1
12:11:20.502;8.626;1
12:11:20.523;8.674;1
12:11:20.545;8.696;1
12:11:20.568;8.679;1
12:11:20.592;8.679;1
12:11:20.614;8.679;1
12:11:20.638;8.564;0
12:11:20.661;8.64;1
12:11:20.686;8.657;1
12:11:20.707;8.671;1
12:11:20.730;8.556;0
12:11:20.752;8.556;1
12:11:20.776;8.629;1
12:11:20.798;8.629;1
12:11:20.821;8.609;1
12:11:20.844;8.575;1
12:11:20.867;8.575;1
12:11:20.890;8.575;1
12:11:20.915;8.575;1
12:11:20.938;8.519;1
12:11:20.960;8.581;1
12:11:20.986;8.581;1
12:11:21.007;8.544;1
12:11:21.029;8.544;1
12:11:21.052;8.516;1
12:11:21.075;8.449;1
12:11:21.099;8.511;1
12:11:21.122;8.443;1
12:11:21.145;8.443;1
12:11:21.167;8.587;0
12:11:21.190;8.587;1
12:11:21.212;8.671;1
12:11:21.237;8.55;0
12:11:21.259;8.651;0
12:11:21.282;8.651;1
12:11:21.305;8.556;0
12:11:21.327;8.556;1
12:11:21.351;8.598;1
12:11:21.374;8.648;1
12:11:21.396;8.716;1
12:11:21.419;8.716;1
12:11:21.444;8.716;1
12:11:21.467;8.618;0
12:11:21.490;8.679;1
12:11:21.512;8.612;1
12:11:21.534;8.522;1
12:11:21.560;8.522;1
12:11:21.583;8.581;1
12:11:21.603;8.626;1
12:11:21.626;8.626;1
12:11:21.651;8.587;1
12:11:21.675;8.485;0
12:11:21.698;8.485;1
12:11:21.720;8.491;1
12:11:21.745;8.443;1
12:11:21.767;8.443;1
12:11:21.788;8.634;0
12:11:21.813;8.637;1
12:11:21.834;8.643;1
12:11:21.859;8.643;1
12:11:21.884;8.595;1
12:11:21.903;8.595;1
12:11:21.929;8.668;1
12:11:21.949;8.696;1
12:11:21.974;8.558;0
12:11:21.998;8.558;1
12:11:22.018;8.502;1
12:11:22.044;8.516;1
12:11:22.065;8.426;1
12:11:22.087;8.426;1
12:11:22.112;8.483;1
12:11:22.135;8.483;1
12:11:22.157;8.502;1
12:11:22.182;8.609;0
12:11:22.205;8.609;1
12:11:22.225;8.547;1
12:11:22.248;8.519;1
12:11:22.273;8.519;1
12:11:22.294;8.426;0
12:11:22.317;8.606;0
12:11:22.341;8.606;1
12:11:22.363;8.53;1
12:11:22.387;8.53;1
12:11:22.409;8.578;1
12:11:22.432;8.561;1
12:11:22.455;8.561;1
12:11:22.478;8.595;1
12:11:22.501;8.609;1
12:11:22.524;8.609;1
12:11:22.547;8.595;1
12:11:22.571;8.595;1
12:11:22.593;8.558;1
12:11:22.616;8.409;0
12:11:22.639;8.592;0
12:11:22.661;8.592;1
12:11:22.684;8.564;1
12:11:22.709;8.623;1
12:11:22.730;8.623;1
12:11:22.754;8.679;1
12:11:22.779;8.62;1
12:11:22.802;8.62;1
12:11:22.822;8.62;1
12:11:22.846;8.634;1
12:11:22.868;8.634;1
12:11:22.891;8.615;1
12:11:22.914;8.646;1
12:11:22.937;8.533;0
12:11:22.962;8.533;1
12:11:22.985;8.55;1
12:11:23.007;8.581;1
12:11:23.030;8.581;1
12:11:23.052;8.595;1
12:11:23.077;8.578;1
12:11:23.098;8.578;1
12:11:23.122;8.668;1
12:11:23.145;8.693;1
12:11:23.169;8.693;1
12:11:23.190;8.685;1
12:11:23.215;8.62;1
12:11:23.237;8.62;1
12:11:23.259;8.629;1
12:11:23.284;8.688;1
12:11:23.307;8.674;1
12:11:23.328;8.674;1
12:11:23.352;8.66;1
12:11:23.374;8.66;1
12:11:23.400;8.544;0
12:11:23.423;8.485;1
12:11:23.447;8.567;1
12:11:23.467;8.567;1
12:11:23.489;8.561;1
12:11:23.513;8.561;1
12:11:23.535;8.592;1
12:11:23.559;8.544;1
12:11:23.584;8.544;1
12:11:23.605;8.575;1
12:11:23.629;8.556;1
12:11:23.651;8.556;1
12:11:23.674;8.547;1
12:11:23.699;8.609;1
12:11:23.719;8.595;1
12:11:23.743;8.651;1
12:11:23.765;8.651;1
12:11:23.789;8.651;1
12:11:23.813;8.558;0
12:11:23.837;8.547;1
12:11:23.860;8.57;1
12:11:23.885;8.606;1
12:11:23.906;8.606;1
12:11:23.926;8.606;1
12:11:23.950;8.601;1
12:11:23.973;8.606;1
12:11:23.995;8.578;1
12:11:24.019;8.654;1
12:11:24.041;8.668;1
12:11:24.067;8.668;1
12:11:24.087;8.668;1
12:11:24.110;8.671;1
12:11:24.133;8.671;1
12:11:24.159;8.671;1
12:11:24.182;8.609;1
12:11:24.203;8.609;1
12:11:24.227;8.609;1
12:11:24.249;8.553;1
12:11:24.271;8.55;1
12:11:24.294;8.519;1
12:11:24.319;8.519;1
12:11:24.342;8.519;1
12:11:24.364;8.578;1
12:11:24.388;8.637;1
12:11:24.409;8.629;1
12:11:24.433;8.682;1
12:11:24.455;8.682;1
12:11:24.481;8.682;1
12:11:24.501;8.682;1
12:11:24.525;8.603;1
12:11:24.547;8.485;0
12:11:24.570;8.575;1
12:11:24.594;8.519;1
12:11:24.616;8.519;1
12:11:24.642;8.519;1
12:11:24.662;8.589;1
12:11:24.690;8.55;1
12:11:24.709;8.53;1
12:11:24.731;8.544;1
12:11:24.756;8.544;1
12:11:24.778;8.609;1
12:11:24.800;8.609;1
12:11:24.824;8.502;0
12:11:24.846;8.516;1
12:11:24.869;8.564;1
12:11:24.892;8.564;1
12:11:24.915;8.547;1
12:11:24.938;8.547;1
12:11:24.962;8.483;1
12:11:24.986;8.62;0
12:11:25.009;8.561;1
12:11:25.031;8.561;1
12:11:25.054;8.547;1
12:11:25.076;8.55;1
12:11:25.100;8.55;1
12:11:25.122;8.55;1
12:11:25.145;8.533;1
12:11:25.168;8.502;1
12:11:25.191;8.502;1
12:11:25.214;8.53;1
12:11:25.237;8.64;0
12:11:25.260;8.609;1
12:11:25.284;8.609;1
12:11:25.306;8.612;1
12:11:25.329;8.646;1
12:11:25.352;8.646;1
12:11:25.375;8.584;1
12:11:25.399;8.595;1
12:11:25.421;8.632;1
12:11:25.444;8.632;1
12:11:25.467;8.708;1
12:11:25.490;8.615;0
12:11:25.513;8.615;1
12:11:25.538;8.592;1
12:11:25.560;8.485;0
12:11:25.586;8.485;1
12:11:25.608;8.561;1
12:11:25.629;8.561;1
12:11:25.653;8.651;1
12:11:25.676;8.578;1
12:11:25.700;8.53;1
12:11:25.723;8.53;1
12:11:25.745;8.485;1
12:11:25.769;8.485;1
12:11:25.789;8.573;1
12:11:25.813;8.544;1
12:11:25.837;8.581;1
12:11:25.860;8.581;1
12:11:25.883;8.648;1
12:11:25.907;8.648;1
12:11:25.928;8.609;1
12:11:25.950;8.53;1
12:11:25.975;8.612;1
12:11:25.997;8.612;1
12:11:26.019;8.499;0
12:11:26.042;8.499;1
12:11:26.065;8.497;1
12:11:26.089;8.497;1
12:11:26.111;8.502;1
12:11:26.134;8.502;1
12:11:26.157;8.508;1
12:11:26.182;8.508;1
12:11:26.205;8.581;1
12:11:26.226;8.592;1
12:11:26.250;8.674;1
12:11:26.273;8.674;1
12:11:26.295;8.643;1
12:11:26.318;8.598;1
12:11:26.341;8.606;1
12:11:26.364;8.573;1
12:11:26.387;8.573;1
12:11:26.410;8.637;1
12:11:26.433;8.581;1
12:11:26.456;8.581;1
12:11:26.482;8.581;1
12:11:26.505;8.589;1
12:11:26.528;8.595;1
12:11:26.549;8.595;1
12:11:26.572;8.713;0
12:11:26.596;8.66;1
12:11:26.618;8.66;1
12:11:26.642;8.64;1
12:11:26.665;8.651;1
12:11:26.690;8.651;1
12:11:26.709;8.657;1
12:11:26.734;8.603;1
12:11:26.755;8.609;1
12:11:26.781;8.612;1
12:11:26.804;8.663;1
12:11:26.827;8.663;1
12:11:26.849;8.663;1
12:11:26.870;8.603;1
12:11:26.894;8.643;1
12:11:26.916;8.637;1
12:11:26.939;8.595;1
12:11:26.962;8.595;1
12:11:26.986;8.626;1
12:11:27.008;8.547;1
12:11:27.031;8.547;1
12:11:27.054;8.516;1
12:11:27.077;8.606;1
12:11:27.100;8.606;1
12:11:27.123;8.705;0
12:11:27.146;8.727;1
12:11:27.169;8.609;0
12:11:27.192;8.668;1
12:11:27.215;8.668;1
12:11:27.240;8.668;1
12:11:27.263;8.598;1
12:11:27.284;8.632;1
12:11:27.310;8.513;0
12:11:27.330;8.513;1
12:11:27.354;8.544;1
12:11:27.376;8.544;1
12:11:27.399;8.575;1
12:11:27.423;8.575;1
12:11:27.447;8.55;1
12:11:27.468;8.55;1
12:11:27.493;8.491;1
12:11:27.516;8.491;1
12:11:27.538;8.508;1
12:11:27.560;8.592;1
12:11:27.587;8.615;1
12:11:27.608;8.615;1
12:11:27.629;8.547;1
12:11:27.654;8.547;1
12:11:27.677;8.55;1
12:11:27.700;8.567;1
12:11:27.724;8.519;1
12:11:27.745;8.578;1
12:11:27.767;8.578;1
12:11:27.790;8.578;1
12:11:27.814;8.626;1
12:11:27.838;8.544;1
12:11:27.859;8.494;1
12:11:27.888;8.553;1
12:11:27.906;8.553;1
12:11:27.928;8.553;1
12:11:27.951;8.561;1
12:11:27.974;8.502;1
12:11:28.000;8.64;0
12:11:28.022;8.654;1
12:11:28.045;8.646;1
12:11:28.066;8.646;1
12:11:28.089;8.646;1
12:11:28.113;8.564;1
12:11:28.137;8.528;1
12:11:28.160;8.497;1
12:11:28.187;8.533;1
12:11:28.205;8.533;1
12:11:28.228;8.533;1
12:11:28.251;8.423;0
12:11:28.274;8.502;1
12:11:28.297;8.505;1
12:11:28.320;8.53;1
12:11:28.343;8.53;1
12:11:28.366;8.578;1
12:11:28.390;8.609;1
12:11:28.412;8.609;1
12:11:28.435;8.609;1
12:11:28.458;8.499;0
12:11:28.483;8.499;1
12:11:28.504;8.53;1
12:11:28.528;8.53;1
12:11:28.551;8.513;1
12:11:28.573;8.55;1
12:11:28.597;8.55;1
12:11:28.619;8.55;1
12:11:28.642;8.637;1
12:11:28.665;8.547;1
12:11:28.688;8.575;1
12:11:28.713;8.575;1
12:11:28.735;8.629;1
12:11:28.757;8.561;1
12:11:28.785;8.561;1
12:11:28.803;8.589;1
12:11:28.826;8.55;1
12:11:28.849;8.55;1
12:11:28.874;8.564;1
12:11:28.897;8.395;0
12:11:28.920;8.395;1
12:11:28.942;8.471;1
12:11:28.964;8.46;1
12:11:28.988;8.46;1
12:11:29.011;8.418;1
12:11:29.035;8.561;0
12:11:29.056;8.637;1
12:11:29.083;8.637;1
12:11:29.103;8.567;1
12:11:29.128;8.567;1
12:11:29.149;8.575;1
12:11:29.171;8.454;0
12:11:29.195;8.519;1
12:11:29.217;8.519;1
12:11:29.241;8.519;1
12:11:29.264;8.609;1
12:11:29.287;8.654;1
12:11:29.309;8.595;1
12:11:29.331;8.578;1
12:11:29.356;8.578;1
12:11:29.377;8.598;1
12:11:29.401;8.598;1
12:11:29.423;8.485;0
12:11:29.447;8.592;0
12:11:29.471;8.637;1
12:11:29.494;8.637;1
12:11:29.515;8.502;0
12:11:29.538;8.502;1
12:11:29.563;8.578;1
12:11:29.587;8.44;0
12:11:29.609;8.556;0
12:11:29.631;8.556;1
12:11:29.653;8.556;1
12:11:29.677;8.578;1
12:11:29.699;8.578;1
12:11:29.722;8.547;1
12:11:29.746;8.454;0
12:11:29.769;8.454;1
12:11:29.791;8.516;1
12:11:29.816;8.578;1
12:11:29.838;8.578;1
12:11:29.860;8.528;1
12:11:29.885;8.623;0
12:11:29.908;8.623;1
12:11:29.929;8.575;1
12:11:29.955;8.578;1
12:11:29.976;8.516;1
12:11:30.001;8.516;1
12:11:30.024;8.578;1
12:11:30.044;8.485;0
12:11:30.067;8.485;1
12:11:30.090;8.547;1
12:11:30.114;8.513;1
12:11:30.137;8.44;1
12:11:30.160;8.44;1
12:11:30.184;8.423;1
12:11:30.205;8.423;1
12:11:30.228;8.525;0
12:11:30.254;8.575;1
12:11:30.276;8.519;1
12:11:30.301;8.564;1
12:11:30.322;8.564;1
12:11:30.343;8.564;1
12:11:30.366;8.471;0
12:11:30.391;8.53;1
12:11:30.414;8.533;1
12:11:30.438;8.533;1
12:11:30.460;8.511;1
12:11:30.485;8.511;1
12:11:30.505;8.513;1
12:11:30.528;8.499;1
12:11:30.551;8.533;1
12:11:30.573;8.573;1
12:11:30.599;8.528;1
12:11:30.620;8.528;1
12:11:30.642;8.528;1
12:11:30.666;8.528;1
12:11:30.690;8.547;1
12:11:30.712;8.547;1
12:11:30.734;8.395;0
12:11:30.758;8.471;1
12:11:30.785;8.471;1
12:11:30.803;8.468;1
12:11:30.826;8.499;1
12:11:30.849;8.485;1
12:11:30.875;8.454;1
12:11:30.895;8.454;1
12:11:30.918;8.454;1
12:11:30.943;8.48;1
12:11:30.964;8.589;0
12:11:30.989;8.575;1
12:11:31.011;8.471;0
12:11:31.033;8.471;1
12:11:31.057;8.471;1
12:11:31.081;8.505;1
12:11:31.103;8.485;1
12:11:31.126;8.468;1
12:11:31.150;8.443;1
12:11:31.171;8.443;1
12:11:31.196;8.443;1
12:11:31.217;8.48;1
12:11:31.242;8.457;1
12:11:31.263;8.528;1
12:11:31.286;8.468;1
12:11:31.310;8.468;1
12:11:31.334;8.454;1
12:11:31.357;8.39;1
12:11:31.382;8.39;1
12:11:31.402;8.39;1
12:11:31.425;8.452;1
12:11:31.449;8.547;0
12:11:31.472;8.547;1
12:11:31.493;8.556;1
12:11:31.516;8.556;1
12:11:31.540;8.547;1
12:11:31.562;8.443;0
12:11:31.586;8.499;1
12:11:31.609;8.499;1
12:11:31.633;8.528;1
12:11:31.654;8.533;1
12:11:31.677;8.533;1
12:11:31.703;8.483;1
12:11:31.723;8.564;1
12:11:31.748;8.564;1
12:11:31.772;8.483;1
12:11:31.794;8.525;1
12:11:31.818;8.477;1
12:11:31.840;8.46;1
12:11:31.861;8.46;1
12:11:31.885;8.46;1
12:11:31.908;8.547;1
12:11:31.930;8.544;1
12:11:31.956;8.547;1
12:11:31.978;8.547;1
12:11:32.001;8.547;1
12:11:32.023;8.547;1
12:11:32.046;8.457;1
12:11:32.070;8.494;1
12:11:32.092;8.513;1
12:11:32.116;8.494;1
12:11:32.138;8.494;1
12:11:32.163;8.558;1
12:11:32.183;8.558;1
12:11:32.206;8.578;1
12:11:32.231;8.575;1
12:11:32.253;8.553;1
12:11:32.275;8.553;1
12:11:32.300;8.505;1
12:11:32.323;8.561;1
12:11:32.345;8.561;1
12:11:32.368;8.581;1
12:11:32.390;8.699;0
12:11:32.413;8.699;1
12:11:32.436;8.699;1
12:11:32.459;8.575;0
12:11:32.483;8.615;1
12:11:32.506;8.615;1
12:11:32.529;8.558;1
12:11:32.551;8.558;1
12:11:32.577;8.558;1
12:11:32.598;8.502;1
12:11:32.623;8.603;0
12:11:32.644;8.575;1
12:11:32.666;8.575;1
12:11:32.689;8.561;1
12:11:32.712;8.561;1
12:11:32.735;8.48;1
12:11:32.758;8.558;1
12:11:32.782;8.55;1
12:11:32.805;8.55;1
12:11:32.828;8.575;1
12:11:32.850;8.575;1
12:11:32.876;8.682;0
12:11:32.899;8.488;0
12:11:32.919;8.488;1
12:11:32.943;8.513;1
12:11:32.966;8.513;1
12:11:32.988;8.513;1
12:11:33.011;8.483;1
12:11:33.034;8.502;1
12:11:33.057;8.415;1
12:11:33.084;8.432;1
12:11:33.103;8.432;1
12:11:33.126;8.432;1
12:11:33.149;8.558;0
12:11:33.175;8.544;1
12:11:33.195;8.519;1
12:11:33.221;8.409;0
12:11:33.241;8.409;1
12:11:33.266;8.409;1
12:11:33.287;8.44;1
12:11:33.310;8.454;1
12:11:33.333;8.502;1
12:11:33.359;8.519;1
12:11:33.383;8.519;1
12:11:33.402;8.536;1
12:11:33.425;8.536;1
12:11:33.448;8.595;1
12:11:33.474;8.53;1
12:11:33.494;8.423;0
12:11:33.517;8.423;1
12:11:33.540;8.423;1
12:11:33.563;8.651;0
12:11:33.588;8.603;1
12:11:33.609;8.603;1
12:11:33.632;8.511;0
12:11:33.655;8.511;1
12:11:33.681;8.544;1
12:11:33.701;8.525;1
12:11:33.724;8.483;1
12:11:33.749;8.483;1
12:11:33.772;8.488;1
12:11:33.793;8.488;1
12:11:33.816;8.53;1
12:11:33.839;8.516;1
12:11:33.864;8.505;1
12:11:33.886;8.505;1
12:11:33.909;8.485;1
12:11:33.931;8.463;1
12:11:33.957;8.463;1
12:11:33.979;8.542;1
12:11:34.003;8.485;1
12:11:34.023;8.485;1
12:11:34.048;8.499;1
12:11:34.071;8.595;0
12:11:34.094;8.595;1
12:11:34.118;8.499;0
12:11:34.140;8.564;1
12:11:34.164;8.564;1
12:11:34.185;8.564;1
12:11:34.209;8.53;1
12:11:34.230;8.53;1
12:11:34.256;8.575;1
12:11:34.278;8.587;1
12:11:34.299;8.519;1
12:11:34.322;8.421;0
12:11:34.345;8.421;1
12:11:34.370;8.421;1
12:11:34.391;8.511;1
12:11:34.414;8.485;1
12:11:34.437;8.499;1
12:11:34.460;8.542;1
12:11:34.484;8.542;1
12:11:34.507;8.542;1
12:11:34.530;8.452;1
12:11:34.555;8.533;1
12:11:34.575;8.668;0
12:11:34.598;8.516;0
12:11:34.621;8.516;1
12:11:34.644;8.581;1
12:11:34.667;8.581;1
12:11:34.690;8.581;1
12:11:34.713;8.542;1
12:11:34.736;8.542;1
12:11:34.759;8.558;1
12:11:34.783;8.544;1
12:11:34.805;8.544;1
12:11:34.829;8.558;1
12:11:34.852;8.558;1
12:11:34.875;8.592;1
12:11:34.899;8.592;1
12:11:34.922;8.454;0
12:11:34.944;8.454;1
12:11:34.967;8.547;0
12:11:34.992;8.547;1
12:11:35.014;8.547;1
12:11:35.038;8.471;1
12:11:35.061;8.558;1
12:11:35.084;8.558;1
12:11:35.105;8.53;1
12:11:35.129;8.53;1
12:11:35.153;8.443;1
12:11:35.176;8.485;1
12:11:35.199;8.485;1
12:11:35.222;8.485;1
12:11:35.243;8.553;1
12:11:35.266;8.485;1
12:11:35.289;8.598;0
12:11:35.312;8.598;1
12:11:35.335;8.598;1
12:11:35.361;8.592;1
12:11:35.383;8.55;1
12:11:35.407;8.553;1
12:11:35.428;8.553;1
12:11:35.452;8.519;1
12:11:35.473;8.519;1
12:11:35.496;8.547;1
12:11:35.519;8.525;1
12:11:35.542;8.575;1
12:11:35.566;8.575;1
12:11:35.588;8.53;1
12:11:35.611;8.53;1
12:11:35.634;8.494;1
12:11:35.657;8.454;1
12:11:35.684;8.364;1
12:11:35.706;8.454;1
12:11:35.727;8.454;1
12:11:35.749;8.454;1
12:11:35.775;8.536;1
12:11:35.796;8.573;1
12:11:35.819;8.468;0
12:11:35.842;8.522;1
12:11:35.864;8.452;1
12:11:35.886;8.452;1
12:11:35.909;8.452;1
12:11:35.932;8.409;1
12:11:35.958;8.449;1
