TimeStamp;Частота вращения РНД приведенная;0 - Bad, 1 - Good
12:10:01.863;4122.894;1
12:10:01.889;4120.297;1
12:10:01.910;4120.297;1
12:10:01.932;4122.768;1
12:10:01.956;4122.105;1
12:10:01.978;4122.707;1
12:10:02.001;4122.645;1
12:10:02.026;4122.813;1
12:10:02.047;4122.813;1
12:10:02.069;4122.175;1
12:10:02.092;4122.8;1
12:10:02.116;4123.236;1
12:10:02.140;4123.557;1
12:10:02.161;4123.082;1
12:10:02.184;4122.555;1
12:10:02.208;4122.096;1
12:10:02.231;4122.096;1
12:10:02.254;4123.437;0
12:10:02.278;4122.57;0
12:10:02.301;4122.425;1
12:10:02.325;4122.765;1
12:10:02.345;4123.137;1
12:10:02.368;4122.287;0
12:10:02.392;4124.289;1
12:10:02.415;4124.289;1
12:10:02.437;4123.499;1
12:10:02.463;4122.233;1
12:10:02.487;4122.56;1
12:10:02.508;4122.577;1
12:10:02.529;4122.851;1
12:10:02.553;4122.851;1
12:10:02.576;4123.785;1
12:10:02.598;4123.656;1
12:10:02.621;4123.35;1
12:10:02.644;4123.392;1
12:10:02.670;4122.854;1
12:10:02.690;4123.356;1
12:10:02.713;4124.019;1
12:10:02.737;4125.158;1
12:10:02.763;4125.158;1
12:10:02.785;4122.873;1
12:10:02.807;4130.157;1
12:10:02.831;4124.372;1
12:10:02.854;4121.519;1
12:10:02.875;4124.09;1
12:10:02.899;4124.09;1
12:10:02.923;4122.968;1
12:10:02.945;4123.155;1
12:10:02.967;4123.987;1
12:10:02.990;4123.772;1
12:10:03.014;4126.228;1
12:10:03.037;4124.964;1
12:10:03.060;4124.964;1
12:10:03.083;4121.78;1
12:10:03.108;4124.471;1
12:10:03.128;4124.596;1
12:10:03.152;4121.951;1
12:10:03.174;4124.775;1
12:10:03.197;4123.581;1
12:10:03.220;4123.581;1
12:10:03.243;4123.281;1
12:10:03.266;4123.67;1
12:10:03.291;4124.202;1
12:10:03.312;4125.898;1
12:10:03.335;4125.88;1
12:10:03.358;4122.825;1
12:10:03.383;4122.825;1
12:10:03.405;4126.252;1
12:10:03.430;4126.252;1
12:10:03.452;4123.709;1
12:10:03.473;4122.216;1
12:10:03.497;4122.941;1
12:10:03.519;4124.286;1
12:10:03.542;4124.803;1
12:10:03.565;4124.803;1
12:10:03.588;4124.803;1
12:10:03.611;4125.305;1
12:10:03.634;4126.65;1
12:10:03.657;4122.747;1
12:10:03.683;4124.429;1
12:10:03.704;4124.429;1
12:10:03.728;4124.429;1
12:10:03.749;4123.997;1
12:10:03.772;4124.125;1
12:10:03.795;4123.835;1
12:10:03.818;4123.755;1
12:10:03.842;4125.132;1
12:10:03.863;4124.793;1
12:10:03.887;4126.727;1
12:10:03.912;4126.727;1
12:10:03.934;4126.589;1
12:10:03.955;4124.737;1
12:10:03.981;4123.624;1
12:10:04.004;4125.105;1
12:10:04.025;4125.539;1
12:10:04.050;4125.34;1
12:10:04.071;4126.272;1
12:10:04.095;4126.272;1
12:10:04.117;4125.062;1
12:10:04.140;4126.548;1
12:10:04.162;4125.186;1
12:10:04.186;4126.173;1
12:10:04.209;4126.429;1
12:10:04.231;4127.487;1
12:10:04.254;4127.487;1
12:10:04.278;4125.568;1
12:10:04.300;4126.37;1
12:10:04.324;4127.835;1
12:10:04.346;4126.647;1
12:10:04.369;4125.179;1
12:10:04.393;4127.22;1
12:10:04.415;4127.337;1
12:10:04.441;4127.337;1
12:10:04.461;4127.277;1
12:10:04.484;4129.264;1
12:10:04.507;4127.276;1
12:10:04.530;4128.271;1
12:10:04.553;4126.71;1
12:10:04.576;4128.771;1
12:10:04.600;4128.887;1
12:10:04.622;4128.887;1
12:10:04.646;4128.887;1
12:10:04.668;4129.868;1
12:10:04.692;4126.417;1
12:10:04.715;4127.31;1
12:10:04.738;4128.926;1
12:10:04.761;4129.579;1
12:10:04.786;4128.05;1
12:10:04.809;4130.603;1
12:10:04.832;4130.603;1
12:10:04.852;4132.874;1
12:10:04.876;4130.139;1
12:10:04.898;4127.825;1
12:10:04.922;4128.46;1
12:10:04.946;4129.734;1
12:10:04.969;4127.9;1
12:10:04.990;4129.926;1
12:10:05.015;4129.926;1
12:10:05.036;4129.161;1
12:10:05.062;4128.964;1
12:10:05.086;4128.703;1
12:10:05.105;4129.427;1
12:10:05.130;4128.573;1
12:10:05.151;4128.573;1
12:10:05.175;4129.488;1
12:10:05.198;4129.552;1
12:10:05.220;4129.584;1
12:10:05.246;4130.029;1
12:10:05.269;4128.005;1
12:10:05.290;4130.052;1
12:10:05.312;4130.052;1
12:10:05.335;4129.589;1
12:10:05.361;4128.008;1
12:10:05.387;4130.059;1
12:10:05.406;4129.001;1
12:10:05.427;4129.253;1
12:10:05.451;4129.382;1
12:10:05.474;4129.315;1
12:10:05.497;4129.315;1
12:10:05.521;4129.838;1
12:10:05.543;4128.934;1
12:10:05.565;4129.699;1
12:10:05.588;4128.823;1
12:10:05.612;4130.126;1
12:10:05.636;4129.754;1
12:10:05.657;4129.754;1
12:10:05.685;4130.483;1
12:10:05.705;4129.524;0
12:10:05.729;4128.554;1
12:10:05.750;4129.214;1
12:10:05.772;4129.993;1
12:10:05.795;4131.414;1
12:10:05.818;4131.414;1
12:10:05.841;4127.548;1
12:10:05.867;4131.009;1
12:10:05.887;4128.681;1
12:10:05.910;4127.82;1
12:10:05.933;4128.585;1
12:10:05.956;4128.53;1
12:10:05.980;4129.905;1
12:10:06.002;4129.905;1
12:10:06.025;4129.242;1
12:10:06.048;4129.655;1
12:10:06.071;4129.904;1
12:10:06.094;4130.402;1
12:10:06.117;4130.653;1
12:10:06.140;4130.653;1
12:10:06.163;4131.889;1
12:10:06.187;4131.889;1
12:10:06.209;4133.184;1
12:10:06.232;4129.113;1
12:10:06.255;4129.588;1
12:10:06.280;4131.045;1
12:10:06.301;4131.045;1
12:10:06.324;4131.001;1
12:10:06.350;4130.714;1
12:10:06.370;4130.872;1
12:10:06.393;4132.259;1
12:10:06.416;4131.424;1
12:10:06.439;4131.424;1
12:10:06.465;4129.55;1
12:10:06.485;4128.521;1
12:10:06.508;4131.119;1
12:10:06.531;4129.775;1
12:10:06.554;4129.487;1
12:10:06.577;4130.362;1
12:10:06.600;4130.362;1
12:10:06.623;4130.386;1
12:10:06.646;4130.386;1
12:10:06.669;4131.847;1
12:10:06.692;4131.847;1
12:10:06.715;4129.945;1
12:10:06.738;4129.945;1
12:10:06.761;4129.694;1
12:10:06.784;4129.694;1
12:10:06.809;4130.575;1
12:10:06.831;4130.034;1
12:10:06.854;4132.188;1
12:10:06.876;4131.4;1
12:10:06.899;4131.4;1
12:10:06.922;4130.101;1
12:10:06.945;4133.619;1
12:10:06.968;4134.1;1
12:10:06.991;4131.725;1
12:10:07.016;4127.81;1
12:10:07.039;4132.066;1
12:10:07.061;4132.066;1
12:10:07.086;4131.565;1
12:10:07.108;4130.649;1
12:10:07.131;4130.776;1
12:10:07.154;4131.231;1
12:10:07.175;4131.231;1
12:10:07.200;4131.163;0
12:10:07.222;4131.298;1
12:10:07.244;4130.666;1
12:10:07.269;4130.413;1
12:10:07.291;4131.134;1
12:10:07.314;4130.955;1
12:10:07.337;4130.955;1
12:10:07.359;4130.472;1
12:10:07.387;4130.977;0
12:10:07.407;4131.621;1
12:10:07.428;4130.646;0
12:10:07.452;4132.134;0
12:10:07.474;4132.134;1
12:10:07.497;4132.279;1
12:10:07.520;4132.279;1
12:10:07.543;4131.62;1
12:10:07.569;4130.526;1
12:10:07.589;4131.591;1
12:10:07.612;4129.745;1
12:10:07.635;4131.815;1
12:10:07.658;4130.964;1
12:10:07.681;4130.964;1
12:10:07.707;4131.763;1
12:10:07.729;4132.106;1
12:10:07.752;4132.268;1
12:10:07.774;4132.268;1
12:10:07.798;4132.268;1
12:10:07.819;4132.216;1
12:10:07.842;4130.906;1
12:10:07.865;4132.932;1
12:10:07.890;4132.932;1
12:10:07.912;4132.623;1
12:10:07.935;4131.887;1
12:10:07.957;4133.316;1
12:10:07.982;4129.646;1
12:10:08.005;4131.479;1
12:10:08.028;4131.479;1
12:10:08.051;4131.415;1
12:10:08.073;4131.65;1
12:10:08.095;4131.45;1
12:10:08.119;4132.3;1
12:10:08.143;4131.134;1
12:10:08.166;4131.473;1
12:10:08.188;4131.473;1
12:10:08.211;4132.087;1
12:10:08.233;4132.284;1
12:10:08.257;4132.505;1
12:10:08.281;4132.362;1
12:10:08.304;4132.943;1
12:10:08.325;4132.48;1
12:10:08.349;4132.48;1
12:10:08.372;4132.329;1
12:10:08.395;4132.847;1
12:10:08.417;4132.617;1
12:10:08.440;4134.107;1
12:10:08.464;4134.631;1
12:10:08.489;4134.631;1
12:10:08.513;4131.609;1
12:10:08.533;4133.22;1
12:10:08.555;4132.104;1
12:10:08.580;4134.009;1
12:10:08.601;4131.85;1
12:10:08.625;4132.557;1
12:10:08.647;4132.557;1
12:10:08.670;4131.899;1
12:10:08.693;4132.668;1
12:10:08.719;4132.744;1
12:10:08.739;4133.713;1
12:10:08.764;4135.08;1
12:10:08.790;4135.08;1
12:10:08.808;4137.169;1
12:10:08.831;4137.169;1
12:10:08.856;4135.515;1
12:10:08.878;4130.301;1
12:10:08.900;4134.405;1
12:10:08.924;4136.155;1
12:10:08.949;4131.702;1
12:10:08.970;4136.485;1
12:10:08.993;4136.485;1
12:10:09.017;4135.583;1
12:10:09.040;4130.889;1
12:10:09.062;4132.858;1
12:10:09.088;4133.963;1
12:10:09.109;4131.298;1
12:10:09.131;4133.223;1
12:10:09.155;4133.223;1
12:10:09.178;4132.669;1
12:10:09.199;4134.462;1
12:10:09.225;4133.407;1
12:10:09.246;4133.011;1
12:10:09.271;4132.479;1
12:10:09.293;4133.652;1
12:10:09.317;4133.171;1
12:10:09.340;4133.171;1
12:10:09.362;4133.739;1
12:10:09.386;4132.643;1
12:10:09.409;4132.977;1
12:10:09.431;4133.642;1
12:10:09.455;4132.948;1
12:10:09.476;4132.948;1
12:10:09.502;4134.306;1
12:10:09.522;4133.313;0
12:10:09.547;4134.228;0
12:10:09.571;4132.063;1
12:10:09.592;4134.756;1
12:10:09.614;4134.756;1
12:10:09.637;4133.663;1
12:10:09.663;4131.888;1
12:10:09.687;4132.433;1
12:10:09.707;4132.387;1
12:10:09.731;4133.426;1
12:10:09.753;4133.076;1
12:10:09.778;4133.076;1
12:10:09.800;4135.44;1
12:10:09.824;4133.554;1
12:10:09.846;4135.935;1
12:10:09.868;4132.937;1
12:10:09.890;4131.956;1
12:10:09.913;4129.631;1
12:10:09.937;4132.833;1
12:10:09.960;4132.833;1
12:10:09.984;4133.031;1
12:10:10.008;4132.811;1
12:10:10.031;4133.21;1
12:10:10.051;4133.21;1
12:10:10.074;4133.703;1
12:10:10.098;4133.703;1
12:10:10.123;4133.035;1
12:10:10.145;4132.397;1
12:10:10.167;4132.198;1
12:10:10.189;4132.813;1
12:10:10.212;4134.227;1
12:10:10.235;4132.308;1
12:10:10.260;4132.661;0
12:10:10.283;4132.661;1
12:10:10.303;4132.168;1
12:10:10.326;4132.481;1
12:10:10.349;4134.689;1
12:10:10.372;4133.362;1
12:10:10.395;4133.278;1
12:10:10.418;4133.278;1
12:10:10.441;4133.278;1
12:10:10.464;4132.741;1
12:10:10.487;4132.741;1
12:10:10.510;4132.914;1
12:10:10.533;4132.867;1
12:10:10.556;4131.89;1
12:10:10.580;4133.085;1
12:10:10.602;4133.085;1
12:10:10.628;4133.117;1
12:10:10.650;4132.494;1
12:10:10.671;4133.583;1
12:10:10.695;4133.548;1
12:10:10.719;4133.508;1
12:10:10.740;4133.508;1
12:10:10.763;4135.662;1
12:10:10.786;4135.662;1
12:10:10.810;4132.972;1
12:10:10.833;4134.669;1
12:10:10.855;4132.714;1
12:10:10.880;4131.195;1
12:10:10.901;4132.624;1
12:10:10.924;4132.624;1
12:10:10.947;4131.327;1
12:10:10.972;4132.567;1
12:10:10.994;4133.573;1
12:10:11.017;4133.539;1
12:10:11.039;4133.539;1
12:10:11.065;4133.569;1
12:10:11.088;4133.317;1
12:10:11.110;4134.045;1
12:10:11.131;4135.035;1
12:10:11.155;4135.7;1
12:10:11.179;4135.7;1
12:10:11.200;4134.406;1
12:10:11.226;4132.219;1
12:10:11.248;4132.572;1
12:10:11.270;4133.054;1
12:10:11.294;4133.054;1
12:10:11.317;4133.549;1
12:10:11.338;4134.269;1
12:10:11.361;4134.108;1
12:10:11.385;4134.974;1
12:10:11.407;4133.894;1
12:10:11.430;4135.047;1
12:10:11.453;4136.485;1
12:10:11.477;4136.124;1
12:10:11.499;4136.124;1
12:10:11.523;4134.372;1
12:10:11.545;4133.724;1
12:10:11.569;4134.573;1
12:10:11.592;4134.01;1
12:10:11.614;4135.136;1
12:10:11.640;4135.136;1
12:10:11.662;4134.877;1
12:10:11.684;4134.577;1
12:10:11.706;4134.707;1
12:10:11.729;4135.011;1
12:10:11.753;4134.602;1
12:10:11.775;4135.251;1
12:10:11.798;4135.251;1
12:10:11.822;4135.357;1
12:10:11.844;4134.508;0
12:10:11.869;4135.164;1
12:10:11.891;4135.004;1
12:10:11.914;4134.802;1
12:10:11.937;4134.802;1
12:10:11.959;4137.448;1
12:10:11.987;4136.335;1
12:10:12.007;4134.76;1
12:10:12.030;4134.579;1
12:10:12.052;4134.579;1
12:10:12.074;4135.118;1
12:10:12.097;4135.118;1
12:10:12.120;4135.228;1
12:10:12.143;4135.336;1
12:10:12.169;4136.386;1
12:10:12.189;4135.523;1
12:10:12.212;4136.039;1
12:10:12.235;4135.688;1
12:10:12.258;4135.826;1
12:10:12.284;4135.826;1
12:10:12.306;4136.119;1
12:10:12.329;4136.196;1
12:10:12.351;4135.982;1
12:10:12.375;4135.702;1
12:10:12.398;4135.702;1
12:10:12.422;4136.093;0
12:10:12.444;4135.833;1
12:10:12.466;4137.342;0
12:10:12.488;4138.612;1
12:10:12.511;4134.258;1
12:10:12.535;4137.721;1
12:10:12.558;4137.721;1
12:10:12.583;4137.721;1
12:10:12.604;4136.998;1
12:10:12.628;4135.655;1
12:10:12.650;4136.773;1
12:10:12.674;4136.773;1
12:10:12.695;4137.126;1
12:10:12.719;4133.585;1
12:10:12.741;4138.196;1
12:10:12.767;4138.317;1
12:10:12.789;4135.963;1
12:10:12.810;4137.915;1
12:10:12.834;4136.399;1
12:10:12.858;4136.399;1
12:10:12.884;4133.795;1
12:10:12.905;4134.771;1
12:10:12.925;4135.944;1
12:10:12.948;4135.944;1
12:10:12.971;4136.113;1
12:10:12.996;4136.099;0
12:10:13.020;4135.836;1
12:10:13.041;4136.519;1
12:10:13.065;4136.312;1
12:10:13.086;4136.718;1
12:10:13.112;4136.839;1
12:10:13.134;4137.257;1
12:10:13.156;4137.257;1
12:10:13.180;4140.886;0
12:10:13.202;4137.205;1
12:10:13.226;4136.917;1
12:10:13.249;4133.382;1
12:10:13.272;4137.13;1
12:10:13.295;4137.13;1
12:10:13.317;4136.447;1
12:10:13.339;4136.709;1
12:10:13.362;4136.845;1
12:10:13.386;4136.882;0
12:10:13.409;4138.333;1
12:10:13.431;4139.429;1
12:10:13.455;4139.429;1
12:10:13.479;4137.273;1
12:10:13.502;4137.058;1
12:10:13.525;4135.173;1
12:10:13.547;4136.702;1
12:10:13.569;4138.232;1
12:10:13.594;4138.586;1
12:10:13.617;4138.586;1
12:10:13.641;4137.98;1
12:10:13.661;4137.345;1
12:10:13.686;4135.728;1
12:10:13.707;4137.616;1
12:10:13.730;4137.333;1
12:10:13.754;4138.379;1
12:10:13.777;4138.379;1
12:10:13.799;4139.173;1
12:10:13.824;4139.117;1
12:10:13.845;4136.435;1
12:10:13.869;4138.212;1
12:10:13.893;4138.212;1
12:10:13.914;4137.452;1
12:10:13.938;4137.112;1
12:10:13.961;4138.159;1
12:10:13.984;4138.378;1
12:10:14.009;4138.376;0
12:10:14.031;4138.388;1
12:10:14.053;4138.65;1
12:10:14.075;4138.65;1
12:10:14.101;4138.63;1
12:10:14.122;4138.63;1
12:10:14.147;4139.212;1
12:10:14.167;4138.958;1
12:10:14.191;4138.28;1
12:10:14.215;4137.73;1
12:10:14.239;4137.73;1
12:10:14.261;4138.307;1
12:10:14.284;4139.265;0
12:10:14.305;4139.767;1
12:10:14.328;4139.743;1
12:10:14.352;4139.556;1
12:10:14.374;4139.556;1
12:10:14.397;4139.311;1
12:10:14.421;4138.846;1
12:10:14.446;4139.563;1
12:10:14.468;4141.051;1
12:10:14.491;4139.431;1
12:10:14.513;4140.022;1
12:10:14.535;4140.022;1
12:10:14.561;4140.907;1
12:10:14.584;4139.521;1
12:10:14.607;4139.143;1
12:10:14.630;4139.399;1
12:10:14.651;4138.838;1
12:10:14.675;4138.838;1
12:10:14.696;4139.417;1
12:10:14.722;4140.077;1
12:10:14.743;4139.376;1
12:10:14.766;4140.539;1
12:10:14.790;4140.152;1
12:10:14.811;4140.152;1
12:10:14.834;4139.644;1
12:10:14.857;4140.535;1
12:10:14.883;4142.027;1
12:10:14.904;4139.666;1
12:10:14.926;4139.246;1
12:10:14.949;4139.588;1
12:10:14.973;4139.621;1
12:10:14.995;4139.621;1
12:10:15.020;4140.408;1
12:10:15.043;4139.859;1
12:10:15.065;4139.313;1
12:10:15.087;4140.602;1
12:10:15.111;4140.314;1
12:10:15.135;4139.292;1
12:10:15.157;4139.292;1
12:10:15.181;4140.173;1
12:10:15.205;4139.683;1
12:10:15.226;4139.75;1
12:10:15.248;4140.25;0
12:10:15.272;4140.25;1
12:10:15.295;4140.087;1
12:10:15.319;4140.318;1
12:10:15.342;4140.932;1
12:10:15.365;4141.379;1
12:10:15.390;4141.745;1
12:10:15.411;4140.903;1
12:10:15.434;4140.903;1
12:10:15.457;4141.623;1
12:10:15.480;4140.814;1
12:10:15.504;4143.159;1
12:10:15.525;4142.348;1
12:10:15.547;4140.514;1
12:10:15.571;4141.188;1
12:10:15.593;4142.237;1
12:10:15.617;4142.237;1
12:10:15.639;4142.938;1
12:10:15.662;4142.292;1
12:10:15.687;4143.967;1
12:10:15.711;4141.821;1
12:10:15.732;4140.586;1
12:10:15.756;4140.586;1
12:10:15.779;4142.907;1
12:10:15.803;4143.181;1
12:10:15.826;4142.494;1
12:10:15.849;4142.719;1
12:10:15.869;4142.295;1
12:10:15.894;4142.93;1
12:10:15.916;4142.93;1
12:10:15.940;4141.423;1
12:10:15.963;4143.298;1
12:10:15.988;4141.914;1
12:10:16.009;4142.304;1
12:10:16.032;4142.304;1
12:10:16.055;4142.795;1
12:10:16.077;4143.606;1
12:10:16.100;4143.956;1
12:10:16.123;4144;1
12:10:16.146;4144.199;1
12:10:16.169;4143.783;1
12:10:16.192;4143.783;1
12:10:16.215;4143.009;1
12:10:16.238;4143.686;1
12:10:16.261;4143.928;1
12:10:16.285;4143.928;1
12:10:16.308;4142.424;1
12:10:16.331;4142.424;1
12:10:16.353;4143.144;1
12:10:16.376;4143.814;1
12:10:16.401;4144.506;1
12:10:16.425;4143.937;1
12:10:16.446;4143.523;1
12:10:16.470;4144.238;1
12:10:16.492;4144.486;1
12:10:16.514;4144.486;1
12:10:16.539;4146.287;1
12:10:16.561;4144.76;1
12:10:16.587;4145.068;1
12:10:16.607;4143.598;1
12:10:16.630;4143.598;1
12:10:16.653;4143.635;1
12:10:16.677;4143.818;1
12:10:16.699;4143.955;1
12:10:16.722;4144.728;1
12:10:16.744;4144.473;1
12:10:16.767;4145.504;1
12:10:16.790;4145.504;1
12:10:16.813;4146.05;1
12:10:16.836;4145.63;1
12:10:16.859;4144.285;1
12:10:16.883;4144.285;1
12:10:16.904;4145.181;1
12:10:16.927;4144.947;1
12:10:16.950;4145.682;1
12:10:16.973;4145.773;1
12:10:16.996;4145.496;1
12:10:17.019;4144.676;1
12:10:17.042;4144.676;1
12:10:17.065;4145.405;1
12:10:17.089;4145.405;1
12:10:17.111;4149.168;1
12:10:17.134;4149.168;1
12:10:17.157;4145.57;1
12:10:17.182;4145.57;1
12:10:17.205;4146.327;1
12:10:17.228;4146.327;1
12:10:17.249;4143.851;1
12:10:17.273;4145.552;1
12:10:17.296;4146.154;1
12:10:17.318;4144.75;1
12:10:17.342;4145.488;1
12:10:17.364;4146.168;1
12:10:17.387;4146.168;1
12:10:17.413;4146.812;1
12:10:17.435;4146.59;1
12:10:17.456;4145.116;1
12:10:17.481;4145.871;1
12:10:17.503;4146.115;1
12:10:17.525;4145.967;1
12:10:17.548;4146.811;1
12:10:17.571;4146.972;1
12:10:17.594;4146.29;1
12:10:17.617;4146.29;1
12:10:17.642;4145.416;1
12:10:17.664;4145.416;1
12:10:17.686;4147.599;1
12:10:17.709;4147.362;1
12:10:17.732;4147.005;1
12:10:17.755;4148.553;1
12:10:17.780;4146.911;1
12:10:17.801;4146.911;1
12:10:17.824;4147.511;1
12:10:17.847;4147.782;1
12:10:17.870;4147.612;1
12:10:17.894;4145.102;1
12:10:17.917;4146.583;1
12:10:17.940;4146.583;1
12:10:17.963;4147.142;1
12:10:17.988;4146.503;1
12:10:18.008;4147.133;1
12:10:18.031;4146.503;1
12:10:18.056;4146.328;1
12:10:18.079;4146.328;1
12:10:18.103;4147.125;1
12:10:18.123;4147.987;1
12:10:18.148;4147.476;1
12:10:18.169;4147.766;1
12:10:18.194;4148.462;1
12:10:18.216;4148.462;1
12:10:18.238;4146.922;1
12:10:18.264;4148.747;1
12:10:18.284;4146.772;1
12:10:18.307;4148.738;1
12:10:18.331;4148.242;1
12:10:18.354;4147.539;1
12:10:18.378;4147.539;1
12:10:18.401;4148.964;1
12:10:18.423;4146.983;1
12:10:18.445;4147.828;1
12:10:18.471;4146.104;1
12:10:18.492;4147.741;1
12:10:18.514;4147.741;1
12:10:18.540;4147.844;1
12:10:18.561;4148.6;1
12:10:18.585;4147.958;1
12:10:18.608;4147.705;1
12:10:18.629;4148.14;1
12:10:18.652;4147.51;1
12:10:18.675;4147.51;1
12:10:18.698;4148.14;1
12:10:18.722;4147.935;1
12:10:18.745;4147.976;1
12:10:18.767;4148.282;0
12:10:18.791;4148.558;1
12:10:18.815;4148.338;1
12:10:18.836;4148.338;1
12:10:18.862;4148.268;1
12:10:18.884;4149.453;0
12:10:18.908;4149.759;1
12:10:18.928;4149.568;1
12:10:18.953;4151.618;1
12:10:18.974;4150.133;1
12:10:18.998;4150.133;1
12:10:19.022;4147.054;1
12:10:19.043;4148.306;1
12:10:19.069;4149.375;1
12:10:19.089;4149.356;1
12:10:19.112;4150.004;1
12:10:19.138;4149.585;1
12:10:19.158;4149.585;1
12:10:19.184;4150.259;1
12:10:19.204;4148.898;1
12:10:19.227;4148.818;1
12:10:19.250;4147.445;1
12:10:19.275;4147.445;1
12:10:19.296;4148.736;1
12:10:19.322;4149.038;1
12:10:19.342;4149.136;1
12:10:19.368;4150.157;1
12:10:19.388;4148.227;1
12:10:19.412;4149.679;1
12:10:19.435;4149.679;1
12:10:19.459;4148.902;1
12:10:19.483;4147.975;1
12:10:19.506;4148.432;1
12:10:19.528;4149.386;1
12:10:19.550;4149.386;1
12:10:19.574;4149.249;1
12:10:19.595;4148.634;1
12:10:19.619;4151.116;1
12:10:19.641;4151.681;1
12:10:19.664;4149.152;1
12:10:19.689;4149.152;1
12:10:19.710;4147.409;1
12:10:19.733;4149.771;1
12:10:19.756;4148.502;1
12:10:19.781;4147.626;1
12:10:19.803;4149.521;1
12:10:19.825;4149.521;1
12:10:19.850;4149.127;1
12:10:19.871;4150.599;1
12:10:19.894;4150.235;1
12:10:19.917;4151.8;1
12:10:19.940;4152.534;1
12:10:19.963;4151.397;1
12:10:19.986;4151.397;1
12:10:20.010;4149.597;1
12:10:20.034;4151.65;1
12:10:20.056;4148.2;1
12:10:20.084;4147.653;1
12:10:20.104;4149.383;1
12:10:20.124;4150.982;1
12:10:20.149;4149.765;1
12:10:20.171;4149.765;1
12:10:20.193;4149.643;1
12:10:20.216;4149.666;1
12:10:20.242;4149.8;1
12:10:20.262;4148.765;1
12:10:20.288;4148.765;1
12:10:20.310;4149.29;1
12:10:20.331;4149.542;1
12:10:20.355;4150.111;1
12:10:20.379;4150.276;1
12:10:20.400;4150.254;1
12:10:20.423;4152.12;1
12:10:20.447;4150.673;1
12:10:20.469;4150.413;1
12:10:20.492;4150.413;1
12:10:20.515;4150.028;1
12:10:20.540;4149.445;1
12:10:20.562;4149.939;1
12:10:20.587;4149.939;1
12:10:20.607;4150.55;1
12:10:20.630;4150.735;1
12:10:20.653;4151.219;1
12:10:20.676;4150.428;1
12:10:20.699;4149.976;1
12:10:20.722;4151.9;1
12:10:20.745;4151.211;1
12:10:20.768;4150.23;1
12:10:20.791;4149.379;1
12:10:20.815;4150.957;1
12:10:20.839;4150.06;1
12:10:20.860;4150.06;1
12:10:20.886;4150.468;1
12:10:20.907;4150.484;1
12:10:20.930;4150.865;1
12:10:20.954;4150.542;1
12:10:20.977;4150.542;1
12:10:20.999;4150.445;1
12:10:21.022;4150.688;1
12:10:21.044;4150.322;1
12:10:21.068;4152.71;1
12:10:21.091;4150.031;1
12:10:21.113;4151.223;1
12:10:21.136;4151.223;1
12:10:21.159;4152.809;1
12:10:21.182;4153.893;1
12:10:21.206;4153.977;1
12:10:21.228;4148.544;1
12:10:21.251;4150.2;1
12:10:21.274;4150.2;1
12:10:21.300;4150.484;1
12:10:21.320;4148.729;1
